% 1. Title: Image Segmentation data
%
% 2. Source Information
%    -- Creators: Vision Group, University of Massachusetts
%    -- Donor: Vision Group (Carla Brodley, brodley@cs.umass.edu)
%    -- Date: November, 1990
%
% 3. Past Usage: None yet published
%
% 4. Relevant Information:
%
%    The instances were drawn randomly from a database of 7 outdoor
%    images.  The images were handsegmented to create a classification
%    for every pixel.
%
%    Each instance is a 3x3 region.
%
% 5. Number of Instances: Training data: 210  Test data: 2100
%
% 6. Number of Attributes: 19 continuous attributes
%
% 7. Attribute Information:
%
%     1.  region-centroid-col:  the column of the center pixel of the region.
%     2.  region-centroid-row:  the row of the center pixel of the region.
%     3.  region-pixel-count:  the number of pixels in a region = 9.
%     4.  short-line-density-5:  the results of a line extractoin algorithm that
%          counts how many lines of length 5 (any orientation) with
%          low contrast, less than or equal to 5, go through the region.
%     5.  short-line-density-2:  same as short-line-density-5 but counts lines
%          of high contrast, greater than 5.
%     6.  vedge-mean:  measure the contrast of horizontally
%          adjacent pixels in the region.  There are 6, the mean and
%          standard deviation are given.  This attribute is used as
%         a vertical edge detector.
%     7.  vegde-sd:  (see 6)
%     8.  hedge-mean:  measures the contrast of vertically adjacent
%           pixels. Used for horizontal line detection.
%     9.  hedge-sd: (see 8).
%     10. intensity-mean:  the average over the region of (R + G + B)/3
%     11. rawred-mean: the average over the region of the R value.
%     12. rawblue-mean: the average over the region of the B value.
%     13. rawgreen-mean: the average over the region of the G value.
%     14. exred-mean: measure the excess red:  (2R - (G + B))
%     15. exblue-mean: measure the excess blue:  (2B - (G + R))
%     16. exgreen-mean: measure the excess green:  (2G - (R + B))
%     17. value-mean:  3-d nonlinear transformation
%          of RGB. (Algorithm can be found in Foley and VanDam, Fundamentals
%          of Interactive Computer Graphics)
%     18. saturatoin-mean:  (see 17)
%     19. hue-mean:  (see 17)
%
% 8. Missing Attribute Values: None
%
% 9. Class Distribution:
%
%    Classes:  brickface, sky, foliage, cement, window, path, grass.
%
%    30 instances per class for training data.
%    300 instances per class for test data.
%
%
%
%
%
% Relabeled values in attribute class
%    From: 1                       To: brickface
%    From: 2                       To: sky
%    From: 3                       To: foliage
%    From: 4                       To: cement
%    From: 5                       To: window
%    From: 6                       To: path
%    From: 7                       To: grass
%
@relation segment
@attribute region-centroid-col real
@attribute region-centroid-row real
@attribute region-pixel-count real
@attribute short-line-density-5 real
@attribute short-line-density-2 real
@attribute vedge-mean real
@attribute vegde-sd real
@attribute hedge-mean real
@attribute hedge-sd real
@attribute intensity-mean real
@attribute rawred-mean real
@attribute rawblue-mean real
@attribute rawgreen-mean real
@attribute exred-mean real
@attribute exblue-mean real
@attribute exgreen-mean real
@attribute value-mean real
@attribute saturation-mean real
@attribute hue-mean real
@attribute class { brickface, sky, foliage, cement, window, path, grass}
@data
80,83,9,0.111111,0,1.66667,1.77778,1.5,0.566666,49.4444,45.6667,58.6667,44,-11.3333,27.6667,-16.3333,58.6667,0.249679,-1.97362,cement
88,211,9,0.222222,0,1.38889,0.879815,2.44444,1.45551,10.8148,8.88889,7.66667,15.8889,-5.77778,-9.44444,15.2222,15.8889,0.524328,1.94083,grass
233,154,9,0,0,3.72222,11.6185,0.666666,0.577778,33,25.1111,46.5556,27.3333,-23.6667,40.6667,-17,46.5556,0.458785,-2.20265,cement
223,190,9,0,0,2,1.0328,2.05556,1.46692,46.8889,42,57.7778,40.8889,-14.6667,32.6667,-18,57.7778,0.292226,-2.02513,path
35,132,9,0,0,0.5,0.0777779,0.222222,0.162963,5.37037,7.11111,6.11111,2.88889,5.22222,2.22222,-7.44444,7.11111,0.593254,-0.808383,brickface
91,19,9,0,0,1,0.760118,1.44445,0.779364,126.667,115.444,142.444,122.111,-33.6667,47.3333,-13.6667,142.444,0.189527,-2.35283,sky
155,27,9,0,0,1.05556,0.240737,1.44445,0.25185,137.519,132.556,146.556,133.444,-14.8889,27.1111,-12.2222,146.556,0.0984723,-2.14672,sky
160,110,9,0,0,0.833333,0.691214,0.444444,0.272165,31.6296,27.2222,39.3333,28.3333,-13.2222,23.1111,-9.88889,39.3333,0.307444,-2.18724,window
174,178,9,0,0,1.38889,2.68518,5,10.4,19.5556,17,18.1111,23.5556,-7.66667,-4.33333,12,23.5556,0.298962,2.27413,grass
250,196,9,0,0,1.5,1.50185,2.27778,1.21868,47.7778,42.6667,58.7778,41.8889,-15.3333,33,-17.6667,58.7778,0.289138,-2.046,path
13,142,9,0,0,0.388889,0.062963,1.27778,0.151852,4.59259,6.22222,5.22222,2.33333,4.88889,1.88889,-6.77778,6.33333,0.630159,-0.776334,brickface
140,125,9,0,0,0.666667,0.222222,2.66667,3.77778,3.92593,1.55556,7.77778,2.44444,-7.11111,11.5556,-4.44444,7.77778,0.853199,-2.23424,foliage
194,57,9,0,0,0.611109,0.418515,1.16667,0.38889,135.963,129.889,146.222,131.778,-18.2222,30.7778,-12.5556,146.222,0.111695,-2.21505,sky
40,142,9,0,0,0.277778,0.136083,0.222222,0.172133,1.22222,0.111111,3.55556,0,-3.33333,7,-3.66667,3.55556,1,-2.05616,window
97,46,9,0,0,1.66667,1.61933,2.22222,1.40897,62.3333,53.2222,79.1111,54.6667,-27.3333,50.3333,-23,79.1111,0.326719,-2.1523,cement
61,92,9,0,0,1.27778,1.06284,0.555555,0.620633,17.2593,12.8889,25.7778,13.1111,-13.1111,25.5556,-12.4444,25.7778,0.499695,-2.11184,window
190,105,9,0,0,1.88889,2.2963,2.16667,1.67778,45.7407,41.2222,56.3333,39.6667,-13.5556,31.7778,-18.2222,56.3333,0.295992,-1.99608,cement
10,112,9,0,0,0.333333,0.421637,0.5,0.182574,0.444444,0,1.22222,0.111111,-1.33333,2.33333,-1,1.22222,0.666667,-2.15191,foliage
103,125,9,0,0,0.944445,0.827759,0.833333,0.691215,1.77778,0.444444,3.88889,1,-4,6.33333,-2.33333,3.88889,0.923809,-2.23756,foliage
78,69,9,0,0,1.5,1.14444,1.61111,1.44074,24.3333,22,32.5556,18.4444,-7,24.6667,-17.6667,32.5556,0.431547,-1.8112,brickface
179,69,9,0,0,0.722222,0.490654,0.944444,0.742867,40.6667,40.8889,44.5556,36.5556,0.666667,11.6667,-12.3333,44.5556,0.17869,-1.51876,cement
103,64,9,0,0,0.666667,0.699205,1.33333,0.918936,108.778,96.3333,126.222,103.778,-37.3333,52.3333,-15,126.222,0.236797,-2.35544,sky
205,82,9,0,0,1.22222,1.14827,2.5,2.16795,15.2222,11.8889,21.6667,12.1111,-10,19.3333,-9.33333,21.6667,0.458152,-2.10272,window
55,145,9,0,0,5.05556,2.97707,1,0.421638,26.7778,24.2222,33.3333,22.7778,-7.66667,19.6667,-12,33.3333,0.315338,-1.93469,cement
237,191,9,0,0,1,0.311111,1.5,1.01111,7.33333,5.33333,5.44444,11.2222,-6,-5.66667,11.6667,11.2222,0.53582,2.12242,grass
37,189,9,0,0,1.38889,1.48518,5.72222,23.8852,30,27.1111,36.3333,26.5556,-8.66667,19,-10.3333,36.3333,0.265248,-2.05028,path
208,240,9,0.111111,0,1.05556,0.862963,2.44444,5.00741,14.1481,10.8889,13,18.5556,-9.77778,-3.44444,13.2222,18.5556,0.421621,2.39249,grass
217,45,9,0.111111,0,0.888888,0.207408,1.55556,0.829628,121.519,111.111,137.333,116.111,-31.2222,47.4444,-16.2222,137.333,0.190912,-2.29267,sky
115,138,9,0,0,0.333333,0.0888889,0.333333,0.177778,0.777778,0,2.33333,0,-2.33333,4.66667,-2.33333,2.33333,1,-2.0944,foliage
137,92,9,0,0,7.38889,7.3799,0.777778,0.344265,9.96296,7.11111,15.5556,7.22222,-8.55556,16.7778,-8.22222,15.5556,0.608437,-2.0967,window
183,78,9,0,0,1.05556,0.329632,0.777779,1.27408,135.556,128.667,147,131,-20.6667,34.3333,-13.6667,147,0.124647,-2.22554,sky
94,13,9,0,0,1.05555,0.507406,1.66666,1.24444,141.593,134.889,149.889,140,-20.1111,24.8889,-4.77778,149.889,0.100091,-2.44927,sky
234,175,9,0,0,1.94444,1.32358,3.44445,2.2575,57.7778,50.6667,72.6667,50,-21.3333,44.6667,-23.3333,72.6667,0.312037,-2.06378,path
89,53,9,0,0,2.11111,1.71852,2.83333,3.01111,27.0741,22.7778,38.3333,20.1111,-12.8889,33.7778,-20.8889,38.3333,0.474773,-1.93748,brickface
199,120,9,0,0,5.77778,4.95162,0.944444,0.443052,51.0741,48.2222,59.2222,45.7778,-8.55556,24.4444,-15.8889,59.2222,0.224617,-1.89642,cement
181,27,9,0,0,0.722221,0.462964,0.5,0.255555,138.074,132.556,146.556,135.111,-16.5556,25.4444,-8.88889,146.556,0.0962632,-2.26453,sky
156,123,9,0,0,0.388889,0.151852,0.388889,0.062963,6.11111,8,6.77778,3.55556,5.66667,2,-7.66667,8,0.555776,-0.761648,brickface
173,219,9,0,0,2.77778,3.4963,2.83333,6.61111,5.59259,4.11111,4.33333,8.33333,-4.44444,-3.77778,8.22222,8.33333,0.561254,2.14836,grass
225,143,9,0,0,0.444445,0.207407,0.444444,0.162963,5.44444,6.77778,6.77778,2.77778,4,4,-8,7,0.601852,-1.04822,brickface
169,190,9,0,0,3.11111,1.80944,2.88889,2.09408,52.5556,46.8889,65,45.7778,-17,37.3333,-20.3333,65,0.297059,-2.03483,path
104,129,9,0,0,19.2778,28.9074,1.11111,1.0963,37.8889,33.1111,47.4444,33.1111,-14.3333,28.6667,-14.3333,47.4444,0.320613,-2.0978,cement
61,104,9,0.222222,0,1.38889,0.729627,1.44444,0.740741,57.3333,52.7778,68.2222,51,-13.6667,32.6667,-19,68.2222,0.252203,-1.98522,cement
157,85,9,0,0,1.22222,1.24127,0.222222,0.172133,18.9259,14.5556,26.8889,15.3333,-13.1111,23.8889,-10.7778,26.8889,0.459024,-2.16091,window
171,89,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
72,32,9,0.111111,0.111111,3.94444,2.70322,2.27778,1.97109,56.3704,48.5556,72.7778,47.7778,-23.4444,49.2222,-25.7778,72.7778,0.344409,-2.06061,cement
47,209,9,0,0,1.72222,1.28956,1.38889,0.928958,11.6296,9.55556,9.22222,16.1111,-6.22222,-7.22222,13.4444,16.1111,0.464325,2.06095,grass
174,75,9,0,0,1.5,0.722648,2.38889,1.08355,41.1111,40.3333,45.6667,37.3333,-2.33333,13.6667,-11.3333,45.6667,0.181732,-1.72228,cement
55,108,9,0,0,6.38889,22.5074,3.38889,10.1074,8.66667,5.11111,14.1111,6.77778,-10.6667,16.3333,-5.66667,14.1111,0.705482,-2.27555,foliage
239,110,9,0,0,0.277778,0.062963,0.222222,0.0296297,9.44444,6.11111,15.8889,6.33333,-10,19.3333,-9.33333,15.8889,0.620643,-2.12027,window
95,95,9,0,0,0.722222,0.818519,1.11111,0.251852,6.48148,2.33333,12.5556,4.55556,-12.4444,18.2222,-5.77778,12.5556,0.816909,-2.32229,foliage
68,128,9,0,0,21.3333,5.95553,1.33333,0.844444,35.5926,32.1111,43.7778,30.8889,-10.4444,24.5556,-14.1111,43.7778,0.316177,-1.98185,cement
118,109,9,0,0.111111,3.55556,2.65553,4,3.08401,13.2963,7,22.3333,10.5556,-18.8889,27.1111,-8.22222,22.3333,0.694627,-2.34409,foliage
175,212,9,0.111111,0,1,0.666667,1.83333,1.34577,12.2963,10,9,17.8889,-6.88889,-9.88889,16.7778,17.8889,0.498757,1.97449,grass
194,183,9,0,0,0.777778,0.583731,2.94444,1.62504,54.7407,49.2222,67.7778,47.2222,-16.5556,39.1111,-22.5556,67.7778,0.303121,-1.9917,path
79,95,9,0,0,1.66667,3.73333,2.5,7.18889,21.1111,21.1111,26.2222,16,0,15.3333,-15.3333,26.2222,0.388363,-1.55555,brickface
73,117,9,0,0,1.55556,0.962964,0.611111,0.774074,1.33333,0.222222,3.55556,0.222222,-3.33333,6.66667,-3.33333,3.55556,0.968254,-2.0944,foliage
146,140,9,0,0,1.05556,0.462963,1,0.577778,6.33333,7.88889,7.33333,3.77778,4.66667,3,-7.66667,8.22222,0.537017,-0.909267,brickface
188,42,9,0,0,0.777779,0.54433,1.66667,1.26491,108.926,95.6667,126.222,104.889,-39.7778,51.8889,-12.1111,126.222,0.241934,-2.41039,sky
234,27,9,0.111111,0,0.833335,0.623609,2.05556,1.35674,122.667,111.556,138.667,117.778,-33.3333,48,-14.6667,138.667,0.195416,-2.33451,sky
11,163,9,0,0,1.05556,0.928958,2.5,1.31234,19.8148,17.4444,16.6667,25.3333,-7.11111,-9.44444,16.5556,25.3333,0.344267,2.00168,grass
23,86,9,0,0,0.888889,0.651853,1.72222,1.30741,18.5926,18.5556,23.5556,13.6667,-0.111111,14.8889,-14.7778,23.5556,0.417916,-1.5415,brickface
37,61,9,0,0,0.611111,0.490653,0.555556,0.272164,109.074,95.1111,128.333,103.778,-41.8889,57.7778,-15.8889,128.333,0.258869,-2.3674,sky
118,180,9,0,0,1.94444,1.48199,3.11111,1.08866,48.5556,44.1111,59,42.5556,-13.3333,31.3333,-18,59,0.278822,-1.99604,path
119,169,9,0,0,1.16667,0.983192,1,0.918936,25.963,20.8889,25,32,-15.2222,-2.88889,18.1111,32,0.347783,2.47906,grass
221,69,9,0,0,1.55556,0.807372,0.722223,0.854184,36.963,36.6667,40.2222,34,-0.888889,9.77778,-8.88889,40.2222,0.154094,-1.64013,cement
239,143,9,0,0,0.333333,0.0444445,0.666667,0.133333,4.51852,6.11111,5.44444,2,4.77778,2.77778,-7.55556,6.11111,0.674074,-0.87829,brickface
201,40,9,0,0,1.05556,0.596295,1.5,1.54444,123.778,113.333,139.667,118.333,-31.3333,47.6667,-16.3333,139.667,0.188503,-2.2922,sky
76,81,9,0.111111,0,1.88889,1.67407,1.33333,2.4,22.7037,22.3333,28.7778,17,-1.11111,18.2222,-17.1111,28.7778,0.409201,-1.60679,brickface
242,148,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
103,185,9,0,0,1.83333,4.65556,9.88889,94.9185,30.8889,27.7778,37,27.8889,-9.33333,18.3333,-9,37.5556,0.250444,-2.45058,path
8,102,9,0,0,1.88889,1.85185,1.94444,3.26296,17.9259,18.5556,21.8889,13.3333,1.88889,11.8889,-13.7778,21.8889,0.390329,-1.44704,brickface
189,107,9,0,0,2.66667,0.699206,0.833333,0.72265,27.7778,23.4444,35.1111,24.7778,-13,22,-9,35.1111,0.332407,-2.2015,window
207,217,9,0,0,0.777778,0.474074,2.05556,0.907408,6.2963,5,4.22222,9.66667,-3.88889,-6.22222,10.1111,9.66667,0.582612,1.97614,grass
201,183,9,0,0,1.88889,1.91679,2.33333,1.78886,52.6296,47.4444,65.1111,45.3333,-15.5556,37.4444,-21.8889,65.1111,0.30372,-1.98191,path
54,126,9,0.111111,0,2.77778,2.69705,3.38889,2.27466,23.2963,21,28.8889,20,-6.88889,16.7778,-9.88889,28.8889,0.305785,-1.96874,cement
76,135,9,0,0,0.444445,0.118519,0.833333,0.122222,5,6.88889,5.44444,2.66667,5.66667,1.33333,-7,6.88889,0.613757,-0.692028,brickface
121,112,9,0,0,2.38889,1.76908,0.5,0.278887,23.7037,19.4444,32.3333,19.3333,-12.7778,25.8889,-13.1111,32.3333,0.409544,-2.08525,window
205,190,9,0,0,1.27778,0.998145,1.61111,1.12382,49.4815,44.7778,60.6667,43,-14.1111,33.5556,-19.4444,60.6667,0.290788,-1.9876,path
90,134,9,0,0,0.388889,0.0185185,0.944444,0.151852,2.11111,1,4.66667,0.666667,-3.33333,7.66667,-4.33333,4.66667,0.881481,-2.01314,window
57,199,9,0,0,3.83333,2.64785,6.38889,3.46677,54.963,47.8889,69.2222,47.7778,-21.2222,42.7778,-21.5556,69.2222,0.317006,-2.08475,path
180,97,9,0,0,0.944443,0.329631,1,0.666667,134.37,126.556,145.444,131.111,-23.4444,33.2222,-9.77778,145.444,0.12985,-2.34623,sky
124,113,9,0,0,0.388889,0.389682,0.277778,0.327731,0.962963,0,2.77778,0.111111,-2.88889,5.44444,-2.55556,2.77778,1,-2.12325,foliage
116,54,9,0,0,0.611112,0.443054,1.72222,0.928958,108.852,96.7778,126.111,103.667,-36.2222,51.7778,-15.5556,126.111,0.232219,-2.33633,sky
106,193,9,0,0,1.05556,0.952579,0.888889,0.620633,14.4444,11.6667,12.5556,19.1111,-8.33333,-5.66667,14,19.1111,0.388863,2.21005,grass
183,153,9,0,0,5,12.2667,3,6.88889,28,21.3333,38.7778,23.8889,-20,32.3333,-12.3333,38.7778,0.447745,-2.24274,cement
204,116,9,0,0,1.05556,1.26296,1.05556,1.44074,2.18519,0.333333,5.11111,1.11111,-5.55556,8.77778,-3.22222,5.11111,0.96142,-2.24908,foliage
75,59,9,0,0,1.05556,0.774073,2.94444,2.55185,25.0741,22.3333,34.3333,18.5556,-8.22222,27.7778,-19.5556,34.3333,0.459427,-1.83633,brickface
155,80,9,0,0,0.999999,0.177779,1.44445,0.696294,96.3333,82.4444,119.333,87.2222,-41.6667,69,-27.3333,119.333,0.309059,-2.22871,sky
188,133,9,0,0,0.333333,0.266667,0.5,0.0777777,6.66667,8.33333,7.77778,3.88889,5,3.33333,-8.33333,8.44444,0.53858,-0.924817,brickface
75,240,9,0,0,2.44444,1.95126,2.11111,1.36083,21.1481,17,17.8889,28.5556,-12.4444,-9.77778,22.2222,28.5556,0.417218,2.17552,grass
97,63,9,0,0,0.722221,0.443052,0.333332,0.210818,108.926,96.2222,126.111,104.444,-38.1111,51.5556,-13.4444,126.111,0.23689,-2.38244,sky
168,184,9,0,0,4.66667,1.52023,5.83333,1.81046,48.2593,43.8889,58.6667,42.2222,-13.1111,31.2222,-18.1111,58.6667,0.278195,-1.98678,path
219,176,9,0,0.111111,2.11111,1.85792,5.11111,2.84149,60.2963,53.3333,75.6667,51.8889,-20.8889,46.1111,-25.2222,75.6667,0.314462,-2.03065,path
18,142,9,0,0,0.777778,0.651852,0.277778,0.151852,0.555556,0.111111,1.33333,0.222222,-1.33333,2.33333,-1,1.33333,0.416667,-2.15956,foliage
115,202,9,0.111111,0,1.61111,0.24074,2.38889,2.5963,15.1481,11.6667,14,19.7778,-10.4444,-3.44444,13.8889,19.7778,0.409932,2.40114,grass
2,88,9,0,0,3.61111,7.21852,2.5,5.85556,7.77778,3.55556,13.3333,6.44444,-12.6667,16.6667,-4,13.3333,0.754703,-2.39449,foliage
18,138,9,0,0,0.888889,0.562963,0.833333,0.3,5.74074,7.33333,6.55556,3.33333,4.77778,2.44444,-7.22222,7.33333,0.543871,-0.862108,brickface
53,78,9,0.111111,0,1.22223,1.0256,2.66667,2.29008,106.852,93.2222,125.667,101.667,-40.8889,56.4444,-15.5556,125.667,0.258182,-2.36808,sky
231,198,9,0.111111,0,1,0.133333,1.11111,1.22963,15.8148,12.4444,14.2222,20.7778,-10.1111,-4.77778,14.8889,20.7778,0.400903,2.32489,grass
107,21,9,0,0,0.666662,0.516398,1.16667,0.408248,126.778,115.778,141.889,122.667,-33,45.3333,-12.3333,141.889,0.184022,-2.37037,sky
139,115,9,0.111111,0,2.11111,0.958392,0.722221,0.646929,46.7407,42.4444,56.3333,41.4444,-12.8889,28.7778,-15.8889,56.3333,0.264115,-2.02113,cement
215,84,9,0,0,0.333333,0.298143,0.388889,0.327731,17.1111,13,24.7778,13.5556,-12.3333,23,-10.6667,24.7778,0.475,-2.1439,window
121,134,9,0,0,0.222222,0.0296296,0.833333,0.0777779,1.66667,0.666667,4,0.333333,-3,7,-4,4,0.937037,-2.01314,window
103,237,9,0,0,1,0.444444,0.555555,0.474074,8,6.55556,5.66667,11.7778,-4.33333,-7,11.3333,11.7778,0.522999,1.9465,grass
23,113,9,0,0,0.611111,0.285185,0.666667,0.488889,1.40741,0.111111,3.44444,0.666667,-3.88889,6.11111,-2.22222,3.44444,0.981482,-2.23756,foliage
237,191,9,0,0,1,0.311111,1.5,1.01111,7.33333,5.33333,5.44444,11.2222,-6,-5.66667,11.6667,11.2222,0.53582,2.12242,grass
2,89,9,0,0,1.22222,1.76296,2.55556,3.4963,18.963,18.7778,23.8889,14.2222,-0.555556,14.7778,-14.2222,23.8889,0.402507,-1.54421,brickface
112,120,9,0.111111,0,1.33333,1.03279,2.22222,1.70837,21.5556,17.5556,28.6667,18.4444,-12,21.3333,-9.33333,28.6667,0.38675,-2.17742,window
114,129,9,0.111111,0,2.05556,1.14342,0.777776,0.886107,62.4074,54.2222,78,55,-24.5556,46.7778,-22.2222,78,0.30598,-2.12699,cement
145,90,9,0,0,1,0.577778,2,0.399999,24.8519,23.6667,32.2222,18.6667,-3.55556,22.1111,-18.5556,32.2222,0.420598,-1.70594,brickface
7,18,9,0,0,1.27778,0.729626,0.944445,0.374079,138.63,133.333,147.556,135,-15.8889,26.7778,-10.8889,147.556,0.0963522,-2.21461,sky
116,211,9,0,0,1.72222,1.12963,1.61111,1.70741,13.7407,11.1111,12.3333,17.7778,-7.88889,-4.22222,12.1111,17.7778,0.375346,2.29204,grass
217,145,9,0,0,0.555556,0.162963,0.722222,0.062963,5.2963,6.33333,6.55556,3,3.11111,3.77778,-6.88889,7,0.564153,-1.06897,brickface
10,223,9,0.111111,0,1.5,1.06979,3.55556,2.94895,15.037,13.7778,12.8889,18.4444,-3.77778,-6.44444,10.2222,18.4444,0.330665,1.91095,grass
138,133,9,0,0,0.666667,0.444444,1.16667,0.211111,6.44444,7.77778,7.88889,3.66667,4,4.33333,-8.33333,8.22222,0.558201,-1.07766,brickface
33,142,9,0,0,0.111111,0.0296296,0.111111,0.0296296,0.037037,0,0.111111,0,-0.111111,0.222222,-0.111111,0.111111,0.111111,-2.0944,foliage
58,122,9,0,0,2.05556,2.21527,6.11111,3.01601,34.1852,29.2222,44.3333,29,-14.8889,30.4444,-15.5556,44.3333,0.349652,-2.07484,cement
236,38,9,0.111111,0,1.33333,1.49071,2.94444,2.29411,14.4444,10.1111,22,11.2222,-13,22.6667,-9.66667,22,0.547232,-2.1931,window
20,137,9,0,0,0.111111,0.0296296,0.277778,0.0185185,0.222222,0,0.666667,0,-0.666667,1.33333,-0.666667,0.666667,0.666667,-2.0944,foliage
27,62,9,0,0,1.11111,0.562964,1.66667,1.33334,125.333,115.778,139.444,120.778,-28.6667,42.3333,-13.6667,139.444,0.169635,-2.31423,sky
96,135,9,0,0,0.388889,0.0629629,0.166667,0.0333333,1.92593,1,4.44444,0.333333,-2.77778,7.55556,-4.77778,4.44444,0.927778,-1.93133,window
68,157,9,0,0,5.83333,14.3444,1.38889,1.66296,21.4444,16.8889,30,17.4444,-13.6667,25.6667,-12,30,0.438882,-2.1343,cement
80,77,9,0,0,1.38889,1.06284,0.666667,0.557774,59.1111,51.1111,74,52.2222,-24,44.6667,-20.6667,74,0.31069,-2.14305,cement
77,177,9,0,0,1.33333,1.33333,2.16667,1.97484,48.4074,44.2222,59.3333,41.6667,-12.5556,32.7778,-20.2222,59.3333,0.297431,-1.94042,path
152,155,9,0,0,0.5,0.611111,10.7778,131.807,7.2963,5.33333,11,5.55556,-5.88889,11.1111,-5.22222,11,0.5,-2.11557,window
220,149,9,0,0,0.111111,0.172133,0.111111,0.172133,0.037037,0,0.111111,0,-0.111111,0.222222,-0.111111,0.111111,0.111111,-2.0944,window
55,80,9,0.111111,0,1.83333,4.3,1.83333,1.1,7.07407,2.88889,12.4444,5.88889,-12.5556,16.1111,-3.55556,12.4444,0.775282,-2.41752,foliage
110,174,9,0,0,0.388889,0.0629629,1.72222,0.151852,13.4815,10.8889,12.5556,17,-7.77778,-2.77778,10.5556,17,0.359296,2.37785,grass
19,55,9,0,0,1.44444,2.82963,1.27778,0.862964,21.037,20.5556,26.6667,15.8889,-1.44444,16.8889,-15.4444,26.6667,0.404791,-1.63442,brickface
123,194,9,0,0,2.55556,1.78471,9.11111,7.71338,60.8148,54.3333,74.8889,53.2222,-19.4444,42.2222,-22.7778,74.8889,0.292382,-2.03361,path
161,136,9,0,0,0.611111,0.196296,0.444444,0.074074,5.62963,7.11111,6.44444,3.33333,4.44444,2.44444,-6.88889,7.22222,0.535714,-0.896533,brickface
217,23,9,0,0,1.05555,0.611616,1.16667,0.547723,124.444,111.889,141.667,119.778,-37.6667,51.6667,-14,141.667,0.210162,-2.37055,sky
73,31,9,0,0,0.555556,0.45542,0.888889,0.344265,126.852,115.556,143.111,121.889,-33.8889,48.7778,-14.8889,143.111,0.192456,-2.33483,sky
24,215,9,0.222222,0,0.833333,0.809664,2.55556,1.25904,18.0741,14.2222,15.4444,24.5556,-11.5556,-7.88889,19.4444,24.5556,0.425213,2.22401,grass
221,35,9,0,0,0.666667,0.133333,0.944447,0.107407,98.7407,83.3333,122.556,90.3333,-46.2222,71.4444,-25.2222,122.556,0.320015,-2.28084,sky
102,158,9,0.222222,0,2.27778,2.12307,1.83333,1.04881,39.3333,35.5556,47.4444,35,-11.3333,24.3333,-13,47.4444,0.264152,-2.04917,cement
152,18,9,0,0,0.777777,0.455422,0.555557,0.272164,112.111,97.2222,130.444,108.667,-44.6667,55,-10.3333,130.444,0.254668,-2.45498,sky
157,85,9,0,0,1.22222,1.24127,0.222222,0.172133,18.9259,14.5556,26.8889,15.3333,-13.1111,23.8889,-10.7778,26.8889,0.459024,-2.16091,window
52,89,9,0,0,5.22222,2.72166,0.722223,0.490653,28.9259,25.2222,36.8889,24.6667,-11.1111,23.8889,-12.7778,36.8889,0.331128,-2.04846,cement
150,158,9,0,0,2.16667,1.63333,1.38889,0.418518,8.44444,7,12.2222,6.11111,-4.33333,11.3333,-7,12.2222,0.503086,-1.94345,cement
95,57,9,0,0,1.83333,3.41111,2.11111,1.71852,26.2963,24.6667,34.4444,19.7778,-4.88889,24.4444,-19.5556,34.4444,0.425691,-1.73902,brickface
80,40,9,0,0,0.611111,0.574132,0.722223,0.772203,110.704,96.2222,129,106.889,-43.4444,54.8889,-11.4444,129,0.254051,-2.43469,sky
202,182,9,0,0,2.55555,1.85792,3,2.0548,55.0741,49.5556,68.1111,47.5556,-16.5556,39.1111,-22.5556,68.1111,0.301601,-1.98922,path
228,90,9,0,0,1.83333,2.20857,2.22222,2.46456,16.8519,12.8889,24.4444,13.2222,-11.8889,22.7778,-10.8889,24.4444,0.475549,-2.12273,window
21,53,9,0,0,0.888889,0.518518,1.16667,0.433333,21.5556,20.8889,27.4444,16.3333,-2,17.6667,-15.6667,27.4444,0.404138,-1.66218,brickface
117,224,9,0,0,3.05556,2.55966,3.05556,3.02153,20.2593,15.4444,17.7778,27.5556,-14.4444,-7.44444,21.8889,27.5556,0.441516,2.30415,grass
63,201,9,0,0,1.44444,0.918519,0.944444,0.551852,7.77778,6.22222,5.55556,11.5556,-4.66667,-6.66667,11.3333,11.5556,0.543201,1.98299,grass
248,160,9,0,0,3,8.8889,2.16667,3.76667,43.9259,37.1111,57.1111,37.5556,-20.4444,39.5556,-19.1111,57.1111,0.354037,-2.11379,path
68,109,9,0,0,1.5,3.23333,1.11111,1.8963,1.96296,0.333333,4.77778,0.777778,-4.88889,8.44444,-3.55556,4.77778,0.969136,-2.14653,foliage
68,122,9,0,0,2.77778,2.02941,1.55556,1.99629,20.1481,14.2222,31.1111,15.1111,-17.7778,32.8889,-15.1111,31.1111,0.54583,-2.06017,foliage
247,115,9,0,0,3.55556,1.80944,1.38889,1.30668,28.8519,24.8889,36.7778,24.8889,-11.8889,23.7778,-11.8889,36.7778,0.331663,-2.09439,cement
6,95,9,0,0,0.777778,0.607408,0.388889,0.062963,20.1852,15.5556,28.7778,16.2222,-13.8889,25.7778,-11.8889,28.7778,0.459469,-2.14619,window
245,47,9,0,0,0.833331,0.122223,0.999997,0.488888,134.778,127.444,145.778,131.111,-22,33,-11,145.778,0.125709,-2.30244,sky
191,101,9,0,0,1.11111,0.779363,1.11111,1.18634,45.037,39,57.1111,39,-18.1111,36.2222,-18.1111,57.1111,0.322733,-2.0943,cement
