i1 i2 !classical !jazz !rock !blues !metal !pop
2.4659 786.66 0.0 0.0 0.0 0.0 0.0 1.0 
2.4937 1293.9 0.0 0.0 0.0 1.0 0.0 0.0 
2.1211 748.56 1.0 0.0 0.0 0.0 0.0 0.0 
2.5631 766.68 0.0 0.0 1.0 0.0 0.0 0.0 
2.201 717.83 1.0 0.0 0.0 0.0 0.0 0.0 
2.4948 407.14 0.0 0.0 0.0 0.0 0.0 1.0 
2.7969 1117.8 0.0 0.0 0.0 1.0 0.0 0.0 
2.4131 1043.6 0.0 0.0 0.0 0.0 0.0 1.0 
2.4381 656.68 0.0 1.0 0.0 0.0 0.0 0.0 
2.2075 781.26 0.0 0.0 0.0 0.0 0.0 1.0 
2.4495 992.89 0.0 0.0 1.0 0.0 0.0 0.0 
2.2145 861.65 0.0 0.0 0.0 1.0 0.0 0.0 
2.0296 637.83 1.0 0.0 0.0 0.0 0.0 0.0 
2.2728 499.54 0.0 1.0 0.0 0.0 0.0 0.0 
2.6553 491.77 1.0 0.0 0.0 0.0 0.0 0.0 
2.7909 749.4 0.0 1.0 0.0 0.0 0.0 0.0 
2.5277 934.51 0.0 0.0 1.0 0.0 0.0 0.0 
2.6004 723.34 0.0 1.0 0.0 0.0 0.0 0.0 
2.8225 507.97 1.0 0.0 0.0 0.0 0.0 0.0 
2.4726 1390.9 0.0 0.0 0.0 1.0 0.0 0.0 
2.8823 1146.8 0.0 1.0 0.0 0.0 0.0 0.0 
2.6504 389.69 0.0 0.0 1.0 0.0 0.0 0.0 
2.1103 860.2 0.0 1.0 0.0 0.0 0.0 0.0 
2.605 1093.8 0.0 0.0 0.0 0.0 0.0 1.0 
2.516 621.87 0.0 0.0 1.0 0.0 0.0 0.0 
2.5161 651.05 0.0 0.0 0.0 0.0 1.0 0.0 
2.3111 933.81 0.0 0.0 0.0 0.0 0.0 1.0 
2.5918 603.95 0.0 1.0 0.0 0.0 0.0 0.0 
2.4133 285.94 0.0 1.0 0.0 0.0 0.0 0.0 
2.4832 690.34 0.0 0.0 1.0 0.0 0.0 0.0 
2.4044 789.18 1.0 0.0 0.0 0.0 0.0 0.0 
2.5818 567.16 0.0 1.0 0.0 0.0 0.0 0.0 
2.3928 504.54 0.0 1.0 0.0 0.0 0.0 0.0 
2.4513 1477.8 0.0 0.0 1.0 0.0 0.0 0.0 
2.0965 897.36 1.0 0.0 0.0 0.0 0.0 0.0 
2.524 954.24 0.0 0.0 0.0 0.0 0.0 1.0 
1.5982 708.73 1.0 0.0 0.0 0.0 0.0 0.0 
2.4457 1316.4 0.0 0.0 0.0 0.0 0.0 1.0 
2.6362 879.7 0.0 1.0 0.0 0.0 0.0 0.0 
2.4523 977.37 0.0 0.0 0.0 0.0 1.0 0.0 
2.5765 1543.0 0.0 0.0 0.0 1.0 0.0 0.0 
2.5811 632.69 0.0 1.0 0.0 0.0 0.0 0.0 
2.5176 343.34 0.0 0.0 0.0 1.0 0.0 0.0 
2.1726 497.47 1.0 0.0 0.0 0.0 0.0 0.0 
2.4804 728.06 0.0 0.0 0.0 0.0 0.0 1.0 
2.6559 744.18 1.0 0.0 0.0 0.0 0.0 0.0 
2.4681 1012.5 0.0 0.0 0.0 0.0 1.0 0.0 
2.5271 1016.3 0.0 0.0 1.0 0.0 0.0 0.0 
2.453 1011.8 0.0 0.0 0.0 0.0 0.0 1.0 
2.5499 1801.0 0.0 0.0 0.0 1.0 0.0 0.0 
2.5438 418.93 0.0 1.0 0.0 0.0 0.0 0.0 
2.3099 1276.4 0.0 0.0 0.0 1.0 0.0 0.0 
2.7189 689.89 1.0 0.0 0.0 0.0 0.0 0.0 
2.4428 783.08 0.0 0.0 0.0 0.0 1.0 0.0 
1.5155 646.39 0.0 1.0 0.0 0.0 0.0 0.0 
2.5138 1891.0 0.0 0.0 0.0 1.0 0.0 0.0 
2.5212 1467.0 0.0 0.0 0.0 0.0 0.0 1.0 
2.4409 521.28 1.0 0.0 0.0 0.0 0.0 0.0 
2.3323 696.85 1.0 0.0 0.0 0.0 0.0 0.0 
2.6629 286.78 0.0 1.0 0.0 0.0 0.0 0.0 
2.3521 670.44 1.0 0.0 0.0 0.0 0.0 0.0 
2.537 983.87 0.0 0.0 0.0 0.0 1.0 0.0 
2.4747 679.09 0.0 0.0 1.0 0.0 0.0 0.0 
2.4314 662.76 0.0 0.0 0.0 0.0 0.0 1.0 
2.5645 560.97 0.0 0.0 0.0 0.0 1.0 0.0 
2.0828 360.71 1.0 0.0 0.0 0.0 0.0 0.0 
2.5174 978.5 0.0 0.0 1.0 0.0 0.0 0.0 
2.8585 710.0 1.0 0.0 0.0 0.0 0.0 0.0 
2.7042 757.03 1.0 0.0 0.0 0.0 0.0 0.0 
2.5023 1518.9 0.0 0.0 0.0 0.0 0.0 1.0 
2.4135 316.04 0.0 1.0 0.0 0.0 0.0 0.0 
2.4743 694.6 0.0 0.0 0.0 1.0 0.0 0.0 
2.0326 348.83 1.0 0.0 0.0 0.0 0.0 0.0 
1.9361 498.97 1.0 0.0 0.0 0.0 0.0 0.0 
2.4596 662.04 1.0 0.0 0.0 0.0 0.0 0.0 
2.4259 736.53 1.0 0.0 0.0 0.0 0.0 0.0 
2.3114 1499.4 1.0 0.0 0.0 0.0 0.0 0.0 
2.4121 526.69 1.0 0.0 0.0 0.0 0.0 0.0 
2.7194 1087.1 1.0 0.0 0.0 0.0 0.0 0.0 
2.7799 983.99 1.0 0.0 0.0 0.0 0.0 0.0 
2.4256 897.4 0.0 1.0 0.0 0.0 0.0 0.0 
2.6042 2230.2 0.0 0.0 0.0 0.0 1.0 0.0 
2.7958 747.99 0.0 0.0 0.0 0.0 0.0 1.0 
2.6284 428.63 0.0 0.0 1.0 0.0 0.0 0.0 
2.464 789.35 0.0 0.0 0.0 0.0 0.0 1.0 
2.6012 491.37 0.0 1.0 0.0 0.0 0.0 0.0 
2.5308 914.48 0.0 0.0 0.0 0.0 0.0 1.0 
2.5435 677.85 1.0 0.0 0.0 0.0 0.0 0.0 
2.4401 1019.7 0.0 0.0 0.0 0.0 1.0 0.0 
2.6032 658.35 0.0 0.0 0.0 1.0 0.0 0.0 
2.2903 695.94 0.0 1.0 0.0 0.0 0.0 0.0 
2.543 1291.2 0.0 0.0 0.0 0.0 0.0 1.0 
2.3495 735.53 0.0 1.0 0.0 0.0 0.0 0.0 
2.4741 316.23 0.0 0.0 0.0 1.0 0.0 0.0 
2.9482 590.34 1.0 0.0 0.0 0.0 0.0 0.0 
2.617 384.13 0.0 1.0 0.0 0.0 0.0 0.0 
2.7951 353.81 1.0 0.0 0.0 0.0 0.0 0.0 
2.5488 379.76 1.0 0.0 0.0 0.0 0.0 0.0 
2.8718 668.57 0.0 1.0 0.0 0.0 0.0 0.0 
2.5706 415.81 1.0 0.0 0.0 0.0 0.0 0.0 
2.7334 607.96 0.0 1.0 0.0 0.0 0.0 0.0 
2.4763 574.75 0.0 1.0 0.0 0.0 0.0 0.0 
2.4895 1037.5 0.0 0.0 1.0 0.0 0.0 0.0 
2.2565 821.79 0.0 0.0 0.0 0.0 0.0 1.0 
2.5087 511.19 0.0 0.0 0.0 1.0 0.0 0.0 
2.557 646.57 0.0 0.0 1.0 0.0 0.0 0.0 
2.6158 1083.2 0.0 1.0 0.0 0.0 0.0 0.0 
2.5398 1193.3 0.0 0.0 0.0 0.0 1.0 0.0 
2.2057 1431.9 0.0 0.0 1.0 0.0 0.0 0.0 
2.4813 432.75 0.0 1.0 0.0 0.0 0.0 0.0 
2.4973 842.7 1.0 0.0 0.0 0.0 0.0 0.0 
3.0624 297.63 0.0 1.0 0.0 0.0 0.0 0.0 
2.5114 1484.5 0.0 1.0 0.0 0.0 0.0 0.0 
2.3226 760.04 0.0 0.0 0.0 1.0 0.0 0.0 
2.4351 491.59 0.0 1.0 0.0 0.0 0.0 0.0 
2.5159 782.38 0.0 1.0 0.0 0.0 0.0 0.0 
2.8683 587.11 1.0 0.0 0.0 0.0 0.0 0.0 
2.3575 559.5 1.0 0.0 0.0 0.0 0.0 0.0 
2.5247 317.52 0.0 1.0 0.0 0.0 0.0 0.0 
2.481 1080.0 0.0 0.0 1.0 0.0 0.0 0.0 
2.4951 1062.9 0.0 0.0 1.0 0.0 0.0 0.0 
2.6595 582.09 0.0 1.0 0.0 0.0 0.0 0.0 
2.6657 543.32 1.0 0.0 0.0 0.0 0.0 0.0 
2.5781 681.48 1.0 0.0 0.0 0.0 0.0 0.0 
2.5137 1359.0 0.0 0.0 0.0 1.0 0.0 0.0 
2.3002 1773.5 1.0 0.0 0.0 0.0 0.0 0.0 
3.28 678.96 1.0 0.0 0.0 0.0 0.0 0.0 
2.3567 553.22 0.0 1.0 0.0 0.0 0.0 0.0 
3.0816 638.54 1.0 0.0 0.0 0.0 0.0 0.0 
2.5929 578.96 1.0 0.0 0.0 0.0 0.0 0.0 
1.8581 980.16 1.0 0.0 0.0 0.0 0.0 0.0 
2.3138 556.56 1.0 0.0 0.0 0.0 0.0 0.0 
2.5116 724.06 0.0 1.0 0.0 0.0 0.0 0.0 
2.6635 1556.0 0.0 1.0 0.0 0.0 0.0 0.0 
2.3725 1051.9 1.0 0.0 0.0 0.0 0.0 0.0 
2.5676 1028.0 0.0 0.0 1.0 0.0 0.0 0.0 
2.6053 603.83 1.0 0.0 0.0 0.0 0.0 0.0 
2.4752 601.23 0.0 0.0 0.0 1.0 0.0 0.0 
2.6091 565.09 0.0 0.0 0.0 0.0 0.0 1.0 
2.1693 811.79 1.0 0.0 0.0 0.0 0.0 0.0 
2.5495 1004.1 0.0 0.0 1.0 0.0 0.0 0.0 
2.8514 508.91 1.0 0.0 0.0 0.0 0.0 0.0 
2.5821 475.54 0.0 0.0 0.0 1.0 0.0 0.0 
2.4219 540.4 1.0 0.0 0.0 0.0 0.0 0.0 
2.467 559.21 0.0 0.0 1.0 0.0 0.0 0.0 
2.5098 673.99 1.0 0.0 0.0 0.0 0.0 0.0 
2.5375 761.35 0.0 1.0 0.0 0.0 0.0 0.0 
2.4962 352.68 0.0 0.0 0.0 0.0 0.0 1.0 
2.5262 370.88 0.0 0.0 1.0 0.0 0.0 0.0 
1.7279 272.3 1.0 0.0 0.0 0.0 0.0 0.0 
2.649 479.49 1.0 0.0 0.0 0.0 0.0 0.0 
2.1499 346.2 0.0 1.0 0.0 0.0 0.0 0.0 
2.3421 987.68 0.0 0.0 0.0 1.0 0.0 0.0 
2.4101 1005.7 0.0 0.0 0.0 1.0 0.0 0.0 
2.6762 740.04 0.0 0.0 0.0 0.0 0.0 1.0 
2.5335 964.03 0.0 0.0 0.0 1.0 0.0 0.0 
2.3332 896.26 0.0 1.0 0.0 0.0 0.0 0.0 
2.4394 574.04 0.0 1.0 0.0 0.0 0.0 0.0 
2.4604 717.15 0.0 1.0 0.0 0.0 0.0 0.0 
2.5092 936.25 0.0 0.0 0.0 1.0 0.0 0.0 
2.4025 758.56 0.0 1.0 0.0 0.0 0.0 0.0 
2.5842 745.55 0.0 0.0 0.0 0.0 1.0 0.0 
2.3843 978.16 0.0 0.0 0.0 0.0 0.0 1.0 
3.0868 662.26 1.0 0.0 0.0 0.0 0.0 0.0 
2.3098 783.27 1.0 0.0 0.0 0.0 0.0 0.0 
2.4572 746.94 1.0 0.0 0.0 0.0 0.0 0.0 
2.0063 944.69 1.0 0.0 0.0 0.0 0.0 0.0 
2.8774 667.9 1.0 0.0 0.0 0.0 0.0 0.0 
2.4425 573.19 0.0 1.0 0.0 0.0 0.0 0.0 
2.5214 909.24 0.0 0.0 0.0 0.0 1.0 0.0 
2.4834 1248.7 0.0 0.0 1.0 0.0 0.0 0.0 
2.5402 1084.9 0.0 0.0 0.0 1.0 0.0 0.0 
1.6351 552.84 1.0 0.0 0.0 0.0 0.0 0.0 
2.5265 627.55 0.0 0.0 1.0 0.0 0.0 0.0 
3.3295 708.87 1.0 0.0 0.0 0.0 0.0 0.0 
2.5181 594.35 0.0 0.0 1.0 0.0 0.0 0.0 
2.5218 658.57 0.0 0.0 0.0 0.0 0.0 1.0 
2.7738 841.95 0.0 0.0 0.0 1.0 0.0 0.0 
1.9407 602.23 1.0 0.0 0.0 0.0 0.0 0.0 
2.4932 752.09 1.0 0.0 0.0 0.0 0.0 0.0 
2.5297 986.82 0.0 0.0 0.0 1.0 0.0 0.0 
2.5106 1162.9 1.0 0.0 0.0 0.0 0.0 0.0 
2.4426 872.45 1.0 0.0 0.0 0.0 0.0 0.0 
2.3115 494.94 0.0 1.0 0.0 0.0 0.0 0.0 
2.4183 820.35 0.0 0.0 0.0 1.0 0.0 0.0 
2.4097 956.76 0.0 0.0 0.0 0.0 1.0 0.0 
2.646 768.92 0.0 1.0 0.0 0.0 0.0 0.0 
2.1384 125.31 0.0 1.0 0.0 0.0 0.0 0.0 
2.5167 746.29 0.0 0.0 1.0 0.0 0.0 0.0 
2.4142 627.36 0.0 0.0 0.0 0.0 0.0 1.0 
2.5321 862.62 0.0 0.0 1.0 0.0 0.0 0.0 
2.5981 688.24 0.0 0.0 0.0 0.0 0.0 1.0 
2.2818 1473.2 0.0 0.0 0.0 0.0 0.0 1.0 
2.5287 1149.3 0.0 0.0 1.0 0.0 0.0 0.0 
2.4713 662.23 0.0 0.0 0.0 0.0 0.0 1.0 
2.5023 790.83 0.0 0.0 0.0 1.0 0.0 0.0 
2.1393 371.58 0.0 1.0 0.0 0.0 0.0 0.0 
2.1597 609.3 0.0 1.0 0.0 0.0 0.0 0.0 
2.4946 797.48 0.0 0.0 0.0 0.0 0.0 1.0 
2.3621 515.81 0.0 1.0 0.0 0.0 0.0 0.0 
2.4942 1144.0 0.0 0.0 1.0 0.0 0.0 0.0 
1.1025 331.27 1.0 0.0 0.0 0.0 0.0 0.0 
2.2532 575.25 1.0 0.0 0.0 0.0 0.0 0.0 
2.6857 332.07 0.0 0.0 0.0 0.0 0.0 1.0 
2.5604 629.22 0.0 0.0 1.0 0.0 0.0 0.0 
2.3042 369.91 0.0 1.0 0.0 0.0 0.0 0.0 
2.6343 448.87 1.0 0.0 0.0 0.0 0.0 0.0 
2.4231 583.93 0.0 0.0 0.0 0.0 0.0 1.0 
2.3044 547.06 0.0 0.0 0.0 1.0 0.0 0.0 
2.4483 676.71 0.0 0.0 0.0 0.0 0.0 1.0 
2.4262 826.88 0.0 0.0 1.0 0.0 0.0 0.0 
2.0752 1009.4 0.0 0.0 0.0 0.0 0.0 1.0 
2.5324 905.29 0.0 0.0 1.0 0.0 0.0 0.0 
2.0829 725.93 0.0 1.0 0.0 0.0 0.0 0.0 
2.3222 953.93 0.0 0.0 0.0 0.0 0.0 1.0 
2.59 463.24 0.0 0.0 1.0 0.0 0.0 0.0 
2.4986 904.51 0.0 0.0 0.0 0.0 0.0 1.0 
2.3191 1502.3 0.0 0.0 0.0 0.0 0.0 1.0 
2.5385 928.99 0.0 0.0 0.0 1.0 0.0 0.0 
2.5374 651.8 0.0 0.0 0.0 0.0 1.0 0.0 
2.4611 865.41 0.0 0.0 1.0 0.0 0.0 0.0 
2.4349 589.53 0.0 0.0 0.0 0.0 0.0 1.0 
2.4529 714.26 0.0 0.0 0.0 0.0 0.0 1.0 
2.4971 1167.6 0.0 0.0 1.0 0.0 0.0 0.0 
1.9287 725.72 0.0 1.0 0.0 0.0 0.0 0.0 
2.7332 929.29 0.0 0.0 0.0 1.0 0.0 0.0 
2.57 750.17 0.0 0.0 0.0 0.0 1.0 0.0 
1.6602 719.25 1.0 0.0 0.0 0.0 0.0 0.0 
2.3721 915.05 0.0 0.0 0.0 0.0 1.0 0.0 
2.1547 269.48 0.0 0.0 0.0 0.0 1.0 0.0 
2.5095 790.21 0.0 0.0 0.0 1.0 0.0 0.0 
2.6007 671.11 1.0 0.0 0.0 0.0 0.0 0.0 
2.578 339.14 0.0 1.0 0.0 0.0 0.0 0.0 
2.4724 395.7 0.0 1.0 0.0 0.0 0.0 0.0 
2.4575 893.31 0.0 0.0 1.0 0.0 0.0 0.0 
2.6815 532.76 1.0 0.0 0.0 0.0 0.0 0.0 
2.4484 728.89 0.0 0.0 1.0 0.0 0.0 0.0 
2.587 1229.9 0.0 0.0 0.0 1.0 0.0 0.0 
2.4074 189.37 0.0 0.0 0.0 0.0 1.0 0.0 
3.0972 666.52 1.0 0.0 0.0 0.0 0.0 0.0 
2.2258 428.05 1.0 0.0 0.0 0.0 0.0 0.0 
3.4144 459.97 1.0 0.0 0.0 0.0 0.0 0.0 
1.6005 490.67 1.0 0.0 0.0 0.0 0.0 0.0 
2.6216 271.36 0.0 0.0 0.0 0.0 0.0 1.0 
2.4811 961.77 0.0 0.0 0.0 0.0 1.0 0.0 
2.5234 1159.0 0.0 0.0 0.0 1.0 0.0 0.0 
2.4496 352.8 0.0 1.0 0.0 0.0 0.0 0.0 
2.8512 512.9 0.0 0.0 0.0 0.0 0.0 1.0 
2.5181 248.71 0.0 1.0 0.0 0.0 0.0 0.0 
2.5609 554.54 0.0 0.0 1.0 0.0 0.0 0.0 
2.5346 513.96 0.0 1.0 0.0 0.0 0.0 0.0 
2.1742 736.26 0.0 0.0 1.0 0.0 0.0 0.0 
2.2606 873.21 0.0 1.0 0.0 0.0 0.0 0.0 
2.4886 1060.2 0.0 0.0 0.0 1.0 0.0 0.0 
2.505 873.58 0.0 0.0 0.0 1.0 0.0 0.0 
2.424 976.69 0.0 0.0 0.0 0.0 0.0 1.0 
2.8198 561.75 1.0 0.0 0.0 0.0 0.0 0.0 
2.3808 457.79 1.0 0.0 0.0 0.0 0.0 0.0 
2.5218 1028.5 0.0 0.0 1.0 0.0 0.0 0.0 
1.3629 472.77 1.0 0.0 0.0 0.0 0.0 0.0 
2.4585 1508.8 0.0 0.0 0.0 1.0 0.0 0.0 
2.5106 433.88 0.0 1.0 0.0 0.0 0.0 0.0 
2.4772 1278.2 0.0 0.0 0.0 1.0 0.0 0.0 
2.5104 1114.5 0.0 0.0 0.0 0.0 1.0 0.0 
2.5462 1335.4 0.0 0.0 0.0 0.0 0.0 1.0 
2.4973 825.04 0.0 0.0 0.0 1.0 0.0 0.0 
2.4243 360.8 0.0 0.0 0.0 1.0 0.0 0.0 
2.2919 400.26 0.0 0.0 0.0 0.0 0.0 1.0 
2.5273 1438.3 0.0 0.0 0.0 1.0 0.0 0.0 
2.5735 1041.4 0.0 1.0 0.0 0.0 0.0 0.0 
2.5574 853.51 0.0 0.0 0.0 1.0 0.0 0.0 
2.3841 412.96 1.0 0.0 0.0 0.0 0.0 0.0 
2.7624 2622.2 0.0 0.0 0.0 0.0 0.0 1.0 
2.4793 1290.6 0.0 0.0 1.0 0.0 0.0 0.0 
2.6032 442.62 0.0 1.0 0.0 0.0 0.0 0.0 
2.5753 538.69 0.0 0.0 0.0 1.0 0.0 0.0 
2.447 355.3 0.0 0.0 0.0 1.0 0.0 0.0 
2.463 688.06 0.0 0.0 0.0 0.0 1.0 0.0 
2.7696 865.32 1.0 0.0 0.0 0.0 0.0 0.0 
2.7183 567.84 1.0 0.0 0.0 0.0 0.0 0.0 
2.3093 927.29 0.0 0.0 0.0 1.0 0.0 0.0 
2.4884 723.47 0.0 0.0 1.0 0.0 0.0 0.0 
2.4051 489.07 0.0 1.0 0.0 0.0 0.0 0.0 
2.5008 767.81 1.0 0.0 0.0 0.0 0.0 0.0 
2.4513 508.4 0.0 0.0 0.0 1.0 0.0 0.0 
2.69 904.13 1.0 0.0 0.0 0.0 0.0 0.0 
2.3015 1714.7 0.0 0.0 0.0 0.0 0.0 1.0 
2.7767 661.31 1.0 0.0 0.0 0.0 0.0 0.0 
2.5489 847.6 0.0 0.0 1.0 0.0 0.0 0.0 
2.5009 1227.5 0.0 0.0 0.0 1.0 0.0 0.0 
2.5494 903.86 0.0 1.0 0.0 0.0 0.0 0.0 
3.3807 622.87 0.0 0.0 0.0 0.0 0.0 1.0 
2.3608 698.94 1.0 0.0 0.0 0.0 0.0 0.0 
2.535 474.22 0.0 1.0 0.0 0.0 0.0 0.0 
2.5376 377.05 0.0 0.0 0.0 1.0 0.0 0.0 
2.4871 790.04 0.0 0.0 0.0 0.0 0.0 1.0 
2.4475 1229.9 0.0 0.0 1.0 0.0 0.0 0.0 
2.9151 938.07 0.0 0.0 0.0 0.0 0.0 1.0 
2.431 955.71 0.0 0.0 1.0 0.0 0.0 0.0 
2.9521 463.94 1.0 0.0 0.0 0.0 0.0 0.0 
2.4113 847.62 1.0 0.0 0.0 0.0 0.0 0.0 
2.4064 1723.0 0.0 0.0 1.0 0.0 0.0 0.0 
2.5824 347.01 1.0 0.0 0.0 0.0 0.0 0.0 
2.4658 564.71 0.0 1.0 0.0 0.0 0.0 0.0 
2.3608 475.42 0.0 1.0 0.0 0.0 0.0 0.0 
2.5385 836.93 0.0 0.0 1.0 0.0 0.0 0.0 
2.4444 1151.1 0.0 0.0 1.0 0.0 0.0 0.0 
2.5129 467.94 0.0 0.0 0.0 0.0 1.0 0.0 
2.5458 209.4 0.0 1.0 0.0 0.0 0.0 0.0 
2.3535 712.76 1.0 0.0 0.0 0.0 0.0 0.0 
2.1323 803.59 1.0 0.0 0.0 0.0 0.0 0.0 
2.523 763.14 0.0 0.0 1.0 0.0 0.0 0.0 
2.637 696.13 1.0 0.0 0.0 0.0 0.0 0.0 
2.3368 545.02 0.0 0.0 0.0 1.0 0.0 0.0 
2.2336 491.51 0.0 0.0 0.0 0.0 0.0 1.0 
2.6956 581.0 0.0 0.0 1.0 0.0 0.0 0.0 
2.6659 528.18 1.0 0.0 0.0 0.0 0.0 0.0 
2.655 350.84 1.0 0.0 0.0 0.0 0.0 0.0 
2.4599 1230.3 0.0 0.0 0.0 0.0 1.0 0.0 
2.6208 1715.4 0.0 1.0 0.0 0.0 0.0 0.0 
2.4553 615.11 1.0 0.0 0.0 0.0 0.0 0.0 
2.4903 1442.3 0.0 0.0 1.0 0.0 0.0 0.0 
2.6085 1029.1 0.0 0.0 0.0 0.0 0.0 1.0 
2.3952 872.66 0.0 0.0 0.0 0.0 0.0 1.0 
2.5885 859.61 0.0 0.0 0.0 1.0 0.0 0.0 
2.6616 647.07 0.0 1.0 0.0 0.0 0.0 0.0 
2.5949 637.59 0.0 0.0 0.0 0.0 0.0 1.0 
2.4883 879.45 0.0 0.0 1.0 0.0 0.0 0.0 
2.5898 473.95 0.0 1.0 0.0 0.0 0.0 0.0 
2.4504 1611.5 0.0 0.0 0.0 1.0 0.0 0.0 
2.2142 744.03 0.0 0.0 0.0 0.0 0.0 1.0 
2.7044 840.88 0.0 1.0 0.0 0.0 0.0 0.0 
2.5833 483.08 0.0 1.0 0.0 0.0 0.0 0.0 
2.5673 939.53 1.0 0.0 0.0 0.0 0.0 0.0 
2.4491 1067.2 0.0 0.0 1.0 0.0 0.0 0.0 
2.5892 680.44 1.0 0.0 0.0 0.0 0.0 0.0 
2.9894 517.67 1.0 0.0 0.0 0.0 0.0 0.0 
2.2457 835.19 1.0 0.0 0.0 0.0 0.0 0.0 
2.4214 801.69 0.0 0.0 0.0 0.0 1.0 0.0 
2.4539 535.92 0.0 0.0 0.0 1.0 0.0 0.0 
2.388 945.37 1.0 0.0 0.0 0.0 0.0 0.0 
2.5107 453.24 0.0 0.0 1.0 0.0 0.0 0.0 
2.1396 520.83 0.0 1.0 0.0 0.0 0.0 0.0 
2.4999 922.12 0.0 0.0 0.0 0.0 1.0 0.0 
2.5059 1305.3 0.0 0.0 1.0 0.0 0.0 0.0 
2.453 369.69 0.0 1.0 0.0 0.0 0.0 0.0 
2.5767 571.65 0.0 0.0 0.0 0.0 1.0 0.0 
2.5327 891.31 0.0 0.0 1.0 0.0 0.0 0.0 
2.4994 766.0 0.0 0.0 1.0 0.0 0.0 0.0 
2.4507 730.91 0.0 1.0 0.0 0.0 0.0 0.0 
2.6784 324.91 0.0 0.0 0.0 0.0 1.0 0.0 
2.738 664.23 1.0 0.0 0.0 0.0 0.0 0.0 
2.6114 377.4 1.0 0.0 0.0 0.0 0.0 0.0 
2.378 339.79 1.0 0.0 0.0 0.0 0.0 0.0 
2.1793 753.61 1.0 0.0 0.0 0.0 0.0 0.0 
2.2146 376.22 0.0 1.0 0.0 0.0 0.0 0.0 
2.5379 905.43 0.0 0.0 1.0 0.0 0.0 0.0 
2.251 610.08 0.0 0.0 0.0 0.0 0.0 1.0 
2.5284 924.55 0.0 0.0 0.0 0.0 0.0 1.0 
2.4791 592.71 0.0 1.0 0.0 0.0 0.0 0.0 
2.4943 881.82 0.0 0.0 0.0 0.0 0.0 1.0 
2.7322 450.1 1.0 0.0 0.0 0.0 0.0 0.0 
2.4459 746.51 0.0 0.0 1.0 0.0 0.0 0.0 
2.3112 367.84 1.0 0.0 0.0 0.0 0.0 0.0 
2.4183 970.24 0.0 0.0 0.0 1.0 0.0 0.0 
2.7398 349.15 1.0 0.0 0.0 0.0 0.0 0.0 
2.4911 726.58 0.0 0.0 0.0 0.0 1.0 0.0 
2.5225 537.84 0.0 0.0 1.0 0.0 0.0 0.0 
2.3777 350.88 0.0 0.0 1.0 0.0 0.0 0.0 
2.1532 916.24 1.0 0.0 0.0 0.0 0.0 0.0 
2.7434 744.72 0.0 1.0 0.0 0.0 0.0 0.0 
2.514 1358.1 0.0 0.0 1.0 0.0 0.0 0.0 
2.5098 702.66 0.0 1.0 0.0 0.0 0.0 0.0 
2.474 677.6 0.0 0.0 0.0 0.0 0.0 1.0 
2.5024 846.95 0.0 0.0 0.0 0.0 0.0 1.0 
2.193 848.08 1.0 0.0 0.0 0.0 0.0 0.0 
1.8639 545.83 0.0 1.0 0.0 0.0 0.0 0.0 
2.446 515.23 0.0 1.0 0.0 0.0 0.0 0.0 
3.0094 683.01 1.0 0.0 0.0 0.0 0.0 0.0 
2.7728 390.99 0.0 1.0 0.0 0.0 0.0 0.0 
2.5894 1669.7 0.0 0.0 0.0 1.0 0.0 0.0 
2.3735 428.93 0.0 1.0 0.0 0.0 0.0 0.0 
2.0416 514.34 1.0 0.0 0.0 0.0 0.0 0.0 
2.4914 674.62 0.0 1.0 0.0 0.0 0.0 0.0 
2.5771 918.81 0.0 1.0 0.0 0.0 0.0 0.0 
2.3663 533.17 0.0 1.0 0.0 0.0 0.0 0.0 
2.5106 970.86 0.0 0.0 0.0 0.0 1.0 0.0 
2.6369 964.34 0.0 0.0 1.0 0.0 0.0 0.0 
2.5352 754.04 1.0 0.0 0.0 0.0 0.0 0.0 
2.4277 397.71 0.0 1.0 0.0 0.0 0.0 0.0 
2.6086 950.27 0.0 0.0 0.0 0.0 0.0 1.0 
2.5031 896.24 1.0 0.0 0.0 0.0 0.0 0.0 
2.5617 425.9 0.0 1.0 0.0 0.0 0.0 0.0 
2.4722 671.19 1.0 0.0 0.0 0.0 0.0 0.0 
2.4561 1158.9 0.0 0.0 1.0 0.0 0.0 0.0 
2.9237 380.34 1.0 0.0 0.0 0.0 0.0 0.0 
2.5097 397.76 0.0 1.0 0.0 0.0 0.0 0.0 
2.4393 537.54 0.0 1.0 0.0 0.0 0.0 0.0 
2.3824 812.42 0.0 1.0 0.0 0.0 0.0 0.0 
2.3541 1047.1 1.0 0.0 0.0 0.0 0.0 0.0 
2.547 707.81 0.0 1.0 0.0 0.0 0.0 0.0 
2.637 682.45 0.0 1.0 0.0 0.0 0.0 0.0 
2.8258 854.67 0.0 1.0 0.0 0.0 0.0 0.0 
2.4982 1596.9 0.0 0.0 0.0 0.0 0.0 1.0 
2.5452 551.78 0.0 0.0 1.0 0.0 0.0 0.0 
2.5656 948.77 0.0 0.0 0.0 0.0 0.0 1.0 
2.4964 676.58 1.0 0.0 0.0 0.0 0.0 0.0 
2.7635 463.77 1.0 0.0 0.0 0.0 0.0 0.0 
2.4464 412.66 0.0 0.0 0.0 0.0 0.0 1.0 
2.4967 550.33 0.0 0.0 1.0 0.0 0.0 0.0 
