TEMP	HUMID	SOLAR	WIND	!WBHW 
69.9	0.0156	0.7	7.28	1.8
69.9	0.0158	0.7	5.73	1.8
69.8	0.0158	2.8	6.43	1.8
70.2	0.0159	42.6	6.6	1.8
70.8	0.0159	75.1	6.79	1.8
71.3	0.0159	68.7	5.01	1.8
69.7	0.0148	128.5	3.82	1.8
69.7	0.0144	175.1	3.5	1.8
69.8	0.0144	223.4	6.5	1.7
71.4	0.0139	334.7	5.87	1.8
72.7	0.013	259.1	7.28	1.7
72.8	0.0124	133.9	11.07	1.9
71.9	0.0123	104.6	13.42	1.9
70.3	0.0137	11.6	11.43	1.9
69.9	0.0137	0.5	11.64	1.9
69.3	0.0138	0.6	11.72	1.9
68.7	0.0126	0.6	11.19	2
67.5	0.0132	0.7	10.74	2
67.7	0.0142	0.7	9.62	2.1
68.5	0.0149	0.7	7.13	2
69	0.015	0.6	6.62	2
69.3	0.0153	0.7	5.08	2
69.5	0.0154	0.6	4.45	1.9
69.4	0.0155	0.6	5.21	2.1
69.5	0.0156	0.6	5.46	1.7
69.5	0.0156	0.6	4.3	1.8
69.7	0.0157	2.7	4.89	1.7
69.8	0.0158	56.3	5.35	1.6
71	0.0162	103.6	6.33	1.7
70	0.015	17.7	6.26	1.4
64.5	0.013	8.7	3.57	1.5
64.5	0.013226	11.9	3.27	1.6
64.4	0.013308	44.8	7.96	1.6
57.9	0.006424	73.1	14.27	2.5
56	0.005464	30.2	13.16	2.7
55.6	0.007129	53.3	9.46	2.2
55.7	0.006249	14.3	11.07	2.7
55.2	0.00728	1.4	9	2.1
55	0.00749	1.4	6.5	1.9
54.8	0.006394	1.5	5.87	2.2
54.2	0.004837	1.5	4.29	2.3
53.2	0.004586	1.7	4.85	2.4
52.2	0.003866	1.7	6.98	2.6
51.6	0.003715	1.8	6.66	2.7
50.3	0.003565	2.1	6.33	2.6
49.1	0.0067	2.2	4.25	2.6
47.8	0.0056	2.3	3.38	3
46.8	0.0053	2.5	3.03	3.2
46.2	0.0053	2.6	1.94	3.2
45.4	0.0054	7.9	2.1	3.3
46.1	0.0053	124.1	4.11	3.1
50.7	0.0049	332.8	6.05	2.7
54.6	0.0039	467	7.87	2.4
56.8	0.0035	604.6	7.67	2.3
59	0.0033	694.4	7.22	2.3
61.5	0.0033	714.4	5.95	2.3
63.1	0.0033	632.9	6.16	2.2
64.3	0.003	466	5.13	1.7
65.8	0.0023	411.8	5.18	1.8
65	0.0023	76.8	2.56	1.6
64	0.0029	10.6	2.18	1.8
62.6	0.0034	1.1	1.79	2.2
61	0.0038	1.4	1.52	2.4
59.6	0.0042	1.4	1.16	2.6
58.8	0.0043	1.5	2.45	2.1
58.5	0.0044	1.5	2.38	2.3
57	0.0049	1.5	2.7	2.5
56.6	0.0047	1.6	2.65	2.7
56	0.0049	1.6	1.95	2.6
55	0.0052	1.6	1.89	2.7
54.9	0.0054	1.7	0.35	2.8
54.6	0.0056	1.7	1.81	2.8
53.7	0.0061	1.8	2.6	2.8
53.3	0.0064	3.7	3.68	2.7
54.2	0.0066	31.1	4.03	2.8
55.8	0.0067	79.4	5.3	3.3
58.4	0.0067	249.3	6.61	2.6
62	0.0067	279.6	4.28	1.9
64.6	0.0064	235.4	3.56	2.2
66.2	0.0056	238.1	1.93	2.1
67.6	0.0062	264.4	2.75	1.8
69	0.0063	352.8	4.52	1.8
68.7	0.0065	170.7	5.38	1.8
67.8	0.0071	87	6.32	1.8
67.1	0.0077	21.9	5.41	2
65.8	0.0082	0.7	2.87	1.8
63.8	0.0085	1	3.64	2.1
61.8	0.0086	1.2	3.48	2
59.6	0.0087	1.4	4	2.2
57.8	0.0085	1.6	5.28	2.3
57	0.0083	1.7	3.76	2.4
56.8	0.0078	1.6	10.94	4.2
55	0.0062	1.7	13.45	3.5
53.1	0.0058	1.7	12.34	3.6
51.9	0.0055	1.8	12.75	3.6
51.1	0.0051	2	11.16	3.6
49.6	0.0048	2.1	12.7	3.7
48.1	0.0049	5.6	11.34	3.6
47.7	0.0049	99.5	11.43	3.7
49.2	0.0049	288.8	12.75	3.1
51.5	0.0047	483.6	13.12	2.7
54.3	0.0045	634.4	13.29	2.4
56.8	0.0044	727.6	13.46	2.1
58.8	0.0043	750	12.29	2.1
60	0.0041	698.3	13.1	2.2
60.9	0.004	581.7	11.98	2.1
61.9	0.0039	408.4	9.61	2.1
61	0.0038	202	9.95	2.6
59.2	0.004	27.5	6.91	2
57	0.0043	1.5	4.42	2.3
55.3	0.0043	1.7	5.83	2.4
53.1	0.0042	1.8	6.5	2.7
51.2	0.0043	2	5.84	2.6
49.6	0.0044	2.2	4.79	2.7
48.9	0.0043	2.2	4.3	2.7
47.6	0.0041	2.5	6.57	3
46.9	0.0041	2.5	4.09	3.2
45.4	0.0041	2.6	4.05	3.3
44.6	0.004	2.7	5.55	3.4
44.2	0.0039	2.8	3.56	3.4
42.8	0.0039	2.8	4.85	3.7
41.8	0.0041	7	4.1	3.3
42.7	0.004	108.5	0.78	2.8
46.8	0.004	311.3	2.87	3.1
51.7	0.0036	507.5	3.33	2.6
55.6	0.0029	661.2	2.1	2.7
58.3	0.0025	750.5	2.11	2.3
60.8	0.0021	767.6	1.6	2.1
63.3	0.0017	703.7	1.38	2.1
64.3	0.0011	601.7	2.61	2
65	0.0011	417.7	4.57	1.9
64.8	0.002	196.1	3.76	1.9
63.7	0.0025	18.9	3.31	2.5
62.8	0.0026	1.2	3.27	2
61.6	0.0029	1.2	5.67	2.3
61.7	0.0031	1.2	5.39	2.3
59.5	0.0037	1.4	5.69	3.4
56.4	0.0065	1.5	5.69	3.2
55.1	0.0072	1.7	4.24	2.8
55.3	0.0075	1.8	5.16	2.4
55.5	0.0077	1.7	5.2	3.2
55	0.0077	1.7	3.23	2.5
54.1	0.0078	1.8	2.98	3.3
53.7	0.0079	1.8	4.64	3.3
52.7	0.0078	2	4.9	3.2
52.8	0.0081	4.8	4.52	3.6
54.6	0.0084	83.4	6.03	2.6
58.5	0.009	244.2	4.39	2.5
64.8	0.0095	441.6	5.93	2.2
69.2	0.0091	556.8	6.54	2.2
71.7	0.0091	472.3	6.9	2
72.7	0.0092	400.6	6.71	2
73.2	0.0096	236.4	5.93	1.9
74	0.0098	186.8	6.63	1.9
74.2	0.0104	256.1	7.59	1.9
74	0.0109	109.2	6.58	1.7
72.9	0.0117	13.1	6.18	1.7
71.4	0.0126	0.5	7.09	1.8
71	0.013	0.5	6.86	1.8
71	0.0136	0.6	5.62	1.8
71.2	0.0146	0.5	10.41	1.8
71.1	0.0153	0.5	10.35	1.7
71	0.0157	0.5	10.43	1.8
71.3	0.016	0.5	10.12	1.8
71.5	0.016	0.5	9.97	2
71.7	0.0162	0.5	10.62	1.9
71.5	0.0165	0.5	10.26	2
71.5	0.0168	0.5	8.43	1.7
71.9	0.017	0.5	9.51	1.9
72.5	0.0173	1.2	9.73	1.8
72.7	0.0172	18.4	9.05	1.7
73	0.0172	35.5	9.07	1.9
74.1	0.0172	84.1	8.3	1.8
76.1	0.0168	188	8.18	1.8
77.1	0.0161	169.7	7.31	1.7
79.7	0.0146	200	8.43	1.6
81.2	0.0138	254.4	10.3	1.6
80.8	0.0142	147.3	12.45	1.5
80.2	0.0147	119.7	7.89	1.4
80.2	0.0146	82.4	8.05	1.5
78.9	0.0155	11.1	7.34	1.5
77.5	0.0165	0.3	4.59	1.4
76.5	0.017	0.3	6.91	1.5
75.4	0.0171	0.4	4.25	1.5
74.9	0.0176	0.4	4.75	1.4
74.8	0.0184	0.4	6.83	1.5
74.8	0.0187	0.4	5.95	1.5
74.7	0.0184	0.5	6.07	1.5
74.2	0.0183	0.5	3.24	1.5
73.6	0.018	0.5	4.77	1.5
74	0.0182	0.5	8.56	1.5
74.2	0.0183	0.5	8.3	1.6
73.5	0.0179	0.5	5.82	1.5
73	0.0176	2.6	6.21	1.6
73.7	0.0181	77	8.12	1.5
74.7	0.0186	157	7.47	1.4
77.2	0.0188	314.7	7.09	1.2
80.8	0.0163	353.3	9.71	1.1
82.9	0.0151	568	10.66	1.1
85.3	0.0137	692.9	11.09	1
86.1	0.0128	506	11.33	1
87.2	0.0119	439.2	9.4	1
87	0.012	292.2	9.81	0.8
85.1	0.0135	147	9.59	0.8
83.2	0.0136	16.2	10.32	0.9
80.9	0.0145	-0.1	8.4	0.9
79	0.0152	0.1	6.29	0.9
77.4	0.0159	0.3	8.14	1
76.2	0.0168	0.3	8.84	1
75	0.0174	0.4	7.45	1
74.2	0.0181	0.4	7.7	1
73.3	0.0178	0.5	7.75	1.1
72.9	0.0176	0.5	9.22	1.2
73.3	0.0178	0.5	9.67	1.2
74.1	0.0183	0.5	5.67	1.1
74.7	0.0187	0.4	2.6	1.2
75.2	0.0189	0.4	4.76	1.2
75.5	0.0189	1.2	4.5	1.2
75.8	0.0181	13.6	6.38	1.1
76.2	0.018	26.7	6.12	1.2
76.9	0.0177	128.5	7.18	1
78.6	0.0168	213.7	9.96	0.9
80	0.0163	244.9	9.85	0.9
81.4	0.015	385.5	12.42	0.9
83.1	0.0139	420.6	10.45	0.9
84.9	0.0131	444	10.18	0.8
85.6	0.0127	228.6	8.1	0.8
85.2	0.0132	81.6	5.04	0.7
83.8	0.0134	8.4	5.87	0.8
82.7	0.0136	-0.3	6.8	0.7
80.4	0.0161	-0.2	9.2	0.7
79	0.0169	-0.1	9.23	0.8
77.4	0.0175	0	8.92	0.8
76.1	0.0184	0	11.26	0.8
76	0.0192	0.1	11.23	0.9
76.4	0.0189	0.1	9.79	1
76.9	0.0184	0	7.12	0.9
76.4	0.0182	0	6.85	0.9
75.9	0.018	0	7.96	0.9
75.2	0.0186	0.1	5.09	1
74.7	0.0187	0.1	4.96	1
74.2	0.0184	0.4	6.38	1.1
74.5	0.0185	47	4.4	1
75.6	0.0189	139.5	8.41	0.9
77	0.0175	266.4	12.12	0.9
80.1	0.0139	564.6	12.69	0.9
82.5	0.0108	644.6	11.61	0.8
85.3	0.0072	709.5	12.33	0.6
87.3	0.0033	664.6	10.94	0.7
87.3	0.0019	557.3	13.35	0.7
82.8	0.0009	386.4	13.07	0.6
80.8	0.0012	180	11.22	0.7
77.1	0.0026	17	12.14	0.7
73.2	0.0026	0.3	8.6	0.9
70.4	0.0023	0.5	8.17	1
67.8	0.0022	0.6	6.09	1.1
65.3	0.0022	1	6.14	1.4
63.5	0.0023	1.1	9.45	1.2
61	0.0026	1.2	10.37	1.7
59.5	0.0026	1.4	9.57	1.6
58.8	0.0025	1.5	7.36	1.7
56.3	0.0028	1.6	7.14	1.6
54.2	0.003	1.8	5.97	1.9
52.6	0.0032	2.1	5.37	1.9
50.6	0.0035	2.2	4.38	1.9
49.6	0.0037	4.8	1.13	1.9
50.7	0.0035	96.3	1.24	2
56.5	0.0028	296.6	1.74	1.9
61.5	0.0021	490.4	2.43	1.6
66	0.0008	643.2	1.51	1.2
68.7	0.0002	720.3	2.41	1.2
71.3	0.003883	750.5	2.25	1.1
73.2	0.003645	697.3	4.67	1
74.8	0.00375	578.2	5.33	0.8
75.9	0.004262	403.5	6.8	0.8
75.8	0.006466	197.1	6.29	0.7
74.2	0.010102	21.6	5.26	0.9
72.8	0.009626	0.4	5.69	0.8
70.7	0.0002	0.5	6.59	1
68.8	0.001	0.6	6.89	1.2
66.8	0.0008	0.7	7.96	1.3
64.9	0.0014	0.9	8.75	1.6
63.7	0.0017	1	8.68	1.5
62.5	0.0021	1.1	7.01	1.3
59.6	0.0026	1.4	3.61	1.8
57.5	0.0032	1.5	6.21	1.7
55.8	0.0042	1.5	7.66	2.5
55.6	0.0047	1.6	7.24	2.7
55	0.005	1.6	6.02	2.9
53.7	0.0051	4	5.81	2.4
55.1	0.0049	85.5	3.92	1.4
57.6	0.005	273.2	5.12	1.8
63.3	0.0043	445	5.75	1.4
68.2	0.0027	608.5	6.42	1.3
71.5	0.0024	690	6.15	1
74.8	0.0011	732.5	3.09	1
76.5	0.0002	678.3	2.59	1
77.3	0.0004	569	4.65	1
77.4	0.004117	388.4	3.8	1.1
76.7	0.006618	186.1	3.07	1.1
74.6	0.0001	19.7	3.79	1
72.8	0.0004	0.4	4.56	0.9
71.7	0.0005	0.6	4.76	1.1
70.2	0.0008	0.6	5.53	1.1
66.6	0.0017	0.7	5.92	1.1
62	0.003	1	6.13	1.3
61.3	0.0037	1.1	7.01	1.5
60.6	0.0046	1.2	6.15	1.7
58.9	0.0051	1.2	8.33	2.3
58	0.0059	1.5	5.26	1.8
57.5	0.0064	1.5	5.8	2.7
58	0.0066	1.5	6.32	2.3
56.1	0.0064	1.6	1.06	1.5
52.4	0.0062	3.8	0.59	2
51.9	0.006	81.2	0.98	2.1
56.3	0.0065	269.3	0.37	2
63.6	0.0076	457.2	2.38	1.8
68.8	0.0079	606.1	5.6	1.4
72	0.0057	695.4	6.97	1.3
74.8	0.0039	713	7.71	1.3
76.4	0.0036	656.8	6.41	1.3
77.7	0.0022	542.6	5.99	1.2
78.1	0.002	372.3	5.19	1.1
77.7	0.0026	170	3.59	1.2
75.6	0.0034	16	3.21	1.2
73.6	0.0039	0.4	4.03	1.1
72.3	0.004	0.5	4.76	1.3
68	0.0071	0.7	6.17	1.2
66.2	0.0091	0.9	5.67	1.3
64.7	0.0102	1	4.44	1.3
63.7	0.0109	1	3.33	1.4
63.2	0.0114	1.1	3.88	1.6
62.4	0.0115	1.1	2.59	1.4
61.8	0.0117	1.2	2.6	1.8
60.3	0.011105	1.2	2.82	1.5
58.5	0.010527	1.5	3.13	1.6
56.9	0.009854	1.2	2.56	1.7
56.9	0.009794	2.8	5.43	1.8
56.6	0.010376	64.8	5.01	1.7
59.5	0.010723	254.9	5.27	1.8
66.1	0.0121	416.2	4.23	1.8
71.6	0.0107	463.1	4.79	1.3
73.6	0.0099	548.5	5.35	1.1
75.1	0.0086	496.3	5.1	1.4
76.6	0.0078	486	5.3	1.3
78	0.0072	525	6.44	1.2
78.2	0.0069	294.7	5.57	1.3
77.6	0.0071	138.7	6.24	1.2
75.8	0.0077	11.9	5.9	1.3
72.8	0.0092	0.3	8.43	1.3
70.7	0.0097	0.5	8.81	1.3
69.5	0.0099	0.6	6.94	1.3
67.8	0.0102	0.7	5.47	1.3
66.3	0.0111	0.9	5.46	1.5
65	0.0124	0.9	5.44	1.3
65.1	0.0132	0.9	6.25	1.5
66	0.0134	0.9	4.99	1.4
66.3	0.0135	0.9	4.89	1.4
65.9	0.0136	0.7	5.36	1.4
65.7	0.0136	0.9	5.06	1.4
66.2	0.0139	0.9	3.28	1.4
66.2	0.0139	3.1	3.64	1.4
66.3	0.014	26.2	4.18	1.3
67	0.0143	53.6	6.05	1.3
67.8	0.0146	108.2	7.75	1.2
69.2	0.0143	166.3	8.25	1.2
72	0.0129	248.6	11.64	1.1
72.8	0.0119	55	15.76	1.1
67.4	0.0117	63.6	12.38	1.1
70	0.0106	526.5	7.85	1.1
72.5	0.0107	197.3	6.96	1.1
72	0.0102	95.6	8.08	1
70.8	0.0103	19.2	5.69	1
69.5	0.0106	0.5	2.15	1
69.2	0.01	0.6	2.33	1
67.2	0.0109	0.6	5.28	1.1
67.2	0.0114	0.6	7.05	1.2
66.6	0.0126	0.7	6.39	1.2
67	0.0139	0.6	6.89	1.2
67	0.0143	0.7	6.39	1.2
67.6	0.0146	0.6	6.71	1.2
68	0.0148	0.6	7.64	1.2
68.8	0.0153	0.5	7.88	1.2
69	0.0154	0.5	7.2	1.2
69.6	0.0157	0.5	6.3	1.3
69.9	0.0159	1.1	6.62	1.2
70.2	0.016	23.6	7.43	1.1
71	0.0165	100.7	7.53	1.2
73	0.0165	164.6	7.08	1.1
75.7	0.0153	368.4	8.69	1
78.1	0.0138	576.8	10.43	0.8
80.6	0.0122	651.5	11.53	0.8
82.4	0.0112	623.2	10.68	0.7
83.7	0.0103	508	10.21	0.6
85.1	0.0099	356.2	9.09	0.6
84.2	0.0097	164.4	9.96	0.6
81.7	0.0101	11.4	7.52	0.6
79.2	0.0113	-0.3	5.72	0.7
77.3	0.0125	-0.1	10.35	0.8
75.5	0.0156	-0.1	11.68	0.8
73.7	0.0167	0	10.57	0.8
73.5	0.0171	0	9.84	0.8
74	0.0168	0	9.32	0.8
74.4	0.0163	0	11.12	0.8
74.8	0.0164	-0.1	10.71	0.8
74.7	0.0165	0	11.04	0.8
74.8	0.0167	0	9.32	0.9
74.7	0.0163	-0.1	10.07	0.8
74.6	0.0166	0	8	0.8
74.5	0.0171	2	6.39	0.9
73.8	0.017	95.8	5.87	0.8
71	0.0115	83.8	16.55	1
61.3	0.0061	314.7	17.73	0.9
61.6	0.0048	422.6	17.88	0.9
63.4	0.0039	653.4	16.94	1
65.2	0.0033	679.3	18.24	0.9
65.9	0.0022	639.3	19.01	1
66.2	0.0014	529.4	19.4	1
65.3	0.0014	358.6	18.29	1.1
63.1	0.0014	144.4	16.27	1.3
60.4	0.0013	7	11.95	1.7
58.5	0.0012	1.1	10.85	1.8
56.8	0.0013	1.2	10.22	2.3
55.9	0.0013	1.4	11.54	2.2
54	0.0014	1.5	10.06	2
51.8	0.0017	1.6	8.07	2.1
49.8	0.002	1.8	8.36	2.1
48.4	0.002	2	7.3	2.1
47	0.0021	2.1	5.85	2
46.4	0.002	2.2	5.45	2.4
44.5	0.0022	2.3	5.51	3.4
43.4	0.0023	2.5	4.33	2.3
43.4	0.0022	2.5	6.28	3.1
41.9	0.0025	3.8	7.36	2.8
41.7	0.0027	76.8	7.64	3
44.3	0.0026	263	9.59	2.8
46.5	0.0024	447.4	11.26	2.1
48.4	0.0018	593.9	10.15	1.9
50.3	0.0015	683.7	8.19	2
52	0.001	705.1	9.07	1.9
52.9	0.0007	655.4	7.82	1.9
54	0.0008	539.7	6.75	1.9
54.3	0.0006	371.8	6.57	2.2
53.3	0.0006	172.2	6.55	2
51.4	0.0009	6.2	3.6	2.2
49.1	0.0011	1.8	3.98	2.4
47.7	0.0012	2.1	2.2	2.5
46.9	0.0013	2.3	1.49	2.7
44.6	0.0015	2.2	3.34	2.8
43.2	0.0017	2.3	4.14	2.9
42.4	0.0018	2.3	4.97	2.9
41.2	0.0021	2.6	4.55	3
40.7	0.0021	2.6	4.7	3.1
40	0.0024	2.6	4.25	3.1
39.5	0.0024	2.6	4.12	3.2
39.7	0.0023	2.7	5.09	3.5
39.9	0.0024	2.7	6.08	3.4
39.9	0.0027	2.9	7.2	3.7
40.4	0.0027	36.5	8.36	4.3
42.7	0.0022	161.4	10.44	3.6
46.5	0.0015	203.2	10.01	3.4
48.9	0.0013	196.8	10.96	3.4
51.4	0.0015	256.6	11.54	2.7
52.9	0.0023	152.2	10.6	2.3
54	0.0029	50.7	9.23	3
54.3	0.0037	39.2	10.7	2.6
52.6	0.0042	26	11.18	2.8
51.8	0.0041	10.4	10.65	2.7
51.9	0.0039	2.2	8.79	2.7
51.8	0.004	1.5	7.7	2.7
51.6	0.0042	1.5	9.03	2.8
50.8	0.0045	1.6	8.69	3.1
49.4	0.0053	1.7	8.96	3.6
48.9	0.0058	1.8	9.55	2.4
47.5	0.0067	2	7.78	2.9
47.3	0.003447	1.8	8.34	2.6
47.8	0.00385	1.8	7.4	2.9
47.9	0.004049	1.7	7.28	3
48.5	0.004509	1.7	7.42	2.9
48.6	0.00476	1.7	6.26	2.9
48.3	0.004985	1.7	5.56	3
48.8	0.005051	2	5.75	3.1
48.7	0.005185	15	5.7	3.1
48.8	0.005432	52.4	4.09	3
49.3	0.005413	81.6	3.08	3
50.7	0.005257	82.6	1.48	3
51.4	0.005559	80.7	2.33	2.8
52	0.005496	125.6	2.46	2.7
53.4	0.0082	212	6.76	3
54.3	0.0076	128	8.01	3.1
53.6	0.007	69	7.75	2.7
53.7	0.0066	17	5.54	2.8
53.4	0.0064	5.9	6.63	2.9
53	0.007	1.5	6.31	3
52.6	0.0075	1.5	3.24	2.7
52.3	0.0076	1.6	4.15	2.8
52.3	0.0074	1.6	4.64	2.9
52.3	0.0069	1.6	5.8	2.8
51.9	0.0066	1.6	5.17	2.8
51.6	0.0067	1.7	4.09	2.9
51.8	0.0067	1.6	3.93	2.9
51.9	0.0067	1.6	5.27	3.1
51.8	0.0067	1.7	6.98	2.8
51.9	0.0066	1.6	4.43	2.9
52.2	0.0067	1.6	5.59	2.8
52.4	0.007	1.8	4.27	2.8
53.1	0.0073	7	4.54	3.2
53.2	0.0078	45	4.1	2.6
53.1	0.0086	70.9	3.82	3.2
54.3	0.009	101.2	4.08	2.8
55.3	0.0094	106	3.61	3.1
56.8	0.0099	124.6	5.91	2.5
57.8	0.006452	125.3	8	2.7
58.8	0.005622	147	9.73	2.9
59.5	0.007721	35.8	7.31	2.2
59.2	0.006433	13.6	4.6	2.6
59.1	0.006263	2.1	4.17	2.6
59.4	0.005737	1	2.75	2.5
59.6	0.005501	1	2.06	2.4
59.6	0.005171	1	4.68	2.4
59.5	0.004901	0.9	4.46	2.4
59.3	0.003931	0.9	3.98	2.5
59.1	0.006887	1	5.5	2.4
59	0.006651	1	3.67	2.8
58.9	0.00805	1	3.25	2.2
59	0.007824	1	1.94	2.4
58.9	0.007819	1	2.37	2.6
58.8	0.008711	1	1.25	2.3
58.6	0.008481	1	0.25	2.5
58.6	0.008717	1	0.59	2.4
58.6	0.008454	19.2	1.86	2.4
59	0.007861	42.6	1.26	2.3
59.6	0.007546	79.7	2.42	2.2
60.1	0.007533	115.8	1.61	1.9
61.1	0.007281	152.4	0.39	1.9
62.8	0.007364	147.5	0.54	1.7
64.1	0.0129	147.5	0.7	1.7
64.3	0.007122	88.7	1.32	1.5
64	0.007334	44.1	1.65	1.6
63.8	0.007455	21.9	1.02	1.5
63.6	0.008835	1.6	1.73	1.4
63.5	0.008866	0.6	2.04	1.5
63.5	0.006983	0.6	0.87	1.6
63.1	0.005594	0.6	0.6	1.7
62.8	0.005548	0.6	1.27	1.7
62.8	0.005944	0.5	2.65	1.7
63	0.009574	0.5	1.32	1.8
63.3	0.010036	0.5	1.29	1.8
63	0.010107	0.5	1.43	1.8
62.8	0.009761	0.6	0.57	1.9
63	0.010147	0.6	6.5	2.1
63.1	0.011003	0.6	5.48	1.8
63.1	0.010969	0.6	5.3	1.9
63.3	0.010925	0.9	3.13	1.9
63.5	0.010662	29.2	3.45	2
64.1	0.011033	88.2	3.07	1.8
64.5	0.01053	120	1.91	1.8
65.2	0.0134	213.4	3.4	1.5
66.3	0.0138	223.2	5.22	1.6
67.8	0.0135	262	5.27	1.3
69.2	0.0132	235.1	4.72	1.4
69.6	0.0134	152.2	5.78	1.4
70.1	0.0134	147.3	6.04	1.5
71	0.0126	105.3	6.17	1.3
69.9	0.0125	8.4	7.9	1.3
67.7	0.0128	0.1	7.89	1.4
67.2	0.0128	0.1	5.49	1.4
67.3	0.013	0.3	5.95	1.4
67	0.013	0.3	6.83	1.5
66.6	0.0135	0.3	8.31	1.5
66.5	0.014	0.3	8.3	1.5
66.7	0.0141	0.3	7.43	1.5
66.7	0.0142	0.3	6.67	1.6
67	0.012545	0.3	5.4	1.7
67.2	0.012829	0.3	3.74	1.8
66.2	0.012314	0.3	8.39	2
64.3	0.013	0.4	15.46	2.2
62.5	0.011467	0.6	8.84	2
62.2	0.01171	4.4	3.15	1.8
62	0.011033	7.7	4.55	1.8
61.8	0.009727	10.1	11.07	1.9
62	0.010634	6.5	5.74	1.8
62	0.010454	48.2	4.45	1.8
62.5	0.009148	73.8	5.01	2
63.2	0.009712	135.8	7.45	1.6
62.6	0.0122	120.2	14.25	2
56.6	0.004537	42.1	18.28	2.3
55	0.00459	63.3	16.18	2.4
54.3	0.005294	4.3	13.75	2.5
50.8	0.004166	1.4	14.68	3.1
48.7	0.0071	1.6	11.88	3
48.3	0.0053	1.7	13.69	3.3
47.2	0.0044	1.7	9.05	2.8
45.9	0.0047	2	7.07	2.4
45.4	0.0045	2.1	8.02	3.8
44.6	0.0036	2.1	8.77	3.1
42.4	0.0035	2.2	6.74	3.6
41.3	0.0028	2.3	10.93	3.7
39.8	0.0028	2.6	9.73	3.6
38.2	0.0031	2.7	7.33	3.4
36.6	0.0034	2.7	7.32	3.6
35.5	0.0034	3.6	6.75	3.5
35.4	0.0035	59.4	6.66	4
37.5	0.0032	238.3	9.73	3.5
40.3	0.003	421.1	8.86	2.8
42.9	0.0029	569.5	6.9	3.1
45.1	0.0027	659.3	5.72	2.9
47.6	0.0025	682.2	4.6	2.9
49.9	0.0024	635.8	4.47	3
51.4	0.0022	524.6	4.34	2.7
52.3	0.0021	359.1	2.63	2.9
52.5	0.0021	161	1	3
51.6	0.0023	12.1	0.46	3.2
50.2	0.0031	1.6	0.03	3
49	0.0034	1.8	0.67	3.3
47.9	0.0031	2.1	3.49	3.1
46.7	0.003	2	3.43	3.3
46.2	0.0031	2.2	4.08	3.8
44.9	0.0032	2.1	4.97	3.9
44.1	0.0031	2.3	6.89	3.6
43	0.0033	2.3	4.92	3.4
42.7	0.0033	2.5	6.58	4.3
40.7	0.0035	2.5	8.06	3.9
40.2	0.0036	2.6	7.19	3.8
39.3	0.0038	2.7	5.56	3.8
38	0.0041	3.2	5.7	3.5
38.6	0.0042	54.3	5.42	3.8
41.9	0.0045	218.5	5.89	3
47.4	0.0044	398.6	7.02	3.9
52.9	0.0049	553.4	6.1	2.8
58.1	0.0057	688.1	7.86	3
61.3	0.006	672.4	10.16	2.8
64.3	0.006	521.1	10.28	2.8
64.7	0.0062	342.5	9.59	2.6
64.7	0.0065	164.1	6.66	2.7
64	0.0069	54.1	3.99	2.8
64	0.0071	5.9	4.6	2.4
62.6	0.0074	0.6	4.78	2.9
61.5	0.0077	0.9	5.41	2.5
60.8	0.0082	0.9	5.23	2.9
60.5	0.0086	1	4.88	2.9
60.8	0.0089	0.9	5.04	3
60.1	0.0091	1	4.55	3.2
59.6	0.0094	1.1	3.94	2.9
59.2	0.0096	1.1	4.28	2.8
58.8	0.0099	1.1	3.69	2.5
58.3	0.0104	1.1	3.01	2.6
59.4	0.0107	1	2.66	2.7
60.5	0.0112	1	3.5	2.8
61.8	0.0116	1	3.23	2.7
62	0.0117	17.7	3.55	2.6
62.8	0.012	127.3	3.93	2.6
65.8	0.0124	204.1	6.61	2.3
67.8	0.0121	370.8	8.03	2.3
71.4	0.0122	278.6	8.82	2
74	0.0117	349.8	8.62	1.9
75.2	0.0112	266.4	7.38	1.9
75.8	0.011	201.5	9.19	1.7
75.9	0.0114	127.8	6.94	1.7
75.1	0.012	43.3	3.37	1.7
73.5	0.012	2.6	5.95	1.7
72.3	0.0127	-0.1	5.5	1.8
71.5	0.014	0	8.23	1.7
70.7	0.0147	0	9.67	1.8
69.8	0.0154	0	9.02	1.7
69.1	0.0154	0.1	6.78	1.9
68.7	0.0152	0.1	6.49	1.9
68.2	0.012469	0.3	5.66	1.8
68.1	0.012971	0.4	5.31	1.9
68.4	0.013174	0.4	2.45	1.9
68.1	0.013303	0.4	1.01	1.9
68.5	0.014221	0.4	3.6	1.9
69.6	0.014416	0.4	2.62	1.8
69.5	0.014204	0.5	2.17	2
69	0.014286	37.7	0.29	1.8
69.3	0.014474	215.4	2.07	1.8
71.8	0.0166	221.5	6.21	2
73.7	0.0137	544.1	7.47	1.8
75.5	0.0115	563.6	5.85	1.8
76.9	0.0107	630.5	7.41	1.7
78.5	0.0102	596.8	6.72	1.8
79.8	0.0098	488.9	6.24	1.6
80.8	0.0093	324.9	6.51	1.6
80	0.009	137.5	5.16	1.6
77.5	0.0095	8.7	5.19	1.6
75.2	0.0099	-0.1	6.69	1.6
73	0.0107	0	6.26	1.5
70.8	0.0116	0.3	7.64	1.5
69.2	0.0125	0.3	6.68	1.5
66.8	0.0139	0.4	8.83	1.6
65.4	0.011706	0.5	7.93	1.5
65	0.011932	0.4	8.97	1.7
