input0	input1	input2	input3	input4	input5	input6	input7	input8	input9	input10	input11	input12	input13	input14	input15	input16	input17	input18	input19	input20	input21	input22	input23	input24	input25	input26	input27	input28	input29	input30	input31	input32	input33	input34	input35	input36	input37	input38	input39	input40	input41	input42	input43	input44	input45	input46	input47	input48	input49	input50	input51	input52	input53	input54	input55	input56	input57	input58	input59	rndInput0	rndInput1	rndInput2	rndInput3	rndInput4	rndInput5	rndInput6	rndInput7	!output0	!output1
0.0109	0.0093	0.0121	0.0378	0.0679	0.0863	0.1004	0.0664	0.0941	0.1036	0.0972	0.0501	0.1546	0.3404	0.4804	0.657	0.7738	0.7827	0.8152	0.8129	0.8297	0.8535	0.887	0.8894	0.898	0.9667	1.0	0.9134	0.6762	0.4659	0.2895	0.2959	0.1746	0.2112	0.2569	0.2276	0.2149	0.1601	0.0371	0.0117	0.0488	0.0288	0.0597	0.0431	0.0369	0.0025	0.0327	0.0257	0.0182	0.0108	0.0124	0.0077	0.0023	0.0117	0.0053	0.0077	0.0076	0.0056	0.0055	0.0039	0.6011802668059592	0.2956257421538253	0.05306187885814784	0.14952415024983423	0.49985207094636297	0.46391547647271425	0.8641057015003353	1.0	0.0
0.0202	0.0104	0.0325	0.0239	0.0807	0.1529	0.1154	0.0608	0.1317	0.137	0.0843	0.0269	0.1254	0.3046	0.5584	0.7973	0.8341	0.8057	0.8616	0.8769	0.9413	0.9403	0.9409	1.0	0.9725	0.9309	0.9351	0.7317	0.4421	0.3244	0.4161	0.4611	0.4031	0.3	0.2459	0.1348	0.2541	0.2255	0.1598	0.1485	0.0845	0.0569	0.0855	0.1262	0.1153	0.057	0.0426	0.0425	0.0235	6.0E-4	0.0188	0.0127	0.0081	0.0067	0.0043	0.0065	0.0049	0.0054	0.0073	0.0054	0.541295112741997	0.9730798777523274	0.2928925581153319	0.006906961594088545	0.01678279893789958	0.796412290294521	0.3218558231620521	1.0	0.0
0.0239	0.0189	0.0466	0.044	0.0657	0.0742	0.138	0.1099	0.1384	0.1376	0.0938	0.0259	0.1499	0.2851	0.5743	0.8278	0.8669	0.8131	0.9045	0.9046	1.0	0.9976	0.9872	0.9761	0.9009	0.9724	0.9675	0.7633	0.4434	0.3822	0.4727	0.4007	0.3381	0.3172	0.2222	0.0733	0.2692	0.1888	0.0712	0.1062	0.0694	0.03	0.0893	0.1459	0.1348	0.0391	0.0546	0.0469	0.0201	0.0095	0.0155	0.0091	0.0151	0.008	0.0018	0.0078	0.0045	0.0026	0.0036	0.0024	0.4264229537424483	0.5299656294682217	0.2811134482310802	0.9498020703196111	0.8247672055013087	0.3777029499458413	0.2718408789573331	1.0	0.0
0.0336	0.0294	0.0476	0.0539	0.0794	0.0804	0.1136	0.1228	0.1235	0.0842	0.0357	0.0689	0.1705	0.3257	0.4602	0.6225	0.7327	0.7843	0.7988	0.8261	1.0	0.9814	0.962	0.9601	0.9118	0.9086	0.7931	0.5877	0.3474	0.4235	0.4633	0.341	0.2849	0.2847	0.1742	0.0549	0.1192	0.1154	0.0855	0.1811	0.1264	0.0799	0.0378	0.1268	0.1125	0.0505	0.0949	0.0677	0.0259	0.017	0.0033	0.015	0.0111	0.0032	0.0035	0.0169	0.0137	0.0015	0.0069	0.0051	0.4343505205447967	0.4825649322715728	0.29930314389846746	0.18328760857989046	0.730451179861943	0.10378484862606363	0.14123245254111383	1.0	0.0
0.0231	0.0351	0.003	0.0304	0.0339	0.086	0.1738	0.1351	0.1063	0.0347	0.0575	0.1382	0.2274	0.4038	0.5223	0.6847	0.7521	0.776	0.7708	0.8627	1.0	0.8873	0.8057	0.876	0.9066	0.943	0.8846	0.65	0.297	0.2423	0.2992	0.2285	0.2277	0.1529	0.1037	0.0352	0.1073	0.1373	0.1331	0.1454	0.1115	0.044	0.0762	0.1381	0.0831	0.0654	0.0844	0.0595	0.0497	0.0313	0.0154	0.0106	0.0097	0.0022	0.0052	0.0072	0.0056	0.0038	0.0043	0.003	0.136854209568664	0.9088972029299999	0.8393518756474547	0.9720050027634007	0.8297055210206723	0.3800144731456552	0.1067580774992366	1.0	0.0
0.0108	0.0086	0.0058	0.046	0.0752	0.0887	0.1015	0.0494	0.0472	0.0393	0.1106	0.1412	0.2202	0.2976	0.4116	0.4754	0.539	0.6279	0.706	0.7918	0.9493	1.0	0.9645	0.9432	0.8658	0.7895	0.6501	0.4492	0.4739	0.6153	0.4929	0.3195	0.3735	0.3336	0.1052	0.0671	0.0379	0.0461	0.1694	0.2169	0.1677	0.0644	0.0159	0.0778	0.0653	0.021	0.0509	0.0387	0.0262	0.0101	0.0161	0.0029	0.0078	0.0114	0.0083	0.0058	3.0E-4	0.0023	0.0026	0.0027	0.5332704158888387	0.37110588730687066	0.9145014052184692	0.8160545902060325	0.6953428973026039	0.9547156979502904	0.5012450543378164	1.0	0.0
0.0229	0.0369	0.004	0.0375	0.0455	0.1452	0.2211	0.1188	0.075	0.1631	0.2709	0.3358	0.4091	0.44	0.5485	0.7213	0.8137	0.9185	1.0	0.9418	0.9116	0.9349	0.7484	0.5146	0.4106	0.3443	0.6981	0.8713	0.9013	0.8014	0.438	0.1319	0.1709	0.2484	0.3044	0.2312	0.1338	0.2056	0.2474	0.279	0.161	0.0056	0.0351	0.1148	0.1331	0.0276	0.0763	0.0631	0.0309	0.024	0.0115	0.0064	0.0022	0.0122	0.0151	0.0056	0.0026	0.0029	0.0104	0.0163	0.1370199921632339	0.14889140406916335	0.9005711782318235	0.41104012611326635	0.99796602265858	0.909237736735015	0.2967585080181647	1.0	0.0
0.01	0.0194	0.0155	0.0489	0.0839	0.1009	0.1627	0.2071	0.2696	0.299	0.3242	0.3565	0.3951	0.5201	0.6953	0.8468	1.0	0.9278	0.851	0.801	0.8142	0.8825	0.7302	0.6107	0.7159	0.8458	0.6319	0.4808	0.6291	0.7152	0.6005	0.4235	0.4106	0.3992	0.173	0.1975	0.237	0.1339	0.1583	0.3151	0.1968	0.2054	0.1272	0.1129	0.1946	0.2195	0.193	0.1498	0.0773	0.0196	0.0122	0.013	0.0073	0.0077	0.0075	0.006	0.008	0.0019	0.0053	0.0019	0.4454896404384854	0.09355426824031565	0.33568534161184505	0.19833219723612394	0.24196741121686338	0.2971626523166673	0.27552862514735055	1.0	0.0
0.0409	0.0421	0.0573	0.013	0.0183	0.1019	0.1054	0.107	0.2302	0.2259	0.2373	0.3323	0.3827	0.484	0.6812	0.7555	0.9522	0.9826	0.8871	0.8268	0.7561	0.8217	0.6967	0.6444	0.6948	0.8014	0.6053	0.6084	0.8877	0.8557	0.5563	0.2897	0.3638	0.4786	0.2908	0.0899	0.2043	0.1707	0.0407	0.1286	0.1581	0.2191	0.1701	0.0971	0.2217	0.2732	0.1874	0.1062	0.0665	0.0405	0.0113	0.0028	0.0036	0.0105	0.012	0.0087	0.0061	0.0061	0.003	0.0078	0.09981678652288739	0.6783739075529126	0.02275385527470908	0.6308692718056783	0.1876703410605065	0.8755187585802837	0.2618621557966392	1.0	0.0
0.0217	0.034	0.0392	0.0236	0.1081	0.1164	0.1398	0.1009	0.1147	0.1777	0.4079	0.4113	0.3973	0.5078	0.6509	0.8073	0.9819	1.0	0.9407	0.8452	0.8106	0.846	0.6212	0.5815	0.7745	0.8204	0.5601	0.2989	0.5009	0.6628	0.5753	0.4055	0.3746	0.3481	0.158	0.1422	0.213	0.1866	0.1003	0.2396	0.2241	0.2029	0.071	0.1606	0.1669	0.17	0.1829	0.1403	0.0506	0.0224	0.0095	0.0031	0.0103	0.0078	0.0077	0.0094	0.0031	0.003	0.0013	0.0069	0.11609167613884441	0.7003765382515855	0.030314825739437667	0.733229203317748	0.22482757570167322	0.5763720234150297	0.329570080111236	1.0	0.0
0.0378	0.0318	0.0423	0.035	0.1787	0.1635	0.0887	0.0817	0.1779	0.2053	0.3135	0.3118	0.3686	0.3885	0.585	0.7868	0.9739	1.0	0.9843	0.861	0.8443	0.9061	0.5847	0.4033	0.5946	0.6793	0.6389	0.5002	0.5578	0.4831	0.4729	0.3318	0.3969	0.3894	0.2314	0.1036	0.1312	0.0864	0.2569	0.3179	0.2649	0.2714	0.1713	0.0584	0.123	0.22	0.2198	0.1074	0.0423	0.0162	0.0093	0.0046	0.0044	0.0078	0.0102	0.0065	0.0061	0.0062	0.0043	0.0053	0.8257834580558923	0.4574653420590795	0.45380423125053526	0.49201545693241666	0.7900717385901953	0.673736428989155	0.0011540560950132894	1.0	0.0
0.0365	0.1632	0.1636	0.1421	0.113	0.1306	0.2112	0.2268	0.2992	0.3735	0.3042	0.0387	0.2679	0.5397	0.6204	0.7257	0.835	0.6888	0.445	0.3921	0.5605	0.7545	0.8311	1.0	0.8762	0.7092	0.7009	0.5014	0.3942	0.4456	0.4072	0.0773	0.1423	0.0401	0.3597	0.6847	0.7076	0.3597	0.0612	0.3027	0.3966	0.3868	0.238	0.2059	0.2288	0.1704	0.1587	0.1792	0.1022	0.0151	0.0223	0.011	0.0071	0.0205	0.0164	0.0063	0.0078	0.0094	0.011	0.0068	0.06530779043856827	0.9389155853617449	0.029638297651048084	0.5040469602234025	0.4650993183913734	0.45497948997292603	0.3339290376084664	1.0	0.0
0.0188	0.037	0.0953	0.0824	0.0249	0.0488	0.1424	0.1972	0.1873	0.1806	0.2139	0.1523	0.1975	0.4844	0.7298	0.7807	0.7906	0.6122	0.42	0.2807	0.5148	0.7569	0.8596	1.0	0.8457	0.6797	0.6971	0.5843	0.4772	0.5201	0.4241	0.1592	0.1668	0.0588	0.3967	0.7147	0.7319	0.3509	0.0589	0.269	0.42	0.3874	0.244	0.2	0.2307	0.1886	0.196	0.1701	0.1366	0.0398	0.0143	0.0093	0.0033	0.0113	0.003	0.0057	0.009	0.0057	0.0068	0.0024	0.6111149790024853	0.8848661515208216	0.7711013371876352	0.8166561600554487	0.1505613745485873	0.6280399128355795	0.38865052010490175	1.0	0.0
0.0856	0.0454	0.0382	0.0203	0.0385	0.0534	0.214	0.311	0.2837	0.2751	0.2707	0.0946	0.102	0.4519	0.6737	0.6699	0.7066	0.5632	0.3785	0.2721	0.5297	0.7697	0.8643	0.9304	0.9372	0.6247	0.6024	0.681	0.5047	0.5775	0.4754	0.24	0.2779	0.1997	0.5305	0.7409	0.7775	0.4424	0.1416	0.3508	0.4482	0.4208	0.3054	0.2235	0.2611	0.2798	0.2392	0.2021	0.1326	0.0358	0.0128	0.0172	0.0138	0.0079	0.0037	0.0051	0.0258	0.0102	0.0037	0.0037	0.24065801787531016	0.9691183774882907	0.11808831793634311	0.42984217028569827	0.006703360659836455	0.8163780295916594	0.8275420285263544	1.0	0.0
0.0274	0.0242	0.0621	0.056	0.1129	0.0973	0.1823	0.1745	0.144	0.1808	0.2366	0.0906	0.1749	0.4012	0.5187	0.7312	0.9062	0.926	0.7434	0.4463	0.5103	0.6952	0.7755	0.8364	0.7283	0.6399	0.5759	0.4146	0.3495	0.4437	0.2665	0.2024	0.1942	0.0765	0.3725	0.5843	0.4827	0.2347	0.0999	0.3244	0.399	0.2975	0.1684	0.1761	0.1683	0.0729	0.119	0.1297	0.0748	0.0067	0.0255	0.0113	0.0108	0.0085	0.0047	0.0074	0.0104	0.0161	0.022	0.0173	0.18185081697045435	0.40391072437293496	0.4000147208936251	0.6335667715584798	0.3837305577996184	0.4393161750771504	0.871207272371197	1.0	0.0
0.0235	0.0291	0.0749	0.0519	0.0227	0.0834	0.0677	0.2002	0.2876	0.3674	0.2974	0.0837	0.1912	0.504	0.6352	0.6804	0.7505	0.6595	0.4509	0.2964	0.4019	0.6794	0.8297	1.0	0.824	0.7115	0.7726	0.6124	0.4936	0.5648	0.4906	0.182	0.1811	0.1107	0.4603	0.665	0.6423	0.2166	0.1951	0.4947	0.4925	0.4041	0.2402	0.1392	0.1779	0.1946	0.1723	0.1522	0.0929	0.0179	0.0242	0.0083	0.0037	0.0095	0.0105	0.003	0.0132	0.0068	0.0108	0.009	0.6555308500405486	0.031562679734420396	0.7439342713668118	0.1646077532555652	0.45912031325963165	0.032916104908098154	0.8973837110249759	1.0	0.0
0.0126	0.0519	0.0621	0.0518	0.1072	0.2587	0.2304	0.2067	0.3416	0.4284	0.3015	0.1207	0.3299	0.5707	0.6962	0.9751	1.0	0.9293	0.621	0.4586	0.5001	0.5032	0.7082	0.842	0.8109	0.769	0.8105	0.6203	0.2356	0.2595	0.6299	0.6762	0.2903	0.4393	0.8529	0.718	0.4801	0.5856	0.4993	0.2866	0.0601	0.1167	0.2737	0.2812	0.2078	0.066	0.0491	0.0345	0.0172	0.0287	0.0027	0.0208	0.0048	0.0199	0.0126	0.0022	0.0037	0.0034	0.0114	0.0077	0.8134926720535061	0.6219053563376299	0.12861996413450116	0.13912616275671208	0.08827179869200386	0.04686286076343116	0.11801142309251822	1.0	0.0
0.0253	0.0808	0.0507	0.0244	0.1724	0.3823	0.3729	0.3583	0.3429	0.2197	0.2653	0.3223	0.5582	0.6916	0.7943	0.7152	0.3512	0.2008	0.2676	0.4299	0.528	0.3489	0.143	0.5453	0.6338	0.7712	0.6838	0.8015	0.8073	0.831	0.7792	0.5049	0.1413	0.2767	0.5084	0.4787	0.1356	0.2299	0.2789	0.3833	0.2933	0.1155	0.1705	0.1294	0.0909	0.08	0.0567	0.0198	0.0114	0.0151	0.0085	0.0178	0.0073	0.0079	0.0038	0.0116	0.0033	0.0039	0.0081	0.0053	0.8415923164976835	0.5653186949303989	0.08321203941325439	0.5732363925527424	0.30894697084703315	0.5231261241892718	0.4680211383324395	1.0	0.0
0.026	0.0192	0.0254	0.0061	0.0352	0.0701	0.1263	0.108	0.1523	0.163	0.103	0.2187	0.1542	0.263	0.294	0.2978	0.0699	0.1401	0.299	0.3915	0.3598	0.2403	0.4208	0.5675	0.6094	0.6323	0.6549	0.7673	1.0	0.8463	0.5509	0.4444	0.5169	0.4268	0.1802	0.0791	0.0535	0.1906	0.2561	0.2153	0.2769	0.2841	0.1733	0.0815	0.0335	0.0933	0.1018	0.0309	0.0208	0.0318	0.0132	0.0118	0.012	0.0051	0.007	0.0015	0.0035	8.0E-4	0.0044	0.0077	0.9088443946964209	0.43497045387195743	0.8840784778933155	0.3373953232841955	0.8848331674156397	0.5045111354124717	0.7726727744619175	1.0	0.0
0.0459	0.0437	0.0347	0.0456	0.0067	0.089	0.1798	0.1741	0.1598	0.1408	0.2693	0.3259	0.4545	0.5785	0.4471	0.2231	0.2164	0.3201	0.2915	0.4235	0.446	0.238	0.6415	0.8966	0.8918	0.7529	0.6838	0.839	1.0	0.8362	0.5427	0.4577	0.8067	0.6973	0.3915	0.1558	0.1598	0.2161	0.5178	0.4782	0.2344	0.3599	0.2785	0.1807	0.0352	0.0473	0.0322	0.0408	0.0163	0.0088	0.0121	0.0067	0.0032	0.0109	0.0164	0.0151	0.007	0.0085	0.0117	0.0056	0.07265688739023923	0.36446270321051677	0.95518964389889	0.14480819889229313	0.5447808432573823	0.42257210049534344	0.2295123456916338	1.0	0.0
0.0025	0.0309	0.0171	0.0228	0.0434	0.1224	0.1947	0.1661	0.1368	0.143	0.0994	0.225	0.2444	0.3239	0.3039	0.241	0.0367	0.1672	0.3038	0.4069	0.3613	0.1994	0.4611	0.6849	0.7272	0.7152	0.7102	0.8516	1.0	0.769	0.4841	0.3717	0.6096	0.511	0.2586	0.0916	0.0947	0.2287	0.348	0.2095	0.1901	0.2941	0.2211	0.1524	0.0746	0.0606	0.0692	0.0446	0.0344	0.0082	0.0108	0.0149	0.0077	0.0036	0.0114	0.0085	0.0101	0.0016	0.0028	0.0014	0.3578040290585073	0.39945031868686187	0.7057972236979482	0.942278219749351	0.9970940846575798	0.3854479726785016	0.28300068302598524	1.0	0.0
0.0291	0.04	0.0771	0.0809	0.0521	0.1051	0.0145	0.0674	0.1294	0.1146	0.0942	0.0794	0.0252	0.1191	0.1045	0.205	0.1556	0.269	0.3784	0.4024	0.347	0.1395	0.1208	0.2827	0.15	0.2626	0.4468	0.752	0.9036	0.7812	0.4766	0.2483	0.5372	0.6279	0.3647	0.4572	0.6359	0.6474	0.552	0.3253	0.2292	0.0653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056	0.0237	0.0204	0.005	0.0137	0.0164	0.0081	0.0139	0.0111	0.4641395395327803	0.7530855909091151	0.37070075548139725	0.0923902158487322	0.679403755836126	0.6504585765241392	0.6131476602553668	1.0	0.0
0.0181	0.0146	0.0026	0.0141	0.0421	0.0473	0.0361	0.0741	0.1398	0.1045	0.0904	0.0671	0.0997	0.1056	0.0346	0.1231	0.1626	0.3652	0.3262	0.2995	0.2109	0.2104	0.2085	0.2282	0.0747	0.1969	0.4086	0.6385	0.797	0.7508	0.5517	0.2214	0.4672	0.4479	0.2297	0.3235	0.448	0.5581	0.652	0.5354	0.2478	0.2268	0.1788	0.0898	0.0536	0.0374	0.099	0.0956	0.0317	0.0142	0.0076	0.0223	0.0255	0.0145	0.0233	0.0041	0.0018	0.0048	0.0089	0.0085	0.4912151229430831	0.11463998977487422	0.4722221556772609	0.05770071896414686	0.3445948172205696	0.8543807700185042	0.7921316573839426	1.0	0.0
0.0491	0.0279	0.0592	0.127	0.1772	0.1908	0.2217	0.0768	0.1246	0.2028	0.0947	0.2497	0.2209	0.3195	0.334	0.3323	0.278	0.2975	0.2948	0.1729	0.3264	0.3834	0.3523	0.541	0.5228	0.4475	0.534	0.5323	0.3907	0.3456	0.4091	0.4639	0.558	0.5727	0.6355	0.7563	0.6903	0.6176	0.5379	0.5622	0.6508	0.4797	0.3736	0.2804	0.1982	0.2438	0.1789	0.1706	0.0762	0.0238	0.0268	0.0081	0.0129	0.0161	0.0063	0.0119	0.0194	0.014	0.0332	0.0439	0.9159219726020882	0.5519476624013393	0.6611855046375512	0.6316111358358414	0.5516400237903545	0.9026518313090078	0.4995595564622288	0.0	1.0
0.1313	0.2339	0.3059	0.4264	0.401	0.1791	0.1853	0.0055	0.1929	0.2231	0.2907	0.2259	0.3136	0.3302	0.366	0.3956	0.4386	0.467	0.5255	0.3735	0.2243	0.1973	0.4337	0.6532	0.507	0.2796	0.4163	0.595	0.5242	0.4178	0.3714	0.2375	0.0863	0.1437	0.2896	0.4577	0.3725	0.3372	0.3803	0.4181	0.3603	0.2711	0.1653	0.1951	0.2811	0.2246	0.1921	0.15	0.0665	0.0193	0.0156	0.0362	0.021	0.0154	0.018	0.0013	0.0106	0.0127	0.0178	0.0231	0.3911135998359707	0.7435816509684087	0.6769846265618834	0.2266982196537578	0.3708911068734271	0.7251956953636227	0.46405038996052816	0.0	1.0
0.0201	0.0423	0.0554	0.0783	0.062	0.0871	0.1201	0.2707	0.1206	0.0279	0.2251	0.2615	0.177	0.3709	0.4533	0.5553	0.4616	0.3797	0.345	0.2665	0.2395	0.1127	0.2556	0.5169	0.3779	0.4082	0.5353	0.5116	0.4544	0.4258	0.3869	0.3939	0.4661	0.3974	0.2194	0.1816	0.1023	0.2108	0.3253	0.3697	0.2912	0.301	0.2563	0.1927	0.2062	0.1751	0.0841	0.1035	0.0641	0.0153	0.0081	0.0191	0.0182	0.016	0.029	0.009	0.0242	0.0224	0.019	0.0096	0.557752874420359	0.8924357122535279	0.012197532907854525	0.2553211368246614	0.5392919110611327	0.7593911593323995	0.919964299092792	0.0	1.0
0.0629	0.1065	0.1526	0.1229	0.1437	0.119	0.0884	0.0907	0.2107	0.3597	0.5466	0.5205	0.5127	0.5395	0.6558	0.8705	0.9786	0.9335	0.7917	0.7383	0.6908	0.385	0.0671	0.0502	0.2717	0.2839	0.2234	0.1911	0.0408	0.2531	0.1979	0.1891	0.2433	0.1956	0.2667	0.134	0.1073	0.2023	0.1794	0.0227	0.1313	0.1775	0.1549	0.1626	0.0708	0.0129	0.0795	0.0762	0.0117	0.0061	0.0257	0.0089	0.0262	0.0108	0.0138	0.0187	0.023	0.0057	0.0113	0.0131	0.9905784475186453	0.6718562384492491	0.5555247989464115	0.8457627811484169	0.3824589022441228	0.5109855540550344	0.06738732920453361	0.0	1.0
0.0335	0.0134	0.0696	0.118	0.0348	0.118	0.1948	0.1607	0.3036	0.4372	0.5533	0.5771	0.7022	0.7067	0.7367	0.7391	0.8622	0.9458	0.8782	0.7913	0.576	0.3061	0.0563	0.0239	0.2554	0.4862	0.5027	0.4402	0.2847	0.1797	0.356	0.3522	0.3321	0.3112	0.3638	0.0754	0.1834	0.182	0.1815	0.1593	0.0576	0.0954	0.1086	0.0812	0.0784	0.0487	0.0439	0.0586	0.037	0.0185	0.0302	0.0244	0.0232	0.0093	0.0159	0.0193	0.0032	0.0377	0.0126	0.0156	0.8448927987341922	0.02646945524858957	0.04581842356648491	0.9405781719078541	0.7651814351432868	0.5152534469869992	0.405344914258259	0.0	1.0
0.0587	0.121	0.1268	0.1498	0.1436	0.0561	0.0832	0.0672	0.1372	0.2352	0.3208	0.4257	0.5201	0.4914	0.595	0.7221	0.9039	0.9111	0.8723	0.7686	0.7326	0.5222	0.3097	0.3172	0.227	0.164	0.1746	0.1835	0.2048	0.1674	0.2767	0.3104	0.3399	0.4441	0.5046	0.2814	0.1681	0.2633	0.3198	0.1933	0.0934	0.0443	0.078	0.0722	0.0405	0.0553	0.1081	0.1139	0.0767	0.0265	0.0215	0.0331	0.0111	0.0088	0.0158	0.0122	0.0038	0.0101	0.0228	0.0124	0.5310724021442051	0.22086401995298421	0.51905155341027	0.47461841515272085	0.7968548185650765	0.984740056202005	0.5687167479860703	0.0	1.0
0.0162	0.0253	0.0262	0.0386	0.0645	0.0472	0.1056	0.1388	0.0598	0.1334	0.2969	0.4754	0.5677	0.569	0.6421	0.7487	0.8999	1.0	0.969	0.9032	0.7685	0.6998	0.6644	0.5964	0.3711	0.0921	0.0481	0.0876	0.104	0.1714	0.3264	0.4612	0.3939	0.505	0.4833	0.3511	0.2319	0.4029	0.3676	0.151	0.0745	0.1395	0.1552	0.0377	0.0636	0.0443	0.0264	0.0223	0.0187	0.0077	0.0137	0.0071	0.0082	0.0232	0.0198	0.0074	0.0035	0.01	0.0048	0.0019	0.816708590336548	0.9901453906847012	0.9565934993171744	0.5833053687547677	0.8909047092991023	0.8567896896832389	0.7262185106707721	0.0	1.0
0.0307	0.0523	0.0653	0.0521	0.0611	0.0577	0.0665	0.0664	0.146	0.2792	0.3877	0.4992	0.4981	0.4972	0.5607	0.7339	0.823	0.9173	0.9975	0.9911	0.824	0.6498	0.598	0.4862	0.315	0.1543	0.0989	0.0284	0.1008	0.2636	0.2694	0.293	0.2925	0.3998	0.366	0.3172	0.4609	0.4374	0.182	0.3376	0.6202	0.4448	0.1863	0.142	0.0589	0.0576	0.0672	0.0269	0.0245	0.019	0.0063	0.0321	0.0189	0.0137	0.0277	0.0152	0.0052	0.0121	0.0124	0.0055	0.021181782209746203	0.9336549443154408	0.02692685325794264	0.8909932658667966	0.9017368069681239	0.025953722393436962	0.28983668948988395	0.0	1.0
0.0116	0.0179	0.0449	0.1096	0.1913	0.0924	0.0761	0.1092	0.0757	0.1006	0.25	0.3988	0.3809	0.4753	0.6165	0.6464	0.8024	0.9208	0.9832	0.9634	0.8646	0.8325	0.8276	0.8007	0.6102	0.4853	0.4355	0.4307	0.4399	0.3833	0.3032	0.3035	0.3197	0.2292	0.2131	0.2347	0.3201	0.4455	0.3655	0.2715	0.1747	0.1781	0.2199	0.1056	0.0573	0.0307	0.0237	0.047	0.0102	0.0057	0.0031	0.0163	0.0099	0.0084	0.027	0.0277	0.0097	0.0054	0.0148	0.0092	0.7107960436640908	0.844235173768194	0.8093658830421561	0.4859064063571583	0.38715935782358635	0.7009709948928943	0.03260305918461093	0.0	1.0
0.0331	0.0423	0.0474	0.0818	0.0835	0.0756	0.0374	0.0961	0.0548	0.0193	0.0897	0.1734	0.1936	0.2803	0.3313	0.502	0.636	0.7096	0.8333	0.873	0.8073	0.7507	0.7526	0.7298	0.6177	0.4946	0.4531	0.4099	0.454	0.4124	0.3139	0.3194	0.3692	0.3776	0.4469	0.4777	0.4716	0.4664	0.3893	0.4255	0.4064	0.3712	0.3863	0.2802	0.1283	0.1117	0.1303	0.0787	0.0436	0.0224	0.0133	0.0078	0.0174	0.0176	0.0038	0.0129	0.0066	0.0044	0.0134	0.0092	0.8199471161028243	0.2389092317088698	0.3238240155927462	0.6115438602928306	0.5026284868841149	0.3131390462667365	0.49647382910646154	0.0	1.0
0.0428	0.0555	0.0708	0.0618	0.1215	0.1524	0.1543	0.0391	0.061	0.0113	0.1255	0.2473	0.3011	0.3747	0.452	0.5392	0.6588	0.7113	0.7602	0.8672	0.8416	0.7974	0.8385	0.9317	0.8555	0.6162	0.4139	0.3269	0.3108	0.2554	0.3367	0.4465	0.5	0.5111	0.5194	0.4619	0.4234	0.4372	0.4277	0.4433	0.37	0.3324	0.2564	0.2527	0.2137	0.1789	0.101	0.0528	0.0453	0.0118	9.0E-4	0.0142	0.0179	0.0079	0.006	0.0131	0.0089	0.0084	0.0113	0.0049	0.1678164055689898	0.7605895590116623	0.5182176017247108	0.08894340608660734	0.07453838334376639	0.42082285758147053	0.1946341883604482	0.0	1.0
0.0599	0.0474	0.0498	0.0387	0.1026	0.0773	0.0853	0.0447	0.1094	0.0351	0.1582	0.2023	0.2268	0.2829	0.3819	0.4665	0.6687	0.8647	0.9361	0.9367	0.9144	0.9162	0.9311	0.8604	0.7327	0.5763	0.4162	0.4113	0.4146	0.3149	0.2936	0.3169	0.3149	0.4132	0.3994	0.4195	0.4532	0.4419	0.4737	0.3431	0.3194	0.337	0.2493	0.265	0.1748	0.0932	0.053	0.0081	0.0342	0.0137	0.0028	0.0013	5.0E-4	0.0227	0.0209	0.0081	0.0117	0.0114	0.0112	0.01	0.04680684610232266	0.8825356984807546	0.47121741310002485	0.14983360155905712	0.9143107531318536	0.6263382966494656	0.226685994548244	0.0	1.0
0.0264	0.0071	0.0342	0.0793	0.1043	0.0783	0.1417	0.1176	0.0453	0.0945	0.1132	0.084	0.0717	0.1968	0.2633	0.4191	0.505	0.6711	0.7922	0.8381	0.8759	0.9422	1.0	0.9931	0.9575	0.8647	0.7215	0.5801	0.4964	0.4886	0.4079	0.2443	0.1768	0.2472	0.3518	0.3762	0.2909	0.2311	0.3168	0.3554	0.3741	0.4443	0.3261	0.1963	0.0864	0.1688	0.1991	0.1217	0.0628	0.0323	0.0253	0.0214	0.0262	0.0177	0.0037	0.0068	0.0121	0.0077	0.0078	0.0066	0.5747967043106078	0.20882250395269164	0.916477435987462	0.9890906492580541	0.9329728659631163	0.11343305057461583	0.913085895478107	0.0	1.0
0.021	0.0121	0.0203	0.1036	0.1675	0.0418	0.0723	0.0828	0.0494	0.0686	0.1125	0.1741	0.271	0.3087	0.3575	0.4998	0.6011	0.647	0.8067	0.9008	0.8906	0.9338	1.0	0.9102	0.8496	0.7867	0.7688	0.7718	0.6268	0.4301	0.2077	0.1198	0.166	0.2618	0.3862	0.3958	0.3248	0.2302	0.325	0.4022	0.4344	0.4008	0.337	0.2518	0.2101	0.1181	0.115	0.055	0.0293	0.0183	0.0104	0.0117	0.0101	0.0061	0.0031	0.0099	0.008	0.0107	0.0161	0.0133	0.3792195293640024	0.8662727719996577	0.6352052554225099	0.2455288172256781	0.8403575763891443	0.3981812173580782	0.5884736936635002	0.0	1.0
