TEMP	HUMID	SOLAR	WIND	!WBE
70.5	0.0145	0.7	7.08	589.66
69.7	0.0147	0.7	5.96	571.43
69.2	0.0151	0.9	6.24	562.23
69	0.0153	0.7	7.18	557.83
69.5	0.0155	0.7	7.97	552.19
69.7	0.0156	0.7	8.58	552.62
69.9	0.0156	0.7	7.28	550.25
69.9	0.0158	0.7	5.73	548.53
69.8	0.0158	2.8	6.43	545.14
70.2	0.0159	42.6	6.6	538.08
70.8	0.0159	75.1	6.79	548.29
71.3	0.0159	68.7	5.01	561.06
69.7	0.0148	128.5	3.82	579.32
69.7	0.0144	175.1	3.5	597.92
69.8	0.0144	223.4	6.5	610.25
71.4	0.0139	334.7	5.87	625.43
72.7	0.013	259.1	7.28	631.68
72.8	0.0124	133.9	11.07	637.31
71.9	0.0123	104.6	13.42	632.27
70.3	0.0137	11.6	11.43	624.92
69.9	0.0137	0.5	11.64	619.17
69.3	0.0138	0.6	11.72	642.38
68.7	0.0126	0.6	11.19	645.66
67.5	0.0132	0.7	10.74	630.45
67.7	0.0142	0.7	9.62	616.49
68.5	0.0149	0.7	7.13	609.91
69	0.015	0.6	6.62	585.22
69.3	0.0153	0.7	5.08	573.15
69.5	0.0154	0.6	4.45	567.87
69.4	0.0155	0.6	5.21	565.44
69.5	0.0156	0.6	5.46	556.38
69.5	0.0156	0.6	4.3	557.44
69.7	0.0157	2.7	4.89	586.63
69.8	0.0158	56.3	5.35	706.82
71	0.0162	103.6	6.33	860.32
70	0.015	17.7	6.26	917.77
64.5	0.013	8.7	3.57	934.4
64.5	0.013226	11.9	3.27	946.46
64.4	0.013308	44.8	7.96	930.78
57.9	0.006424	73.1	14.27	969.51
56	0.005464	30.2	13.16	969.63
55.6	0.007129	53.3	9.46	923.36
55.7	0.006249	14.3	11.07	808.58
55.2	0.00728	1.4	9	756.17
55	0.00749	1.4	6.5	751.87
54.8	0.006394	1.5	5.87	742.87
54.2	0.004837	1.5	4.29	732.8
53.2	0.004586	1.7	4.85	704.28
52.2	0.003866	1.7	6.98	647.84
51.6	0.003715	1.8	6.66	603.86
50.3	0.003565	2.1	6.33	603.96
49.1	0.0067	2.2	4.25	609.08
47.8	0.0056	2.3	3.38	615.4
46.8	0.0053	2.5	3.03	620.03
46.2	0.0053	2.6	1.94	631.52
45.4	0.0054	7.9	2.1	671.79
46.1	0.0053	124.1	4.11	737.84
50.7	0.0049	332.8	6.05	876.07
54.6	0.0039	467	7.87	927.39
56.8	0.0035	604.6	7.67	941.76
59	0.0033	694.4	7.22	950.73
61.5	0.0033	714.4	5.95	943.98
63.1	0.0033	632.9	6.16	962.22
64.3	0.003	466	5.13	975.74
65.8	0.0023	411.8	5.18	987.59
65	0.0023	76.8	2.56	933.24
64	0.0029	10.6	2.18	810.8
62.6	0.0034	1.1	1.79	740.4
61	0.0038	1.4	1.52	715.26
59.6	0.0042	1.4	1.16	713.74
58.8	0.0043	1.5	2.45	697.16
58.5	0.0044	1.5	2.38	659.5
57	0.0049	1.5	2.7	632.63
56.6	0.0047	1.6	2.65	596.86
56	0.0049	1.6	1.95	576.96
55	0.0052	1.6	1.89	566.61
54.9	0.0054	1.7	0.35	556.64
54.6	0.0056	1.7	1.81	555.67
53.7	0.0061	1.8	2.6	561.89
53.3	0.0064	3.7	3.68	599.29
54.2	0.0066	31.1	4.03	701.89
55.8	0.0067	79.4	5.3	854.67
58.4	0.0067	249.3	6.61	928.74
62	0.0067	279.6	4.28	937
64.6	0.0064	235.4	3.56	945.6
66.2	0.0056	238.1	1.93	931.45
67.6	0.0062	264.4	2.75	944.37
69	0.0063	352.8	4.52	959.52
68.7	0.0065	170.7	5.38	949.43
67.8	0.0071	87	6.32	908.52
67.1	0.0077	21.9	5.41	793.22
65.8	0.0082	0.7	2.87	741.77
63.8	0.0085	1	3.64	708.31
61.8	0.0086	1.2	3.48	707.13
59.6	0.0087	1.4	4	687.72
57.8	0.0085	1.6	5.28	664.69
57	0.0083	1.7	3.76	640.63
56.8	0.0078	1.6	10.94	607.97
55	0.0062	1.7	13.45	589.64
53.1	0.0058	1.7	12.34	579.64
51.9	0.0055	1.8	12.75	562.04
51.1	0.0051	2	11.16	556.22
49.6	0.0048	2.1	12.7	558.12
48.1	0.0049	5.6	11.34	591.98
47.7	0.0049	99.5	11.43	687.62
49.2	0.0049	288.8	12.75	846.97
51.5	0.0047	483.6	13.12	905.54
54.3	0.0045	634.4	13.29	928.3
56.8	0.0044	727.6	13.46	946.31
58.8	0.0043	750	12.29	932.94
60	0.0041	698.3	13.1	953.41
60.9	0.004	581.7	11.98	973.4
61.9	0.0039	408.4	9.61	961.22
61	0.0038	202	9.95	919.85
59.2	0.004	27.5	6.91	813.56
57	0.0043	1.5	4.42	753.13
55.3	0.0043	1.7	5.83	714.72
53.1	0.0042	1.8	6.5	726.81
51.2	0.0043	2	5.84	720.02
49.6	0.0044	2.2	4.79	693.27
48.9	0.0043	2.2	4.3	638.36
47.6	0.0041	2.5	6.57	584.03
46.9	0.0041	2.5	4.09	569.45
45.4	0.0041	2.6	4.05	559.73
44.6	0.004	2.7	5.55	555.34
44.2	0.0039	2.8	3.56	552.46
42.8	0.0039	2.8	4.85	559.33
41.8	0.0041	7	4.1	589.49
42.7	0.004	108.5	0.78	682.75
46.8	0.004	311.3	2.87	842.08
51.7	0.0036	507.5	3.33	908.82
55.6	0.0029	661.2	2.1	942.29
58.3	0.0025	750.5	2.11	959.1
60.8	0.0021	767.6	1.6	936.46
63.3	0.0017	703.7	1.38	941.44
64.3	0.0011	601.7	2.61	947.26
65	0.0011	417.7	4.57	929.76
64.8	0.002	196.1	3.76	881.28
63.7	0.0025	18.9	3.31	745.69
62.8	0.0026	1.2	3.27	675.88
61.6	0.0029	1.2	5.67	654.16
61.7	0.0031	1.2	5.39	655.12
59.5	0.0037	1.4	5.69	639.57
56.4	0.0065	1.5	5.69	625.77
55.1	0.0072	1.7	4.24	612.49
55.3	0.0075	1.8	5.16	593.01
55.5	0.0077	1.7	5.2	556.83
55	0.0077	1.7	3.23	542.58
54.1	0.0078	1.8	2.98	534.37
53.7	0.0079	1.8	4.64	532.62
52.7	0.0078	2	4.9	528.39
52.8	0.0081	4.8	4.52	526.67
54.6	0.0084	83.4	6.03	527.33
58.5	0.009	244.2	4.39	540.9
64.8	0.0095	441.6	5.93	569.47
69.2	0.0091	556.8	6.54	590.2
71.7	0.0091	472.3	6.9	596.01
72.7	0.0092	400.6	6.71	599.26
73.2	0.0096	236.4	5.93	604.1
74	0.0098	186.8	6.63	596.14
74.2	0.0104	256.1	7.59	601.78
74	0.0109	109.2	6.58	596.98
72.9	0.0117	13.1	6.18	582.34
71.4	0.0126	0.5	7.09	575.5
71	0.013	0.5	6.86	572.67
71	0.0136	0.6	5.62	574.77
71.2	0.0146	0.5	10.41	568.8
71.1	0.0153	0.5	10.35	566.75
71	0.0157	0.5	10.43	555.35
71.3	0.016	0.5	10.12	542.08
71.5	0.016	0.5	9.97	527.61
71.7	0.0162	0.5	10.62	524.12
71.5	0.0165	0.5	10.26	524.65
71.5	0.0168	0.5	8.43	523.37
71.9	0.017	0.5	9.51	524.05
72.5	0.0173	1.2	9.73	522.18
72.7	0.0172	18.4	9.05	510.19
73	0.0172	35.5	9.07	513.17
74.1	0.0172	84.1	8.3	521.81
76.1	0.0168	188	8.18	547.33
77.1	0.0161	169.7	7.31	571.65
79.7	0.0146	200	8.43	595.6
81.2	0.0138	254.4	10.3	619.98
80.8	0.0142	147.3	12.45	630.54
80.2	0.0147	119.7	7.89	624.22
80.2	0.0146	82.4	8.05	620.9
78.9	0.0155	11.1	7.34	608.09
77.5	0.0165	0.3	4.59	593.09
76.5	0.017	0.3	6.91	603.73
75.4	0.0171	0.4	4.25	605.59
74.9	0.0176	0.4	4.75	607.76
74.8	0.0184	0.4	6.83	593.45
74.8	0.0187	0.4	5.95	575.37
74.7	0.0184	0.5	6.07	555.47
74.2	0.0183	0.5	3.24	542.29
73.6	0.018	0.5	4.77	538.07
74	0.0182	0.5	8.56	534.54
74.2	0.0183	0.5	8.3	530.89
73.5	0.0179	0.5	5.82	534.53
73	0.0176	2.6	6.21	568.78
73.7	0.0181	77	8.12	676.48
74.7	0.0186	157	7.47	834.51
77.2	0.0188	314.7	7.09	893.12
80.8	0.0163	353.3	9.71	913.79
82.9	0.0151	568	10.66	927.76
85.3	0.0137	692.9	11.09	917.41
86.1	0.0128	506	11.33	923.02
87.2	0.0119	439.2	9.4	947.07
87	0.012	292.2	9.81	939.66
85.1	0.0135	147	9.59	898.93
83.2	0.0136	16.2	10.32	796.72
80.9	0.0145	-0.1	8.4	740.42
79	0.0152	0.1	6.29	725.46
77.4	0.0159	0.3	8.14	716.38
76.2	0.0168	0.3	8.84	707.75
75	0.0174	0.4	7.45	676.63
74.2	0.0181	0.4	7.7	637.81
73.3	0.0178	0.5	7.75	600.95
72.9	0.0176	0.5	9.22	572.49
73.3	0.0178	0.5	9.67	557.12
74.1	0.0183	0.5	5.67	547.9
74.7	0.0187	0.4	2.6	539.16
75.2	0.0189	0.4	4.76	541.98
75.5	0.0189	1.2	4.5	576.35
75.8	0.0181	13.6	6.38	677.07
76.2	0.018	26.7	6.12	852.82
76.9	0.0177	128.5	7.18	917.92
78.6	0.0168	213.7	9.96	933.82
80	0.0163	244.9	9.85	938.07
81.4	0.015	385.5	12.42	937.89
83.1	0.0139	420.6	10.45	953.12
84.9	0.0131	444	10.18	964.99
85.6	0.0127	228.6	8.1	974.12
85.2	0.0132	81.6	5.04	931.55
83.8	0.0134	8.4	5.87	820.25
82.7	0.0136	-0.3	6.8	755.03
80.4	0.0161	-0.2	9.2	724.59
79	0.0169	-0.1	9.23	722.45
77.4	0.0175	0	8.92	702.14
76.1	0.0184	0	11.26	686
76	0.0192	0.1	11.23	663.9
76.4	0.0189	0.1	9.79	600.3
76.9	0.0184	0	7.12	574.15
76.4	0.0182	0	6.85	564.16
75.9	0.018	0	7.96	557.9
75.2	0.0186	0.1	5.09	554.1
74.7	0.0187	0.1	4.96	553.88
74.2	0.0184	0.4	6.38	590.68
74.5	0.0185	47	4.4	673.46
75.6	0.0189	139.5	8.41	842.19
77	0.0175	266.4	12.12	923.52
80.1	0.0139	564.6	12.69	947.86
82.5	0.0108	644.6	11.61	952.05
85.3	0.0072	709.5	12.33	933.61
87.3	0.0033	664.6	10.94	946.66
87.3	0.0019	557.3	13.35	962.65
82.8	0.0009	386.4	13.07	964.35
80.8	0.0012	180	11.22	925.1
77.1	0.0026	17	12.14	802.74
73.2	0.0026	0.3	8.6	751.05
70.4	0.0023	0.5	8.17	746.56
67.8	0.0022	0.6	6.09	755.46
65.3	0.0022	1	6.14	737.18
63.5	0.0023	1.1	9.45	714.29
61	0.0026	1.2	10.37	694.91
59.5	0.0026	1.4	9.57	634.87
58.8	0.0025	1.5	7.36	608.51
56.3	0.0028	1.6	7.14	594.16
54.2	0.003	1.8	5.97	585.49
52.6	0.0032	2.1	5.37	582.37
50.6	0.0035	2.2	4.38	588.14
49.6	0.0037	4.8	1.13	630.06
50.7	0.0035	96.3	1.24	716.23
56.5	0.0028	296.6	1.74	859.77
61.5	0.0021	490.4	2.43	932.72
66	0.0008	643.2	1.51	964.73
68.7	0.0002	720.3	2.41	984.02
71.3	0.003883	750.5	2.25	969.97
73.2	0.003645	697.3	4.67	971.24
74.8	0.00375	578.2	5.33	987.69
75.9	0.004262	403.5	6.8	991.9
75.8	0.006466	197.1	6.29	942.14
74.2	0.010102	21.6	5.26	820.88
72.8	0.009626	0.4	5.69	772.66
70.7	0.0002	0.5	6.59	757.57
68.8	0.001	0.6	6.89	766.29
66.8	0.0008	0.7	7.96	758.47
64.9	0.0014	0.9	8.75	718.63
63.7	0.0017	1	8.68	677.02
62.5	0.0021	1.1	7.01	660.39
59.6	0.0026	1.4	3.61	664.82
57.5	0.0032	1.5	6.21	660.72
55.8	0.0042	1.5	7.66	658.8
55.6	0.0047	1.6	7.24	660.26
55	0.005	1.6	6.02	659.53
53.7	0.0051	4	5.81	666.69
55.1	0.0049	85.5	3.92	726.55
57.6	0.005	273.2	5.12	855.86
63.3	0.0043	445	5.75	911.56
68.2	0.0027	608.5	6.42	938.96
71.5	0.0024	690	6.15	946.16
74.8	0.0011	732.5	3.09	926.47
76.5	0.0002	678.3	2.59	942.06
77.3	0.0004	569	4.65	950.06
77.4	0.004117	388.4	3.8	941.64
76.7	0.006618	186.1	3.07	897.82
74.6	0.0001	19.7	3.79	755.92
72.8	0.0004	0.4	4.56	699.35
71.7	0.0005	0.6	4.76	667.06
70.2	0.0008	0.6	5.53	647.92
66.6	0.0017	0.7	5.92	641.87
62	0.003	1	6.13	607.45
61.3	0.0037	1.1	7.01	595.04
60.6	0.0046	1.2	6.15	585.5
58.9	0.0051	1.2	8.33	576.3
58	0.0059	1.5	5.26	566.53
57.5	0.0064	1.5	5.8	561.93
58	0.0066	1.5	6.32	560.03
56.1	0.0064	1.6	1.06	559.11
52.4	0.0062	3.8	0.59	555.2
51.9	0.006	81.2	0.98	546.7
56.3	0.0065	269.3	0.37	566.61
63.6	0.0076	457.2	2.38	593.63
68.8	0.0079	606.1	5.6	607.85
72	0.0057	695.4	6.97	621.26
74.8	0.0039	713	7.71	632.93
76.4	0.0036	656.8	6.41	647.03
77.7	0.0022	542.6	5.99	650.57
78.1	0.002	372.3	5.19	650.84
77.7	0.0026	170	3.59	650.55
75.6	0.0034	16	3.21	627.2
73.6	0.0039	0.4	4.03	611.82
72.3	0.004	0.5	4.76	585.96
68	0.0071	0.7	6.17	596.81
66.2	0.0091	0.9	5.67	597.6
64.7	0.0102	1	4.44	598.6
63.7	0.0109	1	3.33	587.16
63.2	0.0114	1.1	3.88	565.02
62.4	0.0115	1.1	2.59	553.91
61.8	0.0117	1.2	2.6	547.94
60.3	0.011105	1.2	2.82	544.63
58.5	0.010527	1.5	3.13	542.67
56.9	0.009854	1.2	2.56	542.94
56.9	0.009794	2.8	5.43	535.65
56.6	0.010376	64.8	5.01	523.06
59.5	0.010723	254.9	5.27	532.94
66.1	0.0121	416.2	4.23	553.47
71.6	0.0107	463.1	4.79	565.18
73.6	0.0099	548.5	5.35	569.73
75.1	0.0086	496.3	5.1	576.25
76.6	0.0078	486	5.3	601.04
78	0.0072	525	6.44	612.02
78.2	0.0069	294.7	5.57	622.21
77.6	0.0071	138.7	6.24	621.52
75.8	0.0077	11.9	5.9	610.84
72.8	0.0092	0.3	8.43	607.78
70.7	0.0097	0.5	8.81	608.08
69.5	0.0099	0.6	6.94	618.04
67.8	0.0102	0.7	5.47	625.02
66.3	0.0111	0.9	5.46	620
65	0.0124	0.9	5.44	608.06
65.1	0.0132	0.9	6.25	582.98
66	0.0134	0.9	4.99	566.15
66.3	0.0135	0.9	4.89	552.01
65.9	0.0136	0.7	5.36	551.74
65.7	0.0136	0.9	5.06	548.94
66.2	0.0139	0.9	3.28	552.21
66.2	0.0139	3.1	3.64	599.23
66.3	0.014	26.2	4.18	686.56
67	0.0143	53.6	6.05	846.67
67.8	0.0146	108.2	7.75	910.3
69.2	0.0143	166.3	8.25	932.68
72	0.0129	248.6	11.64	935.56
72.8	0.0119	55	15.76	921.29
67.4	0.0117	63.6	12.38	928.13
70	0.0106	526.5	7.85	956.19
72.5	0.0107	197.3	6.96	954.77
72	0.0102	95.6	8.08	933.34
70.8	0.0103	19.2	5.69	814.34
69.5	0.0106	0.5	2.15	757.86
69.2	0.01	0.6	2.33	747.14
67.2	0.0109	0.6	5.28	742.21
67.2	0.0114	0.6	7.05	729.53
66.6	0.0126	0.7	6.39	696.54
67	0.0139	0.6	6.89	654.6
67	0.0143	0.7	6.39	620.49
67.6	0.0146	0.6	6.71	600.69
68	0.0148	0.6	7.64	591.24
68.8	0.0153	0.5	7.88	591.34
69	0.0154	0.5	7.2	578.47
69.6	0.0157	0.5	6.3	580.87
69.9	0.0159	1.1	6.62	614.22
70.2	0.016	23.6	7.43	704.52
71	0.0165	100.7	7.53	848.48
73	0.0165	164.6	7.08	910.2
75.7	0.0153	368.4	8.69	942.33
78.1	0.0138	576.8	10.43	945.43
80.6	0.0122	651.5	11.53	930.44
82.4	0.0112	623.2	10.68	946.17
83.7	0.0103	508	10.21	963.49
85.1	0.0099	356.2	9.09	973.98
84.2	0.0097	164.4	9.96	946.46
81.7	0.0101	11.4	7.52	825.18
79.2	0.0113	-0.3	5.72	764.74
77.3	0.0125	-0.1	10.35	737.8
75.5	0.0156	-0.1	11.68	750.01
73.7	0.0167	0	10.57	702.57
73.5	0.0171	0	9.84	683.78
74	0.0168	0	9.32	660.66
74.4	0.0163	0	11.12	627.54
74.8	0.0164	-0.1	10.71	610.89
74.7	0.0165	0	11.04	603.19
74.8	0.0167	0	9.32	593
74.7	0.0163	-0.1	10.07	588.97
74.6	0.0166	0	8	593.76
74.5	0.0171	2	6.39	635.56
73.8	0.017	95.8	5.87	724.89
71	0.0115	83.8	16.55	861.53
61.3	0.0061	314.7	17.73	920.35
61.6	0.0048	422.6	17.88	950.04
63.4	0.0039	653.4	16.94	972.76
65.2	0.0033	679.3	18.24	955.02
65.9	0.0022	639.3	19.01	972.67
66.2	0.0014	529.4	19.4	995.34
65.3	0.0014	358.6	18.29	991.75
63.1	0.0014	144.4	16.27	960.91
60.4	0.0013	7	11.95	852.76
58.5	0.0012	1.1	10.85	774.93
56.8	0.0013	1.2	10.22	745.46
55.9	0.0013	1.4	11.54	743.81
54	0.0014	1.5	10.06	741.16
51.8	0.0017	1.6	8.07	716.09
49.8	0.002	1.8	8.36	668.57
48.4	0.002	2	7.3	632.03
47	0.0021	2.1	5.85	619.8
46.4	0.002	2.2	5.45	598.86
44.5	0.0022	2.3	5.51	589.63
43.4	0.0023	2.5	4.33	583.88
43.4	0.0022	2.5	6.28	586.43
41.9	0.0025	3.8	7.36	627.46
41.7	0.0027	76.8	7.64	714.96
44.3	0.0026	263	9.59	870.08
46.5	0.0024	447.4	11.26	944.3
48.4	0.0018	593.9	10.15	958.01
50.3	0.0015	683.7	8.19	971.81
52	0.001	705.1	9.07	962.1
52.9	0.0007	655.4	7.82	970.39
54	0.0008	539.7	6.75	984.69
54.3	0.0006	371.8	6.57	976.66
53.3	0.0006	172.2	6.55	953.97
51.4	0.0009	6.2	3.6	833.56
49.1	0.0011	1.8	3.98	751.17
47.7	0.0012	2.1	2.2	733.31
46.9	0.0013	2.3	1.49	745.66
44.6	0.0015	2.2	3.34	710.18
43.2	0.0017	2.3	4.14	676.59
42.4	0.0018	2.3	4.97	656.08
41.2	0.0021	2.6	4.55	628.34
40.7	0.0021	2.6	4.7	613.78
40	0.0024	2.6	4.25	615.38
39.5	0.0024	2.6	4.12	611.01
39.7	0.0023	2.7	5.09	601.99
39.9	0.0024	2.7	6.08	596.67
39.9	0.0027	2.9	7.2	621.81
40.4	0.0027	36.5	8.36	694.84
42.7	0.0022	161.4	10.44	851.68
46.5	0.0015	203.2	10.01	937.81
48.9	0.0013	196.8	10.96	967.8
51.4	0.0015	256.6	11.54	978.77
52.9	0.0023	152.2	10.6	961.2
54	0.0029	50.7	9.23	971.55
54.3	0.0037	39.2	10.7	985.65
52.6	0.0042	26	11.18	966.46
51.8	0.0041	10.4	10.65	922.6
51.9	0.0039	2.2	8.79	774.3
51.8	0.004	1.5	7.7	709.28
51.6	0.0042	1.5	9.03	692.28
50.8	0.0045	1.6	8.69	679.44
49.4	0.0053	1.7	8.96	673.19
48.9	0.0058	1.8	9.55	627.21
47.5	0.0067	2	7.78	610.84
47.3	0.003447	1.8	8.34	597.28
47.8	0.00385	1.8	7.4	589.02
47.9	0.004049	1.7	7.28	585.18
48.5	0.004509	1.7	7.42	578.04
48.6	0.00476	1.7	6.26	574.16
48.3	0.004985	1.7	5.56	570.92
48.8	0.005051	2	5.75	568.84
48.7	0.005185	15	5.7	563.18
48.8	0.005432	52.4	4.09	571.86
49.3	0.005413	81.6	3.08	609.66
50.7	0.005257	82.6	1.48	644.01
51.4	0.005559	80.7	2.33	669.03
52	0.005496	125.6	2.46	670.5
53.4	0.0082	212	6.76	676.75
54.3	0.0076	128	8.01	670.12
53.6	0.007	69	7.75	689.54
53.7	0.0066	17	5.54	676.33
53.4	0.0064	5.9	6.63	661.58
53	0.007	1.5	6.31	656.18
52.6	0.0075	1.5	3.24	629.05
52.3	0.0076	1.6	4.15	632.43
52.3	0.0074	1.6	4.64	634.34
52.3	0.0069	1.6	5.8	626.83
51.9	0.0066	1.6	5.17	610.44
51.6	0.0067	1.7	4.09	603.13
51.8	0.0067	1.6	3.93	595.02
51.9	0.0067	1.6	5.27	584.8
51.8	0.0067	1.7	6.98	580.05
51.9	0.0066	1.6	4.43	574.04
52.2	0.0067	1.6	5.59	574.24
52.4	0.007	1.8	4.27	571.06
53.1	0.0073	7	4.54	556.18
53.2	0.0078	45	4.1	559.56
53.1	0.0086	70.9	3.82	571.59
54.3	0.009	101.2	4.08	588.85
55.3	0.0094	106	3.61	607.16
56.8	0.0099	124.6	5.91	613.18
57.8	0.006452	125.3	8	641.23
58.8	0.005622	147	9.73	657.47
59.5	0.007721	35.8	7.31	663.98
59.2	0.006433	13.6	4.6	662.93
59.1	0.006263	2.1	4.17	663.58
59.4	0.005737	1	2.75	655.14
59.6	0.005501	1	2.06	665.31
59.6	0.005171	1	4.68	667.79
59.5	0.004901	0.9	4.46	664.55
59.3	0.003931	0.9	3.98	652.25
59.1	0.006887	1	5.5	632.03
59	0.006651	1	3.67	599.36
58.9	0.00805	1	3.25	581.64
59	0.007824	1	1.94	574.29
58.9	0.007819	1	2.37	566.29
58.8	0.008711	1	1.25	565.14
58.6	0.008481	1	0.25	568.56
58.6	0.008717	1	0.59	605.69
58.6	0.008454	19.2	1.86	696.64
59	0.007861	42.6	1.26	845.21
59.6	0.007546	79.7	2.42	917.4
60.1	0.007533	115.8	1.61	946.53
61.1	0.007281	152.4	0.39	944.84
62.8	0.007364	147.5	0.54	936.44
64.1	0.0129	147.5	0.7	949.46
64.3	0.007122	88.7	1.32	960.91
64	0.007334	44.1	1.65	959.87
63.8	0.007455	21.9	1.02	931.43
63.6	0.008835	1.6	1.73	819.33
63.5	0.008866	0.6	2.04	762.17
63.5	0.006983	0.6	0.87	755.94
63.1	0.005594	0.6	0.6	757.55
62.8	0.005548	0.6	1.27	730.98
62.8	0.005944	0.5	2.65	707.45
63	0.009574	0.5	1.32	659.48
63.3	0.010036	0.5	1.29	633.86
63	0.010107	0.5	1.43	605.95
62.8	0.009761	0.6	0.57	596.39
63	0.010147	0.6	6.5	590.76
63.1	0.011003	0.6	5.48	591.88
63.1	0.010969	0.6	5.3	600.99
63.3	0.010925	0.9	3.13	629.2
63.5	0.010662	29.2	3.45	696.06
64.1	0.011033	88.2	3.07	848
64.5	0.01053	120	1.91	907.76
65.2	0.0134	213.4	3.4	906.4
66.3	0.0138	223.2	5.22	913.16
67.8	0.0135	262	5.27	931.58
69.2	0.0132	235.1	4.72	943.25
69.6	0.0134	152.2	5.78	941.97
70.1	0.0134	147.3	6.04	945.17
71	0.0126	105.3	6.17	916.52
69.9	0.0125	8.4	7.9	820.62
67.7	0.0128	0.1	7.89	768.56
67.2	0.0128	0.1	5.49	740.93
67.3	0.013	0.3	5.95	730.97
67	0.013	0.3	6.83	710.47
66.6	0.0135	0.3	8.31	695.97
66.5	0.014	0.3	8.3	650.59
66.7	0.0141	0.3	7.43	633.69
66.7	0.0142	0.3	6.67	617.44
67	0.012545	0.3	5.4	610.1
67.2	0.012829	0.3	3.74	618.21
66.2	0.012314	0.3	8.39	625.15
64.3	0.013	0.4	15.46	624
62.5	0.011467	0.6	8.84	643.72
62.2	0.01171	4.4	3.15	721.75
62	0.011033	7.7	4.55	846.45
61.8	0.009727	10.1	11.07	905.26
62	0.010634	6.5	5.74	923.13
62	0.010454	48.2	4.45	927.67
62.5	0.009148	73.8	5.01	909.26
63.2	0.009712	135.8	7.45	912.96
62.6	0.0122	120.2	14.25	900.99
56.6	0.004537	42.1	18.28	857.05
55	0.00459	63.3	16.18	800.84
54.3	0.005294	4.3	13.75	704.1
50.8	0.004166	1.4	14.68	639.98
48.7	0.0071	1.6	11.88	619.34
48.3	0.0053	1.7	13.69	619.44
47.2	0.0044	1.7	9.05	623.23
45.9	0.0047	2	7.07	582.93
45.4	0.0045	2.1	8.02	571.6
44.6	0.0036	2.1	8.77	565.02
42.4	0.0035	2.2	6.74	560.57
41.3	0.0028	2.3	10.93	557.94
39.8	0.0028	2.6	9.73	557.67
38.2	0.0031	2.7	7.33	555.16
36.6	0.0034	2.7	7.32	553.84
35.5	0.0034	3.6	6.75	552.74
35.4	0.0035	59.4	6.66	543.03
37.5	0.0032	238.3	9.73	546.77
40.3	0.003	421.1	8.86	556.44
42.9	0.0029	569.5	6.9	570.01
45.1	0.0027	659.3	5.72	573.69
47.6	0.0025	682.2	4.6	565.22
49.9	0.0024	635.8	4.47	567.35
51.4	0.0022	524.6	4.34	578
52.3	0.0021	359.1	2.63	574.59
52.5	0.0021	161	1	569.82
51.6	0.0023	12.1	0.46	571.3
50.2	0.0031	1.6	0.03	583.08
49	0.0034	1.8	0.67	577.45
47.9	0.0031	2.1	3.49	576.59
46.7	0.003	2	3.43	578.63
46.2	0.0031	2.2	4.08	568.76
44.9	0.0032	2.1	4.97	569.47
44.1	0.0031	2.3	6.89	564.6
43	0.0033	2.3	4.92	555.63
42.7	0.0033	2.5	6.58	551.05
40.7	0.0035	2.5	8.06	550.77
40.2	0.0036	2.6	7.19	550
39.3	0.0038	2.7	5.56	546.8
38	0.0041	3.2	5.7	547.2
38.6	0.0042	54.3	5.42	529.77
41.9	0.0045	218.5	5.89	535.03
47.4	0.0044	398.6	7.02	548.47
52.9	0.0049	553.4	6.1	565.99
58.1	0.0057	688.1	7.86	575.29
61.3	0.006	672.4	10.16	575.35
64.3	0.006	521.1	10.28	572.56
64.7	0.0062	342.5	9.59	577.53
64.7	0.0065	164.1	6.66	574.18
64	0.0069	54.1	3.99	570.84
64	0.0071	5.9	4.6	565.73
62.6	0.0074	0.6	4.78	587.09
61.5	0.0077	0.9	5.41	599.87
60.8	0.0082	0.9	5.23	593.71
60.5	0.0086	1	4.88	584.7
60.8	0.0089	0.9	5.04	581.79
60.1	0.0091	1	4.55	572.49
59.6	0.0094	1.1	3.94	562.18
59.2	0.0096	1.1	4.28	549.96
58.8	0.0099	1.1	3.69	540.67
58.3	0.0104	1.1	3.01	539.62
59.4	0.0107	1	2.66	537.63
60.5	0.0112	1	3.5	543.16
61.8	0.0116	1	3.23	547.13
62	0.0117	17.7	3.55	535.05
62.8	0.012	127.3	3.93	542
65.8	0.0124	204.1	6.61	553.95
67.8	0.0121	370.8	8.03	574.99
71.4	0.0122	278.6	8.82	593.14
74	0.0117	349.8	8.62	590.29
75.2	0.0112	266.4	7.38	599.33
75.8	0.011	201.5	9.19	595.93
75.9	0.0114	127.8	6.94	603.36
75.1	0.012	43.3	3.37	589.91
73.5	0.012	2.6	5.95	588.74
72.3	0.0127	-0.1	5.5	596.89
71.5	0.014	0	8.23	596.7
70.7	0.0147	0	9.67	580.95
69.8	0.0154	0	9.02	584.44
69.1	0.0154	0.1	6.78	577.06
68.7	0.0152	0.1	6.49	567.88
68.2	0.012469	0.3	5.66	554.84
68.1	0.012971	0.4	5.31	546.75
68.4	0.013174	0.4	2.45	535.43
68.1	0.013303	0.4	1.01	521.19
68.5	0.014221	0.4	3.6	512.58
69.6	0.014416	0.4	2.62	510.79
69.5	0.014204	0.5	2.17	508.52
69	0.014286	37.7	0.29	495.74
69.3	0.014474	215.4	2.07	500.75
71.8	0.0166	221.5	6.21	512.31
73.7	0.0137	544.1	7.47	529
75.5	0.0115	563.6	5.85	547.63
76.9	0.0107	630.5	7.41	574.26
