i1	i2	i3	i4	i5	i6	i7	i8	i9	i10	i11	i12	i13	i14	i15	i16	i17	i18	i19	i20	i21	i22	i23	i24	i25	i26	i27	i28	i29	i30	i31	i32	i33	i34	i35	i36	i37	i38	i39	i40	i41	i42	i43	i44	i45	i46	i47	i48	i49	i50	!o0	!o1
0.82451	1.5679	1.47991	-0.15204	1.99275	0.39851	-0.07368	0.45819	0.34892	0.98519	10.76514	0.50429	3.39448	20.01624	2.20709	6.09741	21.08928	29.93409	11.76777	13.73392	1.32221	1.46085	3.21389	-0.10912	1.98251	0.6788	1.41466	0.50868	1.96389	2.03756	2.37821	2.4947	1.9058	0.16911	2.49074	1.06522	0.30991	0.83984	5.24576	2.18366	1.73317	1.60789	1.90032	1.92548	2.31699	0.65837	1.71828	0.63151	1.07312	1.09336	0	1
1.40741	-0.92929	-2.27917	0.43458	1.24439	-1.19389	1.18639	-0.05171	-1.60184	0.72603	3.57959	30.4255	2.45866	0.00858	27.21439	8.34205	0.03575	13.6073	6.30979	11.16952	2.22975	0.75923	-1.99461	0.53039	3.72995	-1.00631	2.17802	1.36761	-0.36329	3.02687	2.33521	-0.82729	-1.99956	0.57268	1.38863	-0.70546	1.54402	1.12169	0.37381	0.80166	1.89321	-0.69153	-1.52156	0.90792	1.28931	-1.02011	3.04183	0.55808	-1.23114	1.10852	0	1
0.10149	0.60738	-1.36486	-0.61692	0.30634	0.2222	-0.60298	-1.79826	-1.37886	0.70091	20.83686	6.07188	15.01847	0.05674	5.71476	0.06767	2.4412	31.92028	6.77908	0.7675	2.40503	0.67522	-0.63368	2.42756	1.35291	0.45709	-0.52689	-0.56798	-1.06128	0.65734	0.32871	1.35587	-0.93335	0.42431	2.51846	1.17693	1.60149	-1.27168	-0.29863	1.03304	0.26079	0.7465	-0.85016	0.95345	1.25722	1.16802	0.18667	1.3614	-1.25356	1.70182	0	1
0.00352	-0.43744	1.17077	-2.1908	-0.58899	-0.24784	1.27758	0.85767	0.43624	1.09147	11.2913	33.80879	14.71053	3.55534	28.20505	5.19789	1.71443	18.84376	5.55841	2.28738	0.48894	1.0991	1.12962	-1.79927	-0.15791	2.18666	1.26809	1.41452	2.30824	2.2493	0.3361	2.64727	1.09197	-0.46453	0.18372	1.1583	3.80653	1.0531	0.45064	2.06859	2.04128	0.24286	2.07485	-0.58792	-0.3344	0.05148	1.18943	1.50472	1.3555	1.04364	0	1
0.4666	1.38979	-0.59186	-1.5115	-0.15461	0.0488	-0.68801	1.2363	1.42072	2.40296	38.71952	3.94631	5.54517	15.94063	34.06876	10.59248	10.10546	18.45341	17.66575	8.17935	1.64981	1.68129	1.28584	0.43352	1.06346	0.4658	-0.35619	1.25657	1.65368	2.8764	1.00899	1.36404	0.029	-0.09651	0.68718	0.36436	-0.22649	2.07036	2.53626	3.29363	2.00542	1.58466	0.84887	-1.00352	1.3785	0.59495	1.08369	2.17774	1.6381	2.84597	0	1
1.32282	0.3072	-0.22389	-0.16899	-1.94541	1.26491	-0.33603	0.49842	-1.28871	0.96289	6.32586	5.11349	16.82438	3.61237	27.15664	33.95062	15.39746	19.60009	0.84899	1.82758	2.06332	1.94899	2.10093	-0.01749	-1.68327	1.48881	0.82486	0.76629	-1.15796	1.00134	2.08335	0.57742	-0.02282	1.67713	-0.26898	1.27128	0.52506	0.71646	0.75223	0.9124	1.81864	0.53799	0.35994	0.24021	-0.28655	1.19199	0.54217	1.07127	-0.96252	1.69381	0	1
0.00822	-0.81604	0.70273	0.85652	0.96807	0.5629	-1.00736	0.64351	0.11563	1.06339	0.27159	15.79128	3.72511	1.51146	11.38475	7.20371	19.49847	1.00236	8.55278	1.86946	2.48295	-0.54905	1.17132	1.66011	1.4176	1.44092	-0.48159	1.02758	1.2016	2.24475	0.76965	-0.51684	2.04352	1.04926	1.74019	0.64419	-0.37407	1.67436	0.15276	1.08611	0.81773	0.88896	1.00178	1.42568	1.9606	0.99203	-0.2286	2.83595	1.24336	1.49415	0	1
1.03315	-1.02109	0.80238	2.48102	-0.59856	0.56885	0.19597	-0.4347	0.23609	0.56387	15.38553	21.82346	20.33242	3.50686	21.62422	32.49047	33.84228	8.96686	13.20396	7.60925	1.24744	-0.69205	1.58006	4.19589	-0.31065	0.56897	0.38236	-0.31266	0.43588	0.64126	1.08598	-0.3276	1.05809	2.29188	0.37375	1.91998	2.19922	-0.03544	3.18128	3.79068	2.02635	-0.66455	1.23131	2.37584	0.06033	0.54391	0.38209	0.15868	1.52629	0.57712	0	1
-0.17231	0.21534	1.87458	0.26812	-1.02642	-2.54808	-0.90712	-0.77258	-2.08114	-1.00426	11.86065	40.42585	1.85689	0.72545	22.4542	15.64854	34.81293	0.38284	18.11639	9.92029	0.10586	0.98474	2.56543	2.38771	-0.50475	-1.40555	-0.22183	-0.08229	-1.43429	-0.40125	3.24369	1.22276	2.46128	1.68731	-0.84712	0.48826	-0.7124	0.18049	0.608	-0.81211	0.54359	0.9042	3.49651	1.81916	2.06468	-2.34294	0.56929	-0.59012	-0.62419	-0.67091	0	1
0.89313	0.28927	-0.14711	-0.74382	1.07093	-1.68836	-1.37948	0.12593	0.16611	-0.23023	4.56228	9.86125	19.67302	0.23069	8.21401	3.05316	3.87468	15.29033	3.77275	1.53135	1.16924	1.72769	0.71476	0.22562	1.0166	-0.46177	0.68788	0.17314	2.47903	0.33374	1.22176	1.26077	0.1121	-0.44515	1.49471	-1.40692	-0.10454	1.25514	0.4054	0.76065	1.1988	0.63656	-0.03507	0.27039	2.8771	-1.10704	-1.01016	0.66422	0.51386	1.41289	0	1
-1.33366	-1.09382	0.92929	-0.97294	1.01777	1.88541	-0.48453	0.34356	-0.57437	-0.37352	28.72549	0.24636	13.98432	6.24937	35.25287	0.16238	3.7353	8.35569	12.14214	6.53472	-1.0296	-0.61792	1.95937	0.11978	2.16455	2.13087	1.2901	0.45269	-0.47334	1.04351	-1.06026	-1.00555	1.13523	-0.57659	0.98986	2.33989	-0.21075	0.60941	-0.0774	-0.10687	1.59904	-0.96647	1.41955	2.23522	1.70029	2.4672	0.20225	1.14483	-0.4163	0.11341	0	1
1.08044	-1.28748	-0.00049	-1.37359	0.88626	0.44414	-1.3239	0.38467	0.31894	0.17123	5.56913	14.79843	1.30813	11.28693	3.07037	1.4855	11.65679	4.26298	6.84442	0.27269	1.05195	-1.10406	0.07899	-0.62136	1.25755	0.59176	0.43047	0.80565	0.47111	0.34669	1.56189	-0.11063	1.32587	-1.25411	1.18821	2.03085	1.42102	0.48109	0.43411	0.76419	2.36773	-0.9891	1.17534	-0.60816	1.70359	0.88357	-0.14962	0.53286	1.59619	0.2138	0	1
0.9056	-0.37059	1.02292	-0.83054	0.34515	-1.12932	1.53322	-1.48736	1.74177	1.56762	3.96987	11.49566	1.21826	5.2629	2.36985	14.03639	1.67689	13.54877	1.85166	16.9634	2.33098	-0.33034	1.12993	-0.49788	1.54804	-0.23247	2.07054	-0.99573	2.41832	2.08389	1.19635	-0.11374	1.36759	-0.06066	0.49357	-0.8572	1.62693	-1.11454	2.25583	1.92965	1.07513	0.3421	3.93962	-0.49138	0.46443	-0.86985	2.24988	-0.5831	3.09813	3.00716	0	1
0.22699	-0.02336	0.81468	-1.41354	-0.1757	0.72386	0.1935	0.00206	-0.17598	1.26641	22.01153	14.31777	13.90243	27.87351	14.27101	9.08119	0.79833	8.59203	3.23206	3.64079	1.96683	1.61219	0.81212	-1.23814	0.01379	1.87182	0.24132	0.82519	1.43365	2.06114	0.5523	1.78874	0.81728	1.24272	1.18882	1.15275	0.39066	0.54983	-0.0967	1.87667	0.92695	1.92246	3.64794	-1.0052	0.21203	1.17345	1.38213	0.18533	0.29962	1.25037	0	1
0.79109	0.13283	-1.6277	-1.66742	0.61477	-0.78335	0.13006	0.59617	0.56642	0.87421	6.6893	9.23763	17.0966	2.38303	9.06982	5.38302	8.25098	27.1522	2.59549	17.50595	0.88668	0.51307	0.08152	-0.82952	1.59208	1.26778	0.82018	1.22691	0.80904	1.3627	1.65575	0.35577	0.02162	-1.44593	0.70941	1.14578	0.22829	2.96629	1.137	3.67954	0.8149	1.04953	-1.08143	-0.04703	1.08913	0.16869	1.43244	1.41599	1.57833	1.28533	0	1
0.70972	-1.02108	1.73104	1.63859	-1.49795	1.25848	-1.81917	-0.1521	1.11437	1.60351	14.1399	2.1045	9.03695	2.61817	20.92146	6.93377	35.38793	18.2375	1.56653	7.38441	2.56221	3.64252	1.81724	1.70596	-0.41501	2.49094	-0.67049	0.09685	1.40128	3.55984	2.72557	0.9425	1.9897	1.56571	-0.07241	5.11685	-1.09747	0.25471	1.45203	2.95666	0.73069	-0.73817	3.18302	2.63779	-1.17684	1.71268	-1.14916	0.06796	1.3593	1.57776	0	1
-0.11778	-1.54908	-1.10077	-1.56932	0.05954	-1.74295	0.476	0.43028	-2.13222	-1.31898	16.4713	8.14515	8.80021	20.45457	20.42396	3.1133	19.27478	11.41225	22.75344	17.04067	-0.08176	-0.93015	-0.4229	-1.4045	0.29981	-1.59574	1.0376	1.49829	-0.51848	0.71803	1.01309	-0.54898	-0.03867	1.05915	1.04789	-0.61276	1.9208	1.32611	-1.73998	-1.04518	-0.02283	-0.50923	-0.54203	-1.17487	2.03255	-1.53718	1.07608	1.25683	-1.32025	-1.02893	0	1
-0.12439	-1.09254	-0.68357	0.25993	1.31187	-0.93409	-0.15275	0.35142	0.69343	-0.12239	10.82983	4.38627	10.29832	11.28889	0.4626	13.22964	13.86188	27.61885	1.82393	19.21074	-0.016	-0.73735	-0.22406	0.97158	1.47682	-0.58366	0.19179	0.35734	1.30884	0.29603	0.90427	0.41411	0.08368	4.96435	2.5055	0.09853	0.01069	0.87096	0.98701	0.20195	1.14926	-0.19962	-0.53601	0.99831	3.37262	-0.0973	-0.09574	2.26913	0.9938	4.61415	0	1
0.43914	-1.96691	1.15343	-0.92337	-0.84534	0.3719	-0.91356	0.39463	1.71186	-1.21137	2.68112	6.37272	8.78338	10.94309	1.8814	1.70419	5.5685	11.06996	28.71836	2.8233	0.57024	0.16413	1.10466	0.0914	0.88457	0.4582	-0.65883	1.59366	3.35696	-0.47104	1.21195	-0.31818	1.64098	-0.66264	-0.63129	0.60322	1.20761	1.10005	3.02637	-0.40922	1.32461	-1.4417	1.84396	-0.30693	-0.13413	0.79783	-0.68087	0.80865	2.11501	-0.69445	0	1
1.4634	-0.56963	0.43536	0.37489	-0.66129	0.89215	0.46929	0.67559	-0.51574	-0.35358	0.8379	4.06505	0.81433	18.46545	5.14309	1.23999	36.51152	3.47889	32.64174	15.5098	1.44442	0.412	2.57831	0.84388	-0.26928	1.93427	2.13316	0.75632	-0.34406	-0.224	1.87376	0.75905	0.5393	0.94176	3.16519	2.13564	1.56302	1.04348	1.19869	-0.23362	1.54876	2.02064	2.41545	0.35287	-0.01571	2.00634	0.66431	0.78482	-0.20935	-0.13075	0	1
1.48225	0.41681	-0.42052	-0.02958	-1.07512	-0.34426	-1.62383	0.50135	1.0666	0.23226	21.63786	4.82923	4.01701	55.41582	14.86965	0.72032	0.62073	26.82268	36.91333	2.52708	1.47582	0.62026	0.38975	0.8881	-0.82063	-0.11594	1.4301	1.0736	2.29679	0.22225	1.40221	0.4456	2.34128	1.14191	-0.12118	1.02143	-1.17877	1.16215	1.65747	0.53038	1.50955	0.56381	-0.24048	0.06504	-0.91828	-0.28722	-1.44365	1.9073	1.27635	0.39332	0	1
0.14234	0.39618	-0.56129	1.16493	-1.6656	0.46028	-1.17021	0.28745	-0.43869	-0.13043	5.871	1.45683	0.7804	4.07433	0.99935	9.64915	11.83245	9.24731	50.96276	1.34752	1.15558	1.11304	-0.31783	1.61403	1.70832	1.47396	-0.55279	0.26818	0.30884	0.30341	0.34358	0.98561	-0.31458	1.10734	-1.52415	0.81118	-0.77919	0.34427	0.29066	-0.09462	0.78538	0.63389	2.5966	3.67679	-1.34527	2.52067	-0.65715	0.94798	-0.29936	0.23838	0	1
-0.83597	-0.64883	-0.3937	1.83285	-1.50754	0.12474	1.74949	0.27451	1.01904	1.61335	6.64394	6.07086	1.27737	20.5102	14.26134	0.70937	3.08579	2.881	19.48082	0.99031	-0.62117	0.3843	1.25489	2.26424	-1.14797	1.35783	2.19198	1.18634	1.1158	1.95422	-0.69611	0.40035	0.83736	1.77956	0.21537	2.15503	5.31402	1.32385	2.21294	2.12867	-0.39913	-0.41836	0.07968	2.37845	-0.88311	0.30673	2.17274	0.62444	1.50572	4.65594	0	1
-0.01145	-1.5526	-0.31042	-0.43405	0.54846	-0.2528	1.79876	-0.36363	1.07633	1.67581	6.18486	10.83824	0.29395	11.50782	1.53459	14.97329	9.95169	11.23353	1.40899	25.92657	0.04913	-1.22572	0.85396	1.48085	0.55109	1.26936	2.50457	0.83077	1.4692	2.16009	1.30373	-1.3071	2.37302	0.59733	3.16274	1.83496	1.95339	-0.24964	1.04281	4.71052	4.30578	-1.20422	-0.09066	0.16874	0.62926	0.74851	2.95263	0.23269	1.77702	3.84878	0	1
0.26604	-0.8128	0.00917	-0.34821	0.66697	-0.44359	-0.15357	-0.17402	-0.25111	-0.52641	15.89363	5.69404	22.41644	7.81149	6.81205	4.00449	13.7594	5.35736	11.25355	3.67613	0.71765	-0.58189	0.3322	0.51811	2.96769	0.58974	1.7193	0.14076	0.36114	-0.16995	0.36167	-0.49946	1.25566	0.66988	1.55619	-0.12641	0.32404	0.70336	0.31619	-0.36499	1.06145	-0.62979	0.17256	0.23733	0.74169	-0.23867	0.10157	1.34295	-0.1697	1.7238	0	1
0.72564	0.12165	0.09277	-0.05945	-0.03398	-0.78014	-2.16616	1.66113	-0.09722	-0.11067	4.88925	10.80069	6.9392	31.11054	31.87891	9.71268	4.15295	4.01758	10.49827	10.38975	1.23466	0.39451	0.61455	0.21747	2.47635	-0.49272	-1.65316	2.47876	0.09002	0.83247	0.75476	0.29741	1.72001	-0.05204	0.428	-0.3534	-1.94116	1.73581	-0.05027	2.09326	1.93124	2.00656	0.94621	1.13849	0.90519	0.20498	-1.85264	2.49825	0.46874	0.85079	0	1
1.60243	-1.29029	-0.49456	0.42078	0.87607	-0.59176	0.02055	0.45644	-0.45158	-0.10094	20.09982	35.46693	2.80755	0.88602	0.01125	6.547	1.76636	6.89193	13.60007	1.00905	2.67527	-0.97323	-0.22414	0.8878	2.06384	-0.25624	1.63604	0.78385	0.17705	2.53002	3.39786	-0.87826	-0.18431	0.53438	0.88562	1.02049	1.16927	0.43846	2.37228	0.03227	2.33999	1.90473	0.28766	1.50275	1.5293	-0.18897	2.09599	1.31646	-0.29846	0.19099	0	1
-0.00613	-0.63552	1.27265	1.90627	-0.45056	0.83927	0.56944	0.29935	0.06022	-0.33735	2.42117	0.18538	7.99721	3.39237	7.81518	7.45054	5.30445	14.72728	8.92238	2.33989	0.09453	0.13433	1.18083	4.53583	0.03398	1.62082	3.12267	0.31891	0.91353	0.06594	0.36141	-0.52388	1.82303	2.288	0.03108	0.80526	0.6244	1.87903	0.29191	2.62503	1.23164	-0.08283	1.42191	3.45778	0.46919	0.88785	0.73487	0.5746	1.60176	-0.14025	0	1
0.82021	-0.72072	0.63902	-0.69849	-0.88881	0.11505	1.13251	0.00819	0.43479	-1.06721	10.27684	13.29265	2.39935	11.78195	29.54671	10.10142	11.42938	0.23354	16.68769	0.59317	1.76668	-0.44286	1.40921	2.59337	-0.77657	1.58875	3.1886	0.66917	3.19993	1.57952	1.01266	-0.58814	0.6048	0.19345	-0.51003	0.48647	1.11304	1.45121	1.13266	-0.93227	2.41192	-0.47172	2.4628	-0.45992	0.77796	0.49693	2.46577	2.0367	0.8039	0.02116	0	1
-0.77197	1.24489	-1.02924	0.44576	0.09532	-0.91698	1.70853	-0.97117	1.45777	1.09974	10.1073	20.50327	21.91137	3.58634	0.30002	3.11365	3.87108	22.14867	28.28043	11.32148	-0.58884	1.39864	-0.75255	1.3817	1.19215	-0.7889	1.57672	0.91725	2.16737	1.22125	-0.24069	1.61796	-0.77109	0.45889	1.34664	-0.35641	1.87055	-0.3799	2.4777	1.49785	-0.51509	1.60009	-0.70176	1.46772	0.43795	-0.63533	2.97301	0.82396	2.00611	1.27722	0	1
0.12873	-0.05068	-1.59868	-1.20289	-0.75247	0.48373	2.23874	1.13108	1.32351	-1.4197	4.19709	2.5801	13.049	5.7514	5.10791	7.87502	11.76246	11.86991	15.60681	17.68272	2.99186	0.10086	-1.14379	-0.64668	-0.11464	0.50857	4.37092	1.09119	3.9957	-0.3711	0.70076	1.49184	-0.64019	-0.49845	-0.22082	1.34956	4.27699	1.27698	1.85991	1.44704	1.43304	0.92058	-1.46322	-0.57422	-0.47355	0.7829	3.37083	2.33183	1.99167	0.85979	0	1
0.52948	-2.65975	-1.17397	1.48727	1.39294	-1.04501	-0.36048	-1.35014	-0.22099	-0.64204	7.582	1.01907	4.40237	38.42835	5.8809	23.99112	2.10572	12.92133	1.43596	3.45154	0.69834	-2.21455	1.18031	1.66167	1.84353	-0.45867	0.67728	-1.20212	1.58126	-0.01928	0.87994	-1.59423	-0.06801	3.75155	1.44806	-0.09841	-0.2674	-0.30219	-0.19189	0.03519	1.22601	-1.67384	-0.61219	4.86654	3.18141	-0.81083	-0.23564	-0.45137	-0.11579	-0.47608	0	1
0.13385	-2.3862	-0.85886	-1.11326	-1.26658	-0.49725	-1.34339	-1.21141	0.0971	-0.43538	21.08847	3.5873	10.1286	22.14768	34.39203	0.88028	13.74853	1.49933	9.8896	1.10094	1.59409	-2.03208	0.13093	-0.85499	-0.81313	1.34472	-0.8259	-0.41559	0.55447	-0.3197	1.68492	-1.98061	0.13204	0.69732	-0.42564	-0.4302	0.28925	-1.07795	1.56734	-0.33294	1.07773	-2.00725	0.02421	-0.77243	-0.80545	0.65178	-0.32313	-0.64833	0.81037	0.16331	0	1
-0.29764	-1.29003	2.23554	0.35106	0.79633	0.42946	0.50284	-0.92603	0.75997	-0.11495	18.37317	7.2365	3.4895	1.43195	7.01095	31.20583	17.49344	12.10556	0.43474	14.63086	1.29765	-0.27786	2.28053	1.25705	1.95633	2.06636	0.7357	-0.54538	0.97556	0.33032	0.93286	-0.23193	2.89217	0.57972	2.14566	0.66857	1.60596	0.98804	1.5938	1.68318	0.86138	-0.59606	2.99884	0.54601	1.34088	2.09523	1.49399	0.22425	1.34542	1.21276	0	1
0.7824	-0.55571	-0.10261	0.92885	-0.58419	-0.47037	2.75302	0.96579	0.29078	-0.80107	2.54617	0.18856	6.37256	2.04933	24.88665	2.937	0.99428	7.68447	2.49877	20.03288	4.58381	-0.24889	0.22795	2.11562	-0.36203	0.22449	2.97704	1.14721	0.28292	4.14453	3.87044	-0.43449	0.49789	2.70943	-0.43255	-0.4268	3.06339	1.84764	1.37897	0.11182	1.79038	2.94937	-0.08171	0.88725	0.30402	0.04027	2.91206	2.47814	1.08796	0.98958	0	1
0.64222	-1.40362	-1.52213	-0.81103	1.4402	-0.60086	0.81092	-0.24831	0.65526	-0.12814	1.91216	15.80355	11.15978	6.11732	2.59032	32.80531	10.99641	4.37543	1.50723	4.16599	2.34362	-1.04955	-1.11532	-0.39651	3.03735	-0.5373	0.99799	-0.05221	0.93397	-0.11578	1.93279	-0.96918	-1.1846	-0.17714	2.16917	2.19294	1.09261	0.10908	0.82579	0.14097	0.64057	0.24266	-1.3396	0.50304	1.35302	0.12519	0.77397	0.50783	1.94341	0.46681	0	1
-1.31418	0.01525	-0.44459	-2.6677	0.76096	0.36889	-0.3976	0.51277	-0.17227	0.28323	4.75525	17.81271	3.07436	11.44681	10.06132	6.07554	10.60467	1.5453	3.78372	47.7044	0.34101	0.58902	0.15001	-0.68865	1.43105	0.83273	-0.16667	2.13958	0.42269	0.35048	-0.50682	1.63747	0.36793	-2.43404	0.83234	0.628	0.23767	2.31387	2.40821	0.50111	-1.00981	0.38013	0.97313	-0.62888	1.80642	2.23925	0.20938	1.18845	-0.09018	0.77708	0	1
0.81515	-0.66354	0.08905	0.63231	-0.50102	0.17016	-0.37737	0.7916	0.83498	0.75682	1.30823	0.07903	18.28561	11.16184	53.04243	1.23795	42.89562	17.76834	21.79816	2.63623	0.76473	-0.42653	1.72232	1.22372	0.0281	0.85573	0.45888	1.23694	2.35137	2.71493	2.5415	-0.40264	0.13181	2.12204	-0.32322	0.93693	-0.25185	1.11861	2.10283	1.06077	1.90722	0.13361	0.4143	2.17066	-0.10158	3.65102	0.86069	4.84971	0.78457	1.15422	0	1
-0.82149	1.03607	0.49682	1.368	0.62351	-0.0523	1.54184	0.48262	-1.01304	-0.2647	7.32152	6.70864	0.64991	7.29522	14.83814	6.88042	15.01771	25.35527	1.51462	5.33872	-0.48933	3.68588	0.85652	1.94021	0.77806	0.20365	3.91606	1.93294	-0.8706	1.46097	-0.67663	2.25389	0.46855	1.41094	3.58216	3.02724	3.10478	5.22154	-0.27545	1.05201	0.54235	1.85935	2.07143	1.48304	0.6219	0.13731	1.90279	1.00386	-0.16244	-0.12728	0	1
-0.44322	-0.71932	-0.96264	0.92074	0.22038	-0.52217	-0.28734	-0.03399	-0.51076	-1.14962	0.06988	8.82718	1.44316	0.64787	1.79555	14.13291	18.15262	3.53548	11.27541	3.26623	0.22651	-0.54276	1.41319	0.97969	0.92649	0.85949	-0.18851	1.32996	0.88338	-0.70378	0.21411	-0.45753	-0.77022	1.48422	0.97743	-0.08859	-0.24897	0.06978	0.15334	-0.36634	0.43679	-0.56142	-0.2486	1.93162	1.22154	0.07902	0.30248	0.66754	2.36468	-0.47984	0	1
-0.52585	0.73373	-1.3677	1.45312	0.38001	1.40261	-0.33702	0.42923	-0.45183	1.89753	14.12394	33.34767	2.9026	13.19327	0.02865	2.49946	2.70105	4.51069	11.78927	8.52613	0.27626	1.27223	-0.82567	2.12021	3.49033	1.36381	-0.03234	0.75444	-0.28495	1.76287	0.24274	1.18133	0.44853	2.93581	1.14296	1.79212	0.00634	1.05595	-0.38101	2.84289	-0.15972	1.16503	0.43785	1.91988	0.91492	1.33955	-0.18101	1.10744	-0.26839	2.07115	0	1
0.37765	-0.36468	0.57542	-0.53282	0.13475	1.83015	-0.46039	-0.48354	-0.50727	0.01549	8.43189	6.33766	1.14137	45.12397	6.84396	4.70391	19.35962	42.43347	0.53932	23.16187	4.1531	0.63607	1.23297	1.72776	2.10866	2.12751	0.52073	-0.32528	0.56809	0.84169	1.45303	0.1854	1.007	0.04415	1.73902	1.95205	-0.33815	-0.29078	-0.24261	0.10199	1.96	1.11057	1.2488	1.19702	1.34397	2.7138	4.04365	-0.29896	-0.10338	2.89031	0	1
2.05652	1.00165	0.13641	-0.02275	1.40147	1.84151	1.84101	-0.08929	-1.18665	1.91891	7.91824	15.4255	1.15413	0.21542	6.72666	32.79351	7.42363	26.71882	13.1208	5.9798	2.08541	0.9947	1.54151	0.44418	3.16888	2.34063	1.98183	2.58553	-0.11559	2.88492	2.67509	2.78134	0.95946	0.40984	2.02045	2.29036	1.74205	1.68417	-0.54197	2.26458	1.90616	1.23445	0.31267	0.10034	1.46757	2.4246	2.2683	0.97108	-0.86198	2.16471	0	1
-0.29203	-0.88223	-0.4326	0.16124	-0.86366	-0.2175	-0.25519	0.95194	-0.78435	0.10651	11.23011	4.67972	9.2738	0.36896	4.07539	2.53196	10.04229	17.11895	0.26411	2.34322	2.05307	1.49783	-0.37792	0.21242	-0.59983	0.32791	-0.11048	1.621	-0.34738	0.87499	-0.16636	1.55949	-0.21863	0.26959	-0.09982	2.22958	0.45268	1.1805	0.1343	1.11069	0.03331	1.24502	0.15758	1.0369	-0.72582	2.93883	0.82091	1.10852	-0.44226	0.28086	0	1
-0.45245	-0.27074	0.85499	-1.28184	-0.519	0.28711	-1.69523	0.14203	0.20788	-0.09095	2.08829	3.50145	26.02236	0.54983	8.99073	8.54829	2.38819	1.16035	6.63763	2.54401	0.26335	-0.19356	1.89028	0.11827	0.03213	1.32563	-0.22842	0.51946	1.2077	2.43831	-0.32374	-0.19199	1.09572	0.68502	1.72577	1.61144	-1.27706	0.39101	0.57057	0.60669	1.05203	-0.11726	1.73232	-0.38167	0.22309	0.5508	-1.54657	0.5076	1.10177	0.90101	0	1
0.75894	-1.10243	-0.60431	0.72719	1.75663	-1.79748	-0.38101	0.12369	1.78258	-1.61023	12.77448	1.20252	8.7453	19.53698	6.36803	14.47748	18.17821	1.06106	2.47168	11.47786	1.8334	-0.38823	1.03426	0.91543	2.12497	-0.98895	-0.00854	0.31531	1.82516	-0.16601	0.72789	-0.34451	1.05969	1.8058	3.25979	-1.07504	1.48216	0.20264	2.51185	-1.08741	1.01779	-0.81111	-0.02478	0.99543	2.81308	-1.00974	-0.28981	0.15521	1.94492	0.05206	0	1
-0.00693	2.16805	-0.48988	0.63407	-1.59452	0.91696	0.54433	2.76899	-0.28185	-0.1651	29.87452	17.11087	18.77996	9.78002	12.43008	14.73621	1.41599	1.18239	2.5726	6.0046	2.23456	3.55742	-0.36242	1.31018	1.81506	2.37267	0.95328	7.27429	1.06896	0.60147	2.49696	2.16116	-0.33547	0.66489	-1.21885	1.04541	0.98372	2.56517	2.31636	0.21907	0.17973	2.18754	-0.09479	0.63681	0.26473	1.20575	2.29052	3.23325	-0.2452	1.76209	0	1
0.03484	-0.85945	0.83306	0.0513	0.03104	1.01495	1.58437	2.95001	-1.23006	-0.07122	0.65104	3.42038	1.91239	0.4843	10.02185	14.98131	4.46597	6.47775	5.08096	15.17556	0.90391	-0.29038	1.3616	0.19856	0.10244	1.67378	1.77648	3.27474	-0.65989	-0.04909	0.18741	-0.6338	0.82365	1.52117	4.17877	1.27365	3.07858	3.81837	-0.52086	0.20508	0.23939	-0.63633	0.99126	0.63398	0.37179	1.0649	2.28887	3.81907	0.01713	0.33274	0	1
0.10925	0.25627	-1.68733	-1.08049	-0.15373	0.20168	-0.15503	-0.65435	-0.56664	0.02022	4.25818	0.48033	12.26998	1.70778	0.60608	6.93236	17.87432	12.20548	2.84076	16.22002	0.38733	0.67869	-0.72715	-0.3056	0.9259	1.12312	1.34001	-0.14522	1.82315	2.29503	0.18844	0.67889	-1.48194	-0.72794	1.97497	3.14256	0.75192	-0.58742	-0.41514	0.02222	1.16379	1.45218	-0.27248	1.01947	-0.02805	2.59296	0.3671	1.66487	0.47398	1.16868	0	1
0.30645	-0.36554	0.29227	1.3638	-0.83462	0.0561	0.86278	-0.51162	-1.70647	-0.64807	36.10409	0.07868	13.14766	14.72069	4.13274	2.81526	17.73883	8.37695	6.15341	18.44762	0.56033	0.27818	4.05889	2.59986	0.11425	1.2604	2.42535	0.11533	-0.93116	1.01147	2.30193	-0.25634	1.20792	1.31019	-0.33766	0.74592	0.89298	-0.15477	0.93086	0.96628	0.28386	-0.07472	0.89788	1.30367	0.53269	0.9228	0.87348	0.50464	-0.68075	-0.37785	0	1
-0.25175	-0.29023	1.33382	-0.16845	0.75284	0.09934	0.17836	-0.29718	1.63688	-1.58795	2.52151	0.89137	0.84422	0.60247	6.51955	1.6208	4.45909	5.44305	6.37581	2.06937	0.01884	2.41452	1.45343	1.23398	0.98974	0.14948	0.2658	2.77318	3.11494	-0.98368	0.66324	0.51846	1.26289	0.78769	1.22773	0.35813	1.20267	2.36083	1.98333	-0.25094	1.40287	-0.09724	1.70303	-0.0389	1.92581	0.12974	0.5067	1.19562	1.67	-1.4275	0	1
-0.00891	2.0135	1.31734	-0.39101	0.89103	0.54712	1.48842	-0.28319	0.29064	-1.11702	1.07007	2.76426	5.62479	15.97173	7.22642	5.69009	5.1949	3.66788	24.32662	2.87035	0.03261	5.87102	2.13745	1.09534	2.43751	1.02109	1.55321	0.64536	0.68571	-0.77599	0.73046	3.41332	1.3966	0.02636	5.21679	0.67902	2.8603	0.39579	0.4145	-0.94371	0.47687	3.6045	1.2921	0.09551	0.85825	1.52672	1.97325	0.51404	2.31912	-0.46131	0	1
