i1	i2	i3	i4	i5	i6	i7	i8	i9	i10	i11	i12	i13	i14	i15	i16	i17	i18	i19	i20	i21	i22	i23	i24	i25	i26	i27	i28	i29	i30	i31	i32	i33	i34	i35	i36	i37	i38	i39	i40	i41	i42	i43	i44	i45	i46	i47	i48	i49	i50	!ho	!h1
0.29709	0.24292	0.14849	0.13141	0.20482	0.29434	0.1117	0.75985	0.96475	0.62378	0.18322	0.81507	0.0379	0.05712	0.06917	0.87621	0.67977	0.20162	0.14948	0.54105	0.37523	0.17216	0.29299	0.34398	0.25739	0.29616	0.29542	0.3727	0.41764	0.3264	0.30454	0.43798	0.38961	0.17942	0.36241	0.31079	0.15199	0.14886	0.3966	0.28631	0.32219	0.41173	0.35853	0.16016	0.28371	0.36709	0.41181	0.3358	0.31728	0.34059	0	1
0.33876	0.33843	0.30622	0.48325	0.32861	0.00477	0.35502	0.54884	0.61098	0.85371	0.47745	0.67438	0.66615	0.62181	0.23077	0.55864	0.2442	0.06657	0.51006	0.42148	0.08023	0.485	0.05134	0.24329	0.51432	0.24156	0.25881	0.05061	0.18872	0.10722	0.12753	0.1213	0.21951	0.3576	0.36534	0.11688	0.30748	0.23788	0.51656	0.25515	0.24717	0.00718	0.34288	0.51186	0.40967	0.21793	0.37545	0.4556	0.04525	0.37608	0	1
0.0484	0.26803	0.08217	0.07033	0.29266	0.03479	0.05445	0.75066	0.87175	0.8735	0.92411	0.64061	0.82805	0.79273	0.13581	0.2575	0.67557	0.75801	0.44227	0.10148	0.26975	0.33895	0.06717	0.22525	0.27155	0.37929	0.06437	0.09835	0.08913	0.12544	0.16157	0.2667	0.15952	0.34804	0.29961	0.10167	0.45421	0.36493	0.43974	0.22589	0.261	0.05726	0.35098	0.31165	0.37539	0.12077	0.257	0.42784	0.02507	0.38877	0	1
0.02017	0.30121	0.15479	0.27071	0.45541	0.17069	0.56119	0.67988	0.66385	0.86224	0.02228	0.93084	0.6334	0.93077	0.51688	0.84155	0.76528	0.54092	0.41961	0.01274	0.22498	0.3279	0.22567	0.32219	0.50179	0.57612	0.28558	0.12707	0.22337	0.2669	0.38761	0.36346	0.29344	0.52637	0.38047	0.27441	0.59621	0.47395	0.3746	0.5398	0.25881	0.30189	0.5503	0.48614	0.50538	0.25855	0.44563	0.53728	0.21704	0.43342	0	1
0.01696	0.10114	0.39502	0.2756	0.25045	0.28232	0.59401	0.93863	0.68015	0.59245	0.87795	0.34168	0.83138	0.82221	0.75478	0.77358	0.76858	0.84156	0.29805	0.47666	0.26627	0.21297	0.26118	0.44002	0.38438	0.41796	0.37989	0.39771	0.41596	0.302	0.45961	0.40107	0.26977	0.39753	0.42404	0.20429	0.26182	0.21846	0.42244	0.35359	0.33856	0.23694	0.2589	0.39982	0.30713	0.27077	0.42257	0.45689	0.45026	0.4517	0	1
0.30779	0.22738	0.23703	0.11708	0.30213	0.42892	0.76656	0.99997	0.97793	0.51003	0.40157	0.012	0.95755	0.34878	0.82673	0.73953	0.79842	0.689	0.14339	0.62176	0.56085	0.30193	0.53322	0.56718	0.21976	0.33383	0.32866	0.50793	0.44323	0.3242	0.46963	0.52648	0.52977	0.27987	0.32168	0.56434	0.44939	0.45971	0.3875	0.31748	0.56339	0.38797	0.23552	0.42949	0.46126	0.54788	0.25592	0.26219	0.40915	0.30504	0	1
0.33821	0.23033	0.37946	0.19701	0.41682	0.24696	0.8498	0.81246	0.94414	0.96026	0.56986	0.96712	0.99853	0.14395	0.73639	0.951	0.31566	0.50338	0.34912	0.30509	0.41487	0.44913	0.26352	0.40897	0.55526	0.45618	0.27691	0.23379	0.18096	0.29632	0.25421	0.4428	0.34495	0.46617	0.53309	0.25437	0.36084	0.40835	0.51969	0.4451	0.24405	0.18508	0.35833	0.42042	0.47934	0.34741	0.4988	0.30237	0.28096	0.4667	0	1
0.36819	0.22225	0.29482	0.38402	0.20422	0.45961	0.8796	0.59574	0.74817	0.63817	0.81827	0.29138	0.41445	0.91734	0.61498	0.9651	0.97937	0.62685	0.39419	0.69415	0.37571	0.40496	0.41173	0.46185	0.32232	0.24022	0.44779	0.45685	0.48919	0.40543	0.50002	0.37636	0.42839	0.3824	0.38996	0.46562	0.30463	0.34139	0.15003	0.2994	0.40955	0.44999	0.29764	0.16325	0.24187	0.45372	0.37366	0.36501	0.55083	0.20775	0	1
0.39256	0.28704	0.0573	0.47598	0.02519	0.35256	0.55025	0.66498	0.97771	0.66775	0.42884	0.68465	0.18274	0.5276	0.68508	0.41524	0.86152	0.06521	0.84828	0.88304	0.51192	0.25059	0.39683	0.35645	0.27701	0.09196	0.33604	0.33018	0.44165	0.35466	0.47311	0.45063	0.44531	0.22086	0.16672	0.44524	0.27566	0.23587	0.23056	0.2512	0.46337	0.25894	0.2545	0.27389	0.18559	0.30239	0.24096	0.1477	0.33811	0.13878	0	1
0.39108	0.46709	0.34406	0.45225	0.03584	0.16358	0.81791	0.56745	0.67649	0.50903	0.33177	0.76432	0.50595	0.82765	0.17068	0.5666	0.09928	0.80031	0.75981	0.45105	0.23987	0.19947	0.34519	0.34157	0.21103	0.26903	0.24885	0.17191	0.17539	0.31496	0.22298	0.34171	0.14597	0.19617	0.22835	0.23908	0.16484	0.06591	0.05274	0.06879	0.15183	0.25669	0.12315	0.27054	0.09386	0.30778	0.14584	0.12152	0.31908	0.18568	0	1
0.14529	0.14422	0.37304	0.0132	0.32554	0.11352	0.84749	0.7557	0.69265	0.99316	0.25129	0.05928	0.51632	0.37883	0.82181	0.02445	0.49459	0.59757	0.87804	0.89393	0.22952	0.28513	0.20648	0.18166	0.36994	0.35162	0.12641	0.22285	0.10142	0.35296	0.23326	0.21361	0.25546	0.46754	0.42365	0.29213	0.50364	0.25644	0.42261	0.33466	0.22447	0.10235	0.37282	0.40202	0.43227	0.21937	0.48912	0.49387	0.22109	0.3829	0	1
0.1666	0.42651	0.18111	0.10911	0.10927	0.30039	0.61003	0.97898	0.80922	0.63643	0.02277	0.82956	0.40816	0.73348	0.12757	0.81501	0.67856	0.32179	0.07163	0.63725	0.35257	0.22354	0.45517	0.45265	0.32375	0.0858	0.40591	0.22545	0.42657	0.27013	0.22287	0.23111	0.33696	0.16353	0.2479	0.36334	0.29028	0.26604	0.27824	0.15137	0.27431	0.24531	0.21061	0.19354	0.27005	0.3872	0.34051	0.34075	0.28588	0.179	0	1
0.49209	0.35712	0.19592	0.13867	0.26502	0.8927	0.61516	0.76005	0.79048	0.85302	0.53967	0.67183	0.24023	0.26649	0.26024	0.3294	0.08049	0.9199	0.44083	0.9374	0.79018	0.23303	0.78149	0.74593	0.23837	0.23237	0.89091	0.85313	0.81943	0.92066	0.70096	0.83455	0.6699	0.29004	0.41401	0.67669	0.45855	0.25792	0.39391	0.36995	0.72125	0.65088	0.34847	0.43159	0.31194	0.69177	0.26609	0.27265	0.89677	0.31642	0	1
0.30093	0.208	0.43345	0.01238	0.30919	0.68258	0.64472	0.61298	0.90932	0.68806	0.18004	0.94877	0.34858	0.58493	0.58174	0.66487	0.99624	0.13314	0.68338	0.34894	0.66988	0.46106	0.51821	0.67674	0.40858	0.27498	0.75937	0.53002	0.62725	0.77029	0.5953	0.52453	0.63851	0.28503	0.46503	0.70077	0.41538	0.31832	0.31765	0.42403	0.61353	0.64925	0.47391	0.26804	0.42551	0.64714	0.4341	0.41378	0.68524	0.3725	0	1
0.49144	0.27745	0.41288	0.3106	0.17436	0.63702	0.9624	0.78006	0.50197	0.85183	0.07147	0.88177	0.12642	0.61285	0.93686	0.81373	0.32855	0.62765	0.23294	0.52074	0.48644	0.18634	0.68217	0.58269	0.27259	0.30072	0.52241	0.67169	0.67306	0.4977	0.62701	0.47989	0.73417	0.22497	0.22212	0.59674	0.34148	0.1377	0.23577	0.37702	0.6506	0.48121	0.32711	0.13908	0.26018	0.72798	0.17532	0.22462	0.65236	0.33976	0	1
0.38669	0.25979	0.40774	0.28715	0.22379	0.64384	0.9397	0.65088	0.86879	0.80702	0.47708	0.19125	0.34537	0.44819	0.01769	0.49544	0.58405	0.34703	0.07105	0.71719	0.62854	0.20656	0.6055	0.51465	0.41314	0.1769	0.58368	0.47863	0.61907	0.51997	0.5738	0.55273	0.73331	0.21293	0.30277	0.73582	0.21887	0.17634	0.23846	0.42612	0.61168	0.68288	0.23208	0.26365	0.2995	0.5122	0.20835	0.19886	0.64663	0.38863	0	1
0.26133	0.15896	0.26194	0.13539	0.00287	0.95608	0.80995	0.50532	0.91963	0.94424	0.71906	0.92292	0.33014	0.07724	0.61872	0.0624	0.54544	0.26532	0.09777	0.41312	0.91698	0.11154	0.86454	0.86911	0.11152	0.04921	0.95868	0.87531	0.72416	0.85473	0.7246	0.87108	0.91384	0.14539	0.06372	0.82735	0.07146	0.25432	0.25352	0.21065	0.81167	0.83783	0.19803	0.09307	0.12727	0.88076	0.12906	0.17628	0.79095	0.11095	0	1
0.0328	0.26037	0.1455	0.0634	0.45274	0.90694	0.63505	0.90394	0.99263	0.92794	0.31416	0.15459	0.21699	0.70219	0.62946	0.88958	0.76153	0.2419	0.14437	0.31378	0.83321	0.50972	0.78314	0.78616	0.3306	0.54863	0.78666	0.76734	0.84951	0.83252	0.66045	0.92839	0.72438	0.43683	0.50109	0.76306	0.33202	0.48271	0.36483	0.58979	0.73024	0.88275	0.60233	0.53234	0.45002	0.88961	0.56405	0.39778	0.7307	0.40028	0	1
0.39545	0.1883	0.33707	0.03001	0.24109	0.57409	0.93701	0.54546	0.65976	0.72616	0.30302	0.46804	0.32074	0.8605	0.96452	0.82121	0.25836	0.95193	0.63252	0.61905	0.62639	0.45161	0.66659	0.51481	0.31245	0.38525	0.46318	0.60998	0.62104	0.58974	0.6345	0.53381	0.58817	0.26809	0.25293	0.57594	0.24957	0.44884	0.2258	0.42655	0.609	0.58365	0.23939	0.26846	0.30191	0.46602	0.38964	0.41602	0.46408	0.41855	0	1
0.12698	0.03583	0.46231	0.01561	0.07335	0.75836	0.83831	0.89717	0.99075	0.85961	0.81476	0.81245	0.32463	0.75202	0.86706	0.153	0.59738	0.84931	0.90255	0.54106	0.76304	0.06558	0.57888	0.67855	0.12555	0.26204	0.74741	0.5945	0.58214	0.61521	0.80876	0.6895	0.75726	0.0677	0.31197	0.76362	0.2944	0.18598	0.12083	0.30098	0.63044	0.77352	0.22358	0.22255	0.14725	0.73743	0.29728	0.10663	0.80954	0.18569	0	1
0.1869	0.46419	0.28685	0.1102	0.3764	0.98525	0.54553	0.57227	0.6308	0.78766	0.70445	0.35958	0.42805	0.78454	0.55591	0.35078	0.74444	0.59102	0.87764	0.01368	0.94562	0.32877	0.87423	0.9596	0.5088	0.30167	0.83691	0.79491	0.72095	0.71172	0.71029	0.80089	0.92112	0.3792	0.39826	0.82017	0.3921	0.38881	0.31283	0.40606	0.72868	0.77028	0.32253	0.38936	0.40822	0.75156	0.50067	0.30184	0.87336	0.35911	0	1
0.3165	0.29341	0.20037	0.30826	0.27366	0.61505	0.62533	0.54377	0.97275	0.89476	0.71159	0.844	0.50573	0.36896	0.15442	0.05757	0.03578	0.99332	0.40699	0.57035	0.49129	0.20583	0.46277	0.66343	0.35382	0.47483	0.68832	0.60891	0.69418	0.65087	0.63408	0.49631	0.57884	0.39339	0.47075	0.68716	0.29522	0.32905	0.376	0.22333	0.58207	0.62452	0.30615	0.31498	0.24214	0.45275	0.43176	0.39846	0.63051	0.27226	0	1
0.21517	0.25113	0.06945	0.47197	0.67173	0.88184	0.50577	0.88252	0.94699	0.68683	0.90274	0.35607	0.566	0.65542	0.06171	0.70961	0.40635	0.54315	0.71295	0.84611	0.65582	0.75169	0.87384	0.76707	0.61657	0.58193	0.84216	0.89747	0.74141	0.91325	0.6496	0.65671	0.76767	0.70953	0.7117	0.68494	0.64266	0.56776	0.74032	0.65258	0.7894	0.76965	0.55031	0.64595	0.63429	0.83858	0.54302	0.53625	0.69937	0.70696	0	1
0.21402	0.03573	0.04176	0.36556	0.59348	0.60081	0.64829	0.76667	0.76235	0.98441	0.66273	0.59521	0.84259	0.72256	0.9786	0.63979	0.80128	0.9267	0.48834	0.94277	0.50664	0.47696	0.56986	0.57926	0.43686	0.58641	0.44988	0.48354	0.70363	0.62589	0.53953	0.45226	0.55924	0.5436	0.54647	0.61152	0.53195	0.66169	0.66572	0.46224	0.44052	0.54414	0.57426	0.63285	0.56469	0.44763	0.55685	0.56642	0.61502	0.51645	0	1
0.1055	0.17875	0.2736	0.28532	0.6183	0.89501	0.82867	0.86304	0.88756	0.6547	0.93739	0.23593	0.5769	0.45039	0.99897	0.91076	0.34177	0.04133	0.12202	0.49269	0.66238	0.56575	0.92432	0.65218	0.60074	0.50142	0.6601	0.71552	0.69357	0.87188	0.72698	0.68025	0.70561	0.71045	0.64022	0.7328	0.70947	0.46807	0.4898	0.62385	0.82227	0.90066	0.50603	0.67675	0.46647	0.84579	0.55658	0.57565	0.9208	0.6457	0	1
0.12538	0.45983	0.47327	0.15688	0.81306	0.82956	0.68905	0.7167	0.8183	0.53503	0.26048	0.78235	0.44167	0.02231	0.05031	0.79118	0.60604	0.19152	0.16039	0.69454	0.64039	0.78888	0.65984	0.67312	0.61005	0.82724	0.84125	0.69579	0.73973	0.61033	0.60748	0.61786	0.64555	0.81344	0.75391	0.59841	0.7963	0.78499	0.62052	0.67485	0.64203	0.72752	0.64508	0.69522	0.65008	0.6079	0.71864	0.77985	0.75133	0.7835	0	1
0.2585	0.08348	0.29407	0.38115	0.91355	0.92925	0.99365	0.8101	0.5862	0.50373	0.43393	0.40725	0.15902	0.26423	0.63554	0.17833	0.70469	0.66695	0.12773	0.83728	0.87516	0.80044	0.74565	0.90947	0.67328	0.90984	0.76264	0.84379	0.93695	0.90098	0.93365	0.73713	0.71173	0.7932	0.80801	0.67333	0.75678	0.86955	0.83081	0.78582	0.84529	0.90772	0.92264	0.76459	0.87325	0.72157	0.82674	0.77881	0.70607	0.85791	0	1
0.33062	0.46725	0.23254	0.22131	0.93069	0.76358	0.69833	0.89834	0.50981	0.76135	0.07554	0.12521	0.32651	0.2684	0.62183	0.29054	0.12946	0.38176	0.98867	0.80776	0.82675	0.67858	0.60788	0.76897	0.91535	0.87388	0.56839	0.57988	0.55161	0.71516	0.5588	0.8074	0.59967	0.68112	0.67481	0.56219	0.6961	0.68475	0.7819	0.75842	0.6336	0.77365	0.87006	0.80381	0.6967	0.6403	0.94232	0.75399	0.61401	0.81408	0	1
0.25122	0.26002	0.0989	0.13855	0.54685	0.63876	0.65165	0.96321	0.66141	0.64147	0.72992	0.09074	0.66201	0.29064	0.52366	0.40347	0.35666	0.2939	0.17467	0.5559	0.64311	0.50139	0.69876	0.64379	0.55035	0.44844	0.65532	0.65594	0.69183	0.59406	0.72597	0.57852	0.66044	0.50697	0.55194	0.6365	0.54277	0.61151	0.67296	0.66704	0.55344	0.70261	0.52762	0.66645	0.58979	0.64154	0.42573	0.39915	0.50836	0.46317	0	1
0.33401	0.02016	0.04004	0.05353	0.87469	0.94985	0.69419	0.9164	0.90126	0.51698	0.41714	0.26093	0.45597	0.59531	0.88843	0.9776	0.64675	0.13999	0.76452	0.49512	0.86453	0.70221	0.7087	0.96179	0.78982	0.6298	0.69401	0.90799	0.84104	0.87607	0.90816	0.69129	0.90604	0.66588	0.81781	0.69088	0.68332	0.90272	0.72439	0.8264	0.92687	0.94505	0.67562	0.90683	0.90713	0.71905	0.70302	0.71433	0.81443	0.72355	0	1
0.22209	0.32721	0.07621	0.27954	0.95972	0.81573	0.65149	0.96124	0.96823	0.92486	0.3201	0.60341	0.37804	0.24539	0.897	0.66431	0.59275	0.92702	0.19543	0.60577	0.6731	0.87138	0.67673	0.8439	0.92526	0.93882	0.66819	0.78067	0.7884	0.84603	0.61794	0.73117	0.59175	0.95891	0.74808	0.7372	0.94419	0.70778	0.70446	0.71626	0.68173	0.77876	0.8838	0.85453	0.9352	0.81977	0.88051	0.69343	0.81746	0.80265	0	1
0.15033	0.4473	0.48844	0.01851	0.7317	0.52143	0.63622	0.55245	0.67882	0.9032	0.48649	0.20453	0.25611	0.5638	0.69209	0.80607	0.78898	0.70854	0.27151	0.27212	0.63864	0.78489	0.5432	0.49636	0.61652	0.66813	0.43113	0.47527	0.41812	0.65035	0.60103	0.55541	0.60113	0.63893	0.6539	0.52015	0.62423	0.55415	0.75319	0.66401	0.63042	0.6129	0.6193	0.54996	0.78768	0.45905	0.78227	0.56408	0.4283	0.66869	0	1
0.48251	0.22561	0.21442	0.51352	0.71006	0.9813	0.71574	0.72774	0.9753	0.75079	0.93598	0.44383	0.94697	0.12558	0.01554	0.92756	0.62837	0.19091	0.83311	0.03246	0.71986	0.66937	0.7188	0.71934	0.73906	0.6773	0.74361	0.80197	0.85853	0.97787	0.82895	0.82558	0.7404	0.54799	0.74925	0.95603	0.77568	0.67026	0.74691	0.52187	0.7859	0.93448	0.53034	0.7522	0.779	0.74234	0.59549	0.66455	0.82872	0.5199	0	1
0.04522	0.46118	0.17163	0.57289	0.51314	0.76508	0.79546	0.53558	0.58348	0.64625	0.11174	0.68468	0.02472	0.23473	0.69931	0.11198	0.58047	0.80034	0.0251	0.42077	0.67313	0.49559	0.75426	0.75397	0.39602	0.38991	0.64782	0.78877	0.71826	0.60094	0.69215	0.72423	0.73675	0.43417	0.40311	0.56146	0.47397	0.4061	0.64675	0.60056	0.63759	0.7281	0.41121	0.64733	0.41638	0.6783	0.54236	0.57579	0.63363	0.61172	0	1
0.18975	0.0848	0.23209	0.86218	0.76388	0.98373	0.66169	0.94281	0.86466	0.85003	0.21224	0.53157	0.35914	0.81767	0.12163	0.09817	0.60672	0.56161	0.76532	0.48853	0.96516	0.71154	0.78818	0.94585	0.78778	0.77759	0.792	0.76702	0.93401	0.82731	0.79952	0.88014	0.75218	0.707	0.71313	0.9662	0.5587	0.78251	0.81937	0.72494	0.7779	0.982	0.63822	0.70942	0.63072	0.79177	0.75542	0.64543	0.78654	0.74731	0	1
0.34125	0.13049	0.37727	0.8993	0.55106	0.84392	0.6739	0.88347	0.87438	0.55289	0.46054	0.88951	0.26998	0.78076	0.91597	0.25864	0.90143	0.6926	0.43898	0.01593	0.86802	0.4801	0.8731	0.72946	0.50234	0.50316	0.80358	0.81544	0.7913	0.71689	0.68551	0.88009	0.70867	0.60406	0.54083	0.63232	0.52494	0.46407	0.4677	0.48492	0.73728	0.74566	0.63138	0.64601	0.61432	0.75781	0.57376	0.42658	0.69076	0.61028	0	1
0.1588	0.16795	0.47077	0.50875	0.55608	0.6982	0.81418	0.91375	0.67532	0.66963	0.41487	0.28957	0.20292	0.63671	0.84488	0.9907	0.31259	0.73199	0.2317	0.1745	0.66264	0.54388	0.65405	0.6104	0.57787	0.47426	0.65833	0.53464	0.53353	0.67419	0.75526	0.61306	0.51409	0.55104	0.6579	0.56635	0.54334	0.65168	0.42636	0.60464	0.7242	0.61576	0.65533	0.50867	0.58312	0.57395	0.40433	0.42937	0.67737	0.45794	0	1
0.42378	0.03946	0.11136	0.60559	0.74254	0.92146	0.72221	0.93143	0.62167	0.71818	0.15064	0.88716	0.50485	0.5413	0.44187	0.73774	0.49524	0.95366	0.94287	0.04937	0.93775	0.73309	0.90946	0.80746	0.76385	0.63105	0.83796	0.81782	0.86589	0.89922	0.69777	0.86944	0.78857	0.62476	0.78291	0.68102	0.75941	0.69421	0.59141	0.57603	0.88146	0.70099	0.6911	0.73218	0.79362	0.86098	0.65549	0.77377	0.72474	0.67527	0	1
0.4457	0.13426	0.18362	0.88683	0.81699	0.73465	0.94458	0.55796	0.70694	0.76097	0.24038	0.61893	0.86419	0.68777	0.86235	0.29265	0.90207	0.47841	0.07994	0.0022	0.59168	0.73302	0.66363	0.66464	0.63292	0.82146	0.63275	0.79267	0.77669	0.64544	0.76184	0.59095	0.7803	0.6406	0.78375	0.66812	0.86626	0.8606	0.8478	0.76143	0.79119	0.72815	0.61112	0.74969	0.63793	0.75702	0.81778	0.82076	0.54586	0.60933	0	1
0.06864	0.42529	0.08478	0.53779	0.71531	0.81793	0.62837	0.78867	0.73941	0.89663	0.34931	0.20367	0.04233	0.00051	0.95699	0.96529	0.03185	0.82604	0.492	0.89339	0.61986	0.73381	0.75482	0.67646	0.63816	0.6311	0.66832	0.7225	0.6585	0.71972	0.83157	0.68231	0.65239	0.72089	0.58834	0.75803	0.63011	0.70936	0.76114	0.78904	0.59169	0.8526	0.74695	0.65615	0.73847	0.70547	0.54946	0.52001	0.82091	0.73982	0	1
0.00484	0.17052	0.22599	0.69263	0.99661	0.58393	0.55813	0.88148	0.98603	0.95153	0.38223	0.1795	0.19909	0.49933	0.13832	0.95168	0.50113	0.09069	0.19966	0.77306	0.63326	0.92492	0.6512	0.58861	0.89555	0.71813	0.65347	0.571	0.48891	0.63244	0.55833	0.5404	0.52749	0.77627	0.96689	0.62573	0.90974	0.76736	0.79441	0.71801	0.46044	0.44963	0.93612	0.91154	0.72956	0.62848	0.81088	0.77316	0.47755	0.91008	0	1
0.00669	0.03625	0.24841	0.93872	0.56154	0.57711	0.99779	0.54127	0.77182	0.55348	0.41308	0.77438	0.49061	0.61483	0.51798	0.53169	0.41308	0.28673	0.58335	0.48846	0.59079	0.45448	0.48223	0.50589	0.45249	0.44372	0.65172	0.50637	0.59592	0.48774	0.60673	0.59946	0.46734	0.6538	0.52007	0.55772	0.56178	0.56751	0.59373	0.40697	0.53289	0.54523	0.49988	0.48023	0.58762	0.66998	0.44638	0.41386	0.58798	0.68278	0	1
0.32313	0.27321	0.63623	0.78485	0.66446	0.69151	0.81671	0.78968	0.6134	0.52521	0.12434	0.41372	0.1395	0.75595	0.97259	0.29194	0.05028	0.43148	0.10154	0.25634	0.71602	0.56987	0.65933	0.76561	0.75092	0.64972	0.50537	0.73895	0.51218	0.73392	0.75061	0.53292	0.5251	0.60915	0.58731	0.58808	0.55752	0.70203	0.73168	0.55119	0.67134	0.52658	0.53906	0.58684	0.71647	0.63837	0.69066	0.75246	0.56323	0.7575	0	1
0.30042	0.23673	0.8592	0.88733	0.71036	0.88557	0.74938	0.56002	0.98356	0.83299	0.84573	0.87055	0.05185	0.70678	0.79174	0.90171	0.40224	0.94286	0.26784	0.70857	0.80639	0.77024	0.81987	0.79225	0.77457	0.7664	0.91376	0.73389	0.63955	0.64041	0.81186	0.65177	0.82088	0.61002	0.54921	0.79054	0.57103	0.74166	0.51697	0.67807	0.8068	0.69063	0.62576	0.74167	0.73317	0.8535	0.58406	0.72097	0.85733	0.63978	0	1
0.19969	0.35116	0.57557	0.83796	0.90491	0.61505	0.91278	0.97637	0.80024	0.81488	0.20581	0.48443	0.89189	0.67599	0.18673	0.8551	0.1918	0.71964	0.41592	0.86073	0.56322	0.73241	0.6949	0.62978	0.91347	0.71332	0.60774	0.45547	0.70133	0.46735	0.57846	0.5886	0.7175	0.90528	0.65487	0.52105	0.9007	0.70487	0.75253	0.68801	0.70522	0.46005	0.72941	0.65876	0.72367	0.62007	0.80218	0.81491	0.45239	0.90165	0	1
0.42432	0.20133	0.97457	0.53921	0.79502	0.90732	0.52136	0.75611	0.94668	0.98034	0.73499	0.88487	0.60888	0.21481	0.87428	0.34628	0.2659	0.41631	0.43506	0.76856	0.91602	0.73059	0.66802	0.69101	0.7729	0.74948	0.67862	0.83376	0.6821	0.78599	0.79328	0.68911	0.73663	0.73372	0.8135	0.71583	0.81387	0.65649	0.82819	0.78035	0.88884	0.71291	0.57583	0.75995	0.79587	0.70397	0.80079	0.67119	0.74308	0.60247	0	1
0.02263	0.08877	0.87747	0.89421	0.87099	0.8931	0.84746	0.85206	0.91367	0.89792	0.13332	0.36977	0.00175	0.32792	0.52049	0.90599	0.002	0.39334	0.7654	0.5631	0.80416	0.9001	0.68433	0.8572	0.7694	0.73146	0.77572	0.64408	0.78675	0.68382	0.88963	0.77096	0.76806	0.77658	0.81683	0.8296	0.73434	0.72495	0.84363	0.84766	0.87394	0.83621	0.89807	0.82676	0.68447	0.89013	0.81147	0.70902	0.86017	0.63732	0	1
0.26484	0.14886	0.97067	0.65441	0.64618	0.79945	0.60639	0.71128	0.61721	0.89788	0.74925	0.33201	0.07388	0.34574	0.87523	0.50319	0.43287	0.71416	0.39774	0.01458	0.81857	0.50244	0.75218	0.75929	0.68519	0.5348	0.66755	0.72632	0.80622	0.68313	0.64935	0.66866	0.65969	0.5421	0.56373	0.76489	0.50558	0.63109	0.50126	0.6329	0.67588	0.64502	0.57459	0.682	0.58733	0.84037	0.46848	0.70322	0.75536	0.54669	0	1
0.45757	0.13708	0.88493	0.84859	0.68098	0.54632	0.71034	0.88129	0.7016	0.63988	0.57559	0.73291	0.53247	0.19036	0.29184	0.7406	0.36055	0.73722	0.80545	0.35305	0.52916	0.75733	0.54727	0.57153	0.59256	0.60861	0.65712	0.4389	0.45773	0.49829	0.42389	0.42421	0.62232	0.51501	0.74295	0.66358	0.51616	0.58839	0.58834	0.6422	0.40105	0.63769	0.56758	0.64829	0.74218	0.47365	0.55118	0.55689	0.64223	0.76496	0	1
0.40878	0.27328	0.83788	0.71378	0.84366	0.50955	0.64035	0.55766	0.66664	0.56326	0.27429	0.3705	0.73192	0.6561	0.22627	0.55822	0.55019	0.69237	0.94378	0.15708	0.50641	0.7742	0.3813	0.58933	0.65274	0.61817	0.60221	0.42818	0.46932	0.61735	0.39951	0.60531	0.60485	0.85928	0.61482	0.57911	0.62391	0.74026	0.73902	0.88319	0.51757	0.59977	0.78171	0.67122	0.84731	0.62063	0.65258	0.82929	0.36955	0.6797	0	1
0.06338	0.2358	0.64705	0.934	0.89785	0.63623	0.56668	0.61767	0.96676	0.57253	0.44238	0.67751	0.22005	0.93704	0.52514	0.99937	0.27583	0.41639	0.75597	0.48352	0.613	0.76192	0.6139	0.60331	0.68107	0.69037	0.58202	0.56585	0.51819	0.67159	0.58538	0.49187	0.65172	0.83915	0.73479	0.5316	0.70779	0.70296	0.84801	0.84494	0.71586	0.49043	0.79579	0.72025	0.91873	0.66928	0.74898	0.75161	0.51765	0.83576	0	1
0.01265	0.17995	0.68758	0.60377	0.59497	0.73743	0.76902	0.51406	0.794	0.71929	0.96778	0.656	0.08687	0.5062	0.54506	0.18722	0.68016	0.69892	0.43965	0.36312	0.68775	0.69096	0.57678	0.63798	0.67018	0.44915	0.61991	0.53742	0.53241	0.69813	0.80826	0.55124	0.76697	0.47475	0.60378	0.75243	0.50365	0.65163	0.64586	0.68012	0.66864	0.59549	0.66106	0.57178	0.61752	0.66745	0.66034	0.60201	0.5355	0.6906	0	1
0.46313	0.90313	0.95531	0.62077	0.76027	0.65233	0.77022	0.7177	0.6956	0.9457	0.78354	0.80596	0.64774	0.26492	0.07976	0.76259	0.90397	0.50985	0.87112	0.09871	0.57809	0.80241	0.58559	0.58143	0.81038	0.62173	0.51185	0.52561	0.50967	0.63951	0.56493	0.57601	0.50126	0.63906	0.6918	0.65428	0.61888	0.6826	0.60253	0.78446	0.47631	0.6485	0.63791	0.64751	0.7241	0.61951	0.59706	0.65534	0.70997	0.79826	0	1
0.02181	0.76968	0.8478	0.91252	0.62423	0.7469	0.86648	0.60454	0.94224	0.54277	0.06258	0.27225	0.09041	0.30926	0.67338	0.38191	0.82647	0.85259	0.52412	0.92704	0.67532	0.684	0.71781	0.65777	0.4944	0.54528	0.71301	0.73591	0.60931	0.78885	0.57425	0.73258	0.54352	0.5625	0.68742	0.79779	0.47844	0.57543	0.50118	0.62693	0.62219	0.72268	0.6305	0.50769	0.59278	0.65654	0.52226	0.59276	0.73645	0.45678	0	1
